beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_oracle_class_purity,test_oracle_eff_frac_min,test_oracle_soft_usage_entropy,test_oracle_usage_entropy,test_soft_oracle_mse,train_mean_expert_mse,train_oracle_best_mse,train_oracle_class_mi_norm,train_oracle_class_purity,train_oracle_eff_frac_min,train_oracle_soft_usage_entropy,train_oracle_usage_entropy,train_soft_oracle_mse,variant
0.0,0,0.99050458984375,0.9904220092773437,0.004972370643876568,0.022599999999999995,0.897599995136261,0.9999998807907104,0.9989041090011597,0.99050458984375,1.000273585319519,1.00019109249115,0.006189563335712128,0.031347656249999994,0.80859375,0.9999998807907104,0.9969394207000732,1.000273585319519,uniform
0.0,200,0.9289320190429687,0.9288607299804688,0.004310049315423991,0.02339999999999999,0.892799973487854,0.9999998807907104,0.9990419149398804,0.9289320190429687,0.9325916171073914,0.9325211346149445,0.006019778739668985,0.027441406249999994,0.7890625,0.9999998807907104,0.9963756203651428,0.9325916171073914,uniform
0.0,400,0.8756681884765625,0.8756040161132812,0.004022418733734914,0.019199999999999995,0.8880000114440918,0.9999998807907104,0.9988192915916443,0.8756681884765625,0.8749689757823944,0.8749057352542877,0.006172691562506319,0.032812499999999994,0.82421875,0.9999998807907104,0.9968520402908325,0.8749689757823944,uniform
0.0,600,0.829474072265625,0.8294154296875,0.004038735033841038,0.02099999999999999,0.8848000168800354,0.9999998807907104,0.9988837242126465,0.829474072265625,0.8253083825111389,0.8252506852149963,0.0067714769880973455,0.032812499999999994,0.8671875,0.9999998807907104,0.9972238540649414,0.8253083825111389,uniform
0.0,800,0.7890377075195313,0.7889836303710938,0.0042684088529780844,0.023599999999999996,0.8880000114440918,0.9999998807907104,0.9990193843841553,0.7890377075195313,0.7818769216537476,0.7818239331245422,0.006467875566282671,0.032324218749999994,0.84765625,0.9999998807907104,0.9976605772972107,0.7818769216537476,uniform
0.0,1000,0.75386396484375,0.7538138916015625,0.004659165458565099,0.023799999999999988,0.9007999897003174,0.9999998807907104,0.9990859627723694,0.75386396484375,0.7442523539066315,0.7442033886909485,0.006536934787033653,0.031347656249999994,0.84765625,0.9999998807907104,0.9979890584945679,0.7442523539066315,uniform
0.0,1200,0.7228038940429687,0.7227572875976562,0.004551802263620898,0.022999999999999993,0.9007999897003174,0.9999998807907104,0.9992104768753052,0.7228038940429687,0.7111988663673401,0.711153507232666,0.005892427897438378,0.030859374999999994,0.859375,0.9999998807907104,0.9976763129234314,0.7111988663673401,uniform
0.0,1400,0.6957547729492187,0.6957112548828125,0.004258870391153645,0.0218,0.9007999897003174,0.9999998807907104,0.9992591142654419,0.6957547729492187,0.6824293434619904,0.682387113571167,0.005913384349596107,0.028906249999999994,0.859375,0.9999998807907104,0.997424840927124,0.6824293434619904,uniform
0.0,1600,0.6720825805664062,0.6720418823242188,0.004006764194344268,0.0218,0.9007999897003174,0.9999998807907104,0.9992567896842957,0.6720825805664062,0.6570959687232971,0.6570565402507782,0.005816414947096887,0.028417968749999994,0.86328125,0.9999998807907104,0.9973575472831726,0.6570959687232971,uniform
0.0,1800,0.6517706176757813,0.6517324462890625,0.003991177711805687,0.020399999999999988,0.897599995136261,0.9999998807907104,0.9992240071296692,0.6517706176757813,0.6354058682918549,0.6353689432144165,0.005765714569012672,0.027929687499999994,0.83203125,0.9999998807907104,0.996909499168396,0.6354058682918549,uniform
