beta,step,test_best_mse,test_class_mi_norm,test_class_purity,test_eff_frac_mean,test_eff_frac_min,test_expert_align_m,test_expert_diversity,test_soft_mse,test_usage_entropy,variant
0.0,0,1.0007578134536743,0.0037554262671619654,0.05859374674037099,1.0,1.0,0.04367826506495476,0.8659680485725403,1.0008149147033691,0.9973476529121399,theory_anneal
0.0,200,0.8304861187934875,0.0026462022215127945,0.052734372729901224,1.0,1.0,0.044045340269804,0.004765099845826626,0.8305287957191467,0.9981082677841187,theory_anneal
0.0,400,0.7109696269035339,0.0004269120981916785,0.019531259778887033,1.0,1.0,0.04436501860618591,0.0023517224472016096,0.7110024690628052,0.9970323443412781,theory_anneal
0.0,600,0.6289647817611694,0.003745896043255925,0.07421876071020961,1.0,1.0,0.04466160386800766,0.0015562191838398576,0.628990888595581,0.996336817741394,theory_anneal
0.08144150178611592,800,0.565218448638916,0.0020617861300706863,0.05859375174622983,0.9999998807907104,0.9999995231628418,0.04486566781997681,0.0011668732622638345,0.565239429473877,0.9922564625740051,theory_anneal
0.28765862333726866,1000,0.5177255868911743,0.0010074442252516747,0.005859382683411241,0.9999971389770508,0.9999971389770508,0.04499519616365433,0.0009597032913006842,0.5177865028381348,0.08309267461299896,theory_anneal
0.5221600816316555,1200,0.4678565263748169,0.0,0.00390625,0.8978376239538193,0.8376399874687195,0.04417939484119415,0.03399606794118881,0.46828165650367737,-0.0,theory_anneal
0.6752200381399266,1400,0.41548317670822144,0.0,0.021484375,0.3377912323921919,0.10876964777708054,0.04308114945888519,0.1314323991537094,0.41548317670822144,-0.0,theory_anneal
0.6962134421755408,1600,0.3863086700439453,0.0,0.00390625,0.26649262523278594,0.020559851080179214,0.043074291199445724,0.18512457609176636,0.3863086700439453,-0.0,theory_anneal
0.6962134421755408,1800,0.366286039352417,0.0,0.048828125,0.2586756840464659,0.003135564038529992,0.043185535818338394,0.22330643236637115,0.366286039352417,-0.0,theory_anneal
0.6962134421755408,2000,0.353620707988739,0.0,0.064453125,0.25090271027875133,0.0010840087197721004,0.043039720505476,0.2531121075153351,0.353620707988739,-0.0,theory_anneal
0.6962134421755408,2200,0.3441392183303833,0.0,0.001953125,0.2507598705997225,0.0009941804455593228,0.043043334037065506,0.2775859832763672,0.3441392183303833,-0.0,theory_anneal
0.6962134421755408,2400,0.3383575677871704,0.0,0.048828125,0.25074458788731135,0.000984915648587048,0.04287170246243477,0.2982739210128784,0.3383575677871704,-0.0,theory_anneal
0.6962134421755408,2600,0.3304060697555542,0.0,0.005859375,0.25073454616358504,0.0009778697276487947,0.04289042949676514,0.3162018358707428,0.3304060697555542,-0.0,theory_anneal
0.6962134421755408,2800,0.3258376121520996,0.0,0.009765625,0.25073270418215543,0.0009767262963578105,0.0428105890750885,0.33196645975112915,0.3258376121520996,-0.0,theory_anneal
0.6962134421755408,3000,0.3204823434352875,0.0,0.021484375,0.25073369301389903,0.000977285555563867,0.0428081713616848,0.3459501564502716,0.3204823434352875,-0.0,theory_anneal
