bayes_risk_excess_mean,beta,beta_times_lambda_class,linear_router_acc_vs_risk,linear_router_class_mi_norm,linear_router_excess_mean,linear_router_excess_p95,linear_router_mean_conf,linear_router_usage_entropy,posterior_acc,rho,risk_label_class_mi_norm,risk_label_usage_entropy,risk_margin_mean,risk_margin_train_mean,t
0.0,13.112054277125447,0.24999999999999997,1.0,0.00022204460492503128,0.0,0.0,0.8351163864135742,5.979470391048736e-11,1.0,0.5,0.00022204460492503128,5.979470391048736e-11,0.0,0.0,0.5
0.0,26.224108554250893,0.49999999999999994,0.9993333220481873,0.9950488016011215,2.0250975012459094e-06,0.0,0.9904511570930481,0.7408914566040039,1.0,1.0,1.0,0.7408914566040039,0.0013189376331865788,0.001373743056319654,0.5
0.0,52.44821710850179,0.9999999999999999,1.0,1.0,0.0,0.0,0.9955282807350159,0.9995330572128296,1.0,2.0,1.0,0.9995330572128296,0.0024578243028372526,0.002456454560160637,0.5
0.0,14.004811300702954,0.25,0.9853333234786987,0.8925316279376853,7.450580430390374e-11,0.0,0.9670871496200562,0.4997561275959015,0.9986666440963745,0.5,0.9833026350027253,0.49951499700546265,1.922249692754008e-09,1.8465021733859999e-09,0.8
0.0,28.00962260140591,0.5,0.9926666617393494,0.979099998233358,8.738721589907072e-06,0.0,0.980263352394104,0.999555230140686,0.9986666440963745,1.0,0.9766846240032321,0.9994126558303833,0.0015700472285971045,0.0015328982844948769,0.8
0.0,56.01924520281182,1.0,0.9826666712760925,0.9315398772053642,0.0010889299446716905,0.0,0.9642460942268372,0.7595727443695068,0.9986666440963745,2.0,0.9426147033553572,0.7795981168746948,0.0015960579039528966,0.0015868231421336532,0.8
0.0,16.05380543946392,0.25,0.9670000076293945,0.7470449182453365,7.202227703118069e-11,0.0,0.9035771489143372,0.4100683331489563,0.972000002861023,0.5,0.7982587572669647,0.39917516708374023,1.8030404946856038e-09,1.935909210715181e-09,1.1
0.0,32.10761087892784,0.5,0.8840000033378601,0.6460839941800645,0.0006448894855566323,0.0006732647307217121,0.8764737844467163,0.7824050784111023,0.972000002861023,1.0,0.5591813591539886,0.8242047429084778,0.0009926570346578956,0.0010608911979943514,1.1
0.0,64.21522175785567,1.0,0.9203333258628845,0.7555626191624545,0.002702095080167055,0.008152874186635017,0.9147613644599915,0.8158677220344543,0.972000002861023,2.0,0.7350644086619561,0.8484944701194763,0.009004886262118816,0.009456785395741463,1.1
0.0,19.607716034210213,0.24999999999999997,0.8846666812896729,0.5666672193723248,1.0679165191040951e-10,0.0,0.8635407090187073,0.7504046559333801,0.8793333172798157,0.5,0.5313447389482864,0.7531227469444275,7.69893315766268e-11,9.189049521296511e-11,1.4
