bayes_class_mi_norm,bayes_class_purity,bayes_eff_frac_min,bayes_router_mix_mse,bayes_router_soft_mse,bayes_soft_usage_entropy,bayes_usage_entropy,beta_eval,class_to_expert,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_class_purity,oracle_eff_frac_min,oracle_soft_usage_entropy,oracle_usage_entropy,router_class_mi_norm,router_class_purity,router_eff_frac_min,router_mix_mse,router_soft_mse,router_soft_usage_entropy,router_usage_entropy,router_vs_teacher_ce,router_vs_teacher_kl,soft_oracle_mse,variant
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9934389241536459,0.9934389241536459,0.9998709559440613,0.9993966817855835,0.01721427232755028,"[0, 1, 2, 3]",0.99343896484375,0.9934143676757813,0.0010260157538544365,0.018333333333333313,0.9626666903495789,1.0,0.9995879530906677,0.009622044919838141,0.04766666666666669,0.6480000019073486,0.9934388834635417,0.99343896484375,1.0,0.9582656621932983,1.3862944841384888,2.652547737014288e-09,0.9934388834635417,uniform
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9932959798177083,0.9932959798177083,0.9998709559440613,0.9993966817855835,0.020657126793060337,"[0, 1, 2, 3]",0.9932958577473958,0.9932715454101563,0.0019672138731137104,0.02833333333333332,0.9919999837875366,1.0,0.9999784827232361,0.008986294791916162,0.043999999999999984,0.5973333120346069,0.9932958577473958,0.9932958577473958,1.0,0.9593120217323303,1.3862944841384888,3.735420861517014e-09,0.9932958577473958,fixed_class
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9931141967773438,0.9931141967773438,0.9998709559440613,0.9993966817855835,0.051642816982650844,"[0, 1, 2, 3]",0.9931141357421875,0.9930884806315105,0.001098498019323767,0.02100000000000002,0.9693333506584167,1.0,0.9996793270111084,0.012026926823892971,0.059666666666666646,0.6359999775886536,0.9931141357421875,0.9931141357421875,1.0,0.9644399881362915,1.3862944841384888,9.550242818789911e-10,0.9931141357421875,fixed_good
0.23023767329956468,0.3783333333333333,0.9520000219345093,0.9924729817708333,0.9924729817708333,0.999871015548706,0.9993967413902283,1.5408512905091334,"[3, 2, 0, 1]",0.9924735514322917,0.9923509521484375,0.004081443317206944,0.03266666666666668,0.7306666374206543,1.0,0.9841659665107727,0.005682481324242611,0.03533333333333333,0.46533334255218506,0.9924735310872396,0.9924735514322917,1.0,0.9591972827911377,1.3862944841384888,2.2096141805150182e-08,0.9924735514322917,hard_cold
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9928270467122395,0.9928270670572916,0.9998709559440613,0.9993966817855835,0.051642816982650844,"[0, 2, 1, 3]",0.9928271280924479,0.9928033650716146,0.0006996692055789636,0.018333333333333313,0.972000002861023,1.0,0.9998552203178406,0.01019864619558225,0.05066666666666669,0.8199999928474426,0.9928271280924479,0.9928271280924479,1.0,0.975568413734436,1.3862942457199097,-1.2796681769788876e-10,0.9928271280924479,theory_anneal
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.993137715657552,0.9931377360026041,0.9998709559440613,0.9993966817855835,0.00430356808188757,"[0, 1, 2, 3]",0.9931378987630208,0.993113037109375,0.00042202301646161673,0.010666666666666658,0.9359999895095825,1.0,0.9994320869445801,0.009964162721960063,0.05233333333333334,0.3919999897480011,0.9931378987630208,0.9931378987630208,1.0,0.8544719815254211,1.3862944841384888,1.9272290430194516e-09,0.9931378987630208,grid_0.00430357
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9925179646809896,0.9925179646809896,0.9998709559440613,0.9993966817855835,0.012910704245662711,"[0, 1, 2, 3]",0.9925181070963541,0.9924935099283854,0.00028351446165467755,0.01100000000000001,0.9506666660308838,1.0,0.999139130115509,0.006888632248000381,0.035999999999999976,0.41466665267944336,0.9925181070963541,0.9925181070963541,1.0,0.9490898847579956,1.3862944841384888,2.8909059590631614e-09,0.9925181070963541,grid_0.0129107
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9934727172851563,0.99347265625,0.9998709559440613,0.9993966817855835,0.02151784040943785,"[0, 1, 2, 3]",0.9934722696940104,0.9934484049479166,0.001372797971356585,0.019666666666666666,0.9626666903495789,1.0,0.999676525592804,0.002682710326146936,0.024333333333333318,0.6066666841506958,0.9934722493489583,0.9934722696940104,1.0,0.9556149840354919,1.3862944841384888,3.2486593415370635e-09,0.9934722493489583,grid_0.0215178
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9930478922526041,0.9930478922526041,0.999871015548706,0.9993967413902283,0.051642816982650844,"[1, 2, 3, 0]",0.9930480753580729,0.993023681640625,0.0003609309404594125,0.012333333333333307,0.9333333373069763,1.0,0.9993669390678406,0.011600192949359487,0.06133333333333335,0.7066666483879089,0.9930480753580729,0.9930480753580729,1.0,0.975196897983551,1.3862942457199097,3.2905542179939573e-10,0.9930480753580729,grid_0.0516428
0.23023767329956463,0.3783333333333333,0.9520000219345093,0.9934723103841145,0.9934723307291666,0.999871015548706,0.9993967413902283,0.5711619201238108,"[0, 1, 3, 2]",0.99347216796875,0.993445068359375,0.001390590846476408,0.023333333333333317,0.9760000109672546,1.0,0.9998478889465332,0.009107567322593999,0.05266666666666664,0.8999999761581421,0.99347216796875,0.99347216796875,0.9999999403953552,0.9967897534370422,1.3862944841384888,1.0152613194591709e-09,0.9934721883138021,grid_0.571162
