A_ck_rank,A_ck_s1,A_ck_s2,A_ck_std,bayes_risk_excess_mean,beta,beta_gap,beta_times_lambda_class,beta_times_lambda_free,beta_times_lambda_trans,cost_gap_mean,instability_class,instability_free,instability_trans,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_usage_entropy,posterior_acc,posterior_ce,rho,risk_margin_mean,risk_margin_p95,soft_oracle_mse,t,teacher_entropy_norm
1.0,0.0015781247057020664,2.85896063767499e-11,0.0009111307444982231,0.0,29.064381119266134,0.08451711386442184,0.25,0.5371518026793517,0.08491035136729093,0.0029079276137053967,0.0,1.0,0.0,0.2028413861989975,0.19993345439434052,0.023811162777665356,0.985405445098877,0.7455000281333923,0.5347707271575928,0.5,0.001236642710864544,0.0022300882264971733,0.20239125192165375,0.5,0.9907011985778809
1.0,0.011899720877408981,8.543601381916233e-09,0.00687030702829361,0.0,58.12876223853227,0.7599907517433167,0.5,1.0743036053587034,0.16982070273458186,0.01307426393032074,0.0,1.0,0.0,0.21107426285743713,0.1979999840259552,0.06790780292843708,0.9989581108093262,0.7455000281333923,0.5347707271575928,1.0,0.0091064078733325,0.017293334007263184,0.20127101242542267,0.5,0.6953825354576111
1.0,0.014302578754723072,1.4407552484385633e-08,0.00825759768486023,0.0,116.25752447706454,1.7997368574142456,1.0,2.148607210717407,0.3396414054691637,0.015480605885386467,1.0,1.0,0.0,0.21527299284934998,0.19979237020015717,0.06634838492073747,0.9947819709777832,0.7455000281333923,0.5347707271575928,2.0,0.010899212211370468,0.020467372611165047,0.20089250802993774,0.5,0.3968660831451416
2.0,1.2055292764046044e-08,4.604712167122216e-09,7.1333881024315815e-09,0.0,36.26276168488796,7.621064241902786e-07,0.25,0.4552481860882322,0.06021948974064202,2.1016226980918873e-08,0.0,0.0,0.0,0.12001057714223862,0.12001055479049683,0.00012194664095165366,0.9998780488967896,0.7055000066757202,0.5823882818222046,0.5,7.398426760119037e-09,1.4901161193847656e-08,0.12001057714223862,0.8,1.0
1.0,0.0038654294330626726,2.9398876666419937e-09,0.0022317063994705677,0.0,72.52552336977593,0.5579015016555786,0.5,0.9104963721764644,0.12043897948128404,0.007692485582083464,0.0,1.0,0.0,0.12456399947404861,0.11687151342630386,0.02033562423208021,0.997487485408783,0.7055000066757202,0.5823882818222046,1.0,0.0021403790451586246,0.004270573146641254,0.11955685913562775,0.8,0.7856041789054871
1.0,0.005459426902234554,5.504842068293492e-11,0.0031520016491413116,0.0,145.05104673955185,1.4435408115386963,1.0,1.8209927443529288,0.24087795896256808,0.00995195098221302,1.0,1.0,0.0,0.12772418558597565,0.11777223646640778,0.02150709482865307,0.9940182566642761,0.7055000066757202,0.5823882818222046,2.0,0.0029710372909903526,0.0062609026208519936,0.11880464851856232,0.8,0.4725440740585327
0.0,0.0,0.0,0.0,0.0,46.00484752324296,1.109052050196624e-06,0.24999999999999997,0.464817838268561,0.06276303833365167,2.410728683344132e-08,0.0,0.0,0.0,0.07340364158153534,0.07340361177921295,0.0003543083971439159,0.9938858151435852,0.6500000357627869,0.6275351047515869,0.5,3.729015762843346e-09,7.450580596923828e-09,0.07340363413095474,1.1,1.0
1.0,0.00121967657469213,4.531143016350825e-09,0.000704180623870343,0.0,92.00969504648592,0.5221031904220581,0.49999999999999994,0.929635676537122,0.12552607666730334,0.005674436688423157,0.0,1.0,0.0,0.07658722251653671,0.07091278582811356,0.002264094638439962,0.9998586177825928,0.6500000357627869,0.6275351047515869,1.0,0.00040948338573798537,0.0009381300769746304,0.07298251986503601,1.1,0.8024269938468933
1.0,0.0011631587985903025,5.4574799540629826e-11,0.0006715500494465232,0.0,184.01939009297183,1.3449532985687256,0.9999999999999999,1.859271353074244,0.2510521533346067,0.007308758329600096,1.0,1.0,0.0,0.07910069823265076,0.07179193198680878,0.00173984217211681,0.9982672929763794,0.6500000357627869,0.6275351047515869,2.0,0.0005120621062815189,0.0009027111809700727,0.07264374941587448,1.1,0.5057176351547241
1.0,8.162732410710305e-05,3.9582586882670745e-13,4.712755617219955e-05,0.0,66.23358714586736,0.08835609257221222,0.25,0.5345650355551388,0.03561449121731321,0.0013340073637664318,0.0,1.0,0.0,0.04554056376218796,0.04420655593276024,0.0010422285024704987,0.9998586177825928,0.6050000190734863,0.6629242300987244,0.5,6.055912672309205e-05,9.574014984536916e-05,0.04529743641614914,1.4,0.9886007308959961
