A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.6688650250434875,0.6718378663063049,10,192,cifar10,pca,0.6712152361869812,0.6644192337989807,0.15489999949932098,0.3305000066757202,0.006290010176599026,0.6707091927528381,0.36910000443458557,0.40310001373291016,0.002664425177499652,0.6670836806297302,0.12070000171661377,0.26910001039505005,0.005910341627895832,0.6703295707702637,0.11829999834299088,0.26100000739097595,0.005906977690756321,0.670326292514801,0.2
0.4949716031551361,0.4983583092689514,10,192,cifar10,pca,0.49732279777526855,0.49110785126686096,0.16099999845027924,0.288100004196167,0.0057588196359574795,0.49686676263809204,0.45899999141693115,0.40310001373291016,0.0015858440892770886,0.492693692445755,0.11699999868869781,0.21289999783039093,0.005352601408958435,0.496460497379303,0.1152999997138977,0.20839999616146088,0.005338804330676794,0.4964466691017151,0.35
0.3660506308078766,0.36915507912635803,10,192,cifar10,pca,0.3683919906616211,0.3631724715232849,0.15279999375343323,0.24899999797344208,0.004959755577147007,0.36813223361968994,0.5460000038146973,0.40310001373291016,0.0009112683474086225,0.36408373713493347,0.10920000076293945,0.181099995970726,0.00448555126786232,0.36765801906585693,0.10520000010728836,0.17260000109672546,0.004485088400542736,0.3676575720310211,0.5
0.24513152241706848,0.2476189285516739,10,192,cifar10,pca,0.24685516953468323,0.24299976229667664,0.1469999998807907,0.21619999408721924,0.003756310325115919,0.24675603210926056,0.6272000074386597,0.40310001373291016,0.0004262087750248611,0.24342592060565948,0.0989999994635582,0.14640000462532043,0.003311268985271454,0.2463110387325287,0.10130000114440918,0.14319999516010284,0.003305501537397504,0.24630524218082428,0.7
0.18144826591014862,0.18341369926929474,10,192,cifar10,pca,0.18303585052490234,0.1800624579191208,0.1444000005722046,0.195700004696846,0.00293406518176198,0.18299651145935059,0.6779999732971191,0.40310001373291016,0.0002315957099199295,0.18029403686523438,0.09200000017881393,0.1340000033378601,0.0025393071118742228,0.18260176479816437,0.09130000323057175,0.1306000053882599,0.0025438808370381594,0.18260632455348969,0.85
0.11013565957546234,0.11144667863845825,10,192,cifar10,pca,0.1110382229089737,0.10913829505443573,0.13379999995231628,0.17499999701976776,0.0018951225792989135,0.11103340983390808,0.7541999816894531,0.40310001373291016,8.383944805245847e-05,0.10922212898731232,0.0885000005364418,0.11469999700784683,0.001624561846256256,0.11076285690069199,0.08889999985694885,0.11020000278949738,0.0016177465440705419,0.1107560396194458,1.1
0.07376378029584885,0.07467453181743622,10,192,cifar10,pca,0.07447514683008194,0.07317124307155609,0.12359999865293503,0.1535000056028366,0.0013167518191039562,0.07448799908161163,0.7929999828338623,0.40310001373291016,3.9428803574992344e-05,0.0732106864452362,0.08889999985694885,0.10869999974966049,0.001106717623770237,0.07427798211574554,0.08959999680519104,0.10769999772310257,0.0011038008378818631,0.07427505403757095,1.3
0.04943350329995155,0.05005883798003197,10,192,cifar10,pca,0.04992028698325157,0.049031104892492294,0.12099999934434891,0.13750000298023224,0.0009079751907847822,0.049939073622226715,0.8346999883651733,0.40310001373291016,1.6928745026234537e-05,0.049048032611608505,0.09179999679327011,0.10559999942779541,0.0007524760439991951,0.049783580005168915,0.08940000087022781,0.10170000046491623,0.0007523607346229255,0.049783460795879364,1.5
0.027141844853758812,0.02749451994895935,10,192,cifar10,pca,0.027400348335504532,0.0269052404910326,0.11100000143051147,0.1274999976158142,0.000509502540808171,0.027414746582508087,0.8758000135421753,0.40310001373291016,5.28624013895751e-06,0.026910528540611267,0.09019999951124191,0.1046999990940094,0.0004181091790087521,0.027323348447680473,0.09309999644756317,0.10379999876022339,0.00041634272201918066,0.02732158452272415,1.8
0.016454385593533516,0.016670729964971542,10,192,cifar10,pca,0.016625259071588516,0.016323331743478775,0.11209999769926071,0.12780000269412994,0.00031213456531986594,0.01663546822965145,0.9014000296592712,0.40310001373291016,1.970984612853499e-06,0.01632530428469181,0.09229999780654907,0.10170000046491623,0.00025271205231547356,0.016576044261455536,0.09290000051259995,0.10199999809265137,0.00025295536033809185,0.016576286405324936,2.05
