C,a,b,beta_eps_emp_acc,beta_eps_emp_ece,beta_eps_emp_nll,beta_eps_emp_nll_min,beta_eps_emp_over_theory,beta_eps_mse,beta_route_dot,beta_x_emp_acc,beta_x_emp_ece,beta_x_emp_nll,beta_x_emp_nll_min,beta_x_emp_over_theory,beta_x_mse,d,dataset,feature_mode,kl_qeps_nopx_to_px,kl_qeps_to_px,px_acc,px_ece,px_entropy,px_nll,qeps_acc,qeps_ece,qeps_entropy,qeps_nll,qeps_nopx_acc,qeps_nopx_entropy,qeps_nopx_nll,route_A_diag,route_A_offdiag,route_C,route_d,route_mean_expert_mse,route_oracle_mse,route_posterior_argmax_agree_oracle,route_posterior_argmax_class_acc,route_posterior_argmax_excess_vs_oracle,route_posterior_argmax_mse,route_qeps_argmax_agree_oracle,route_qeps_argmax_class_acc,route_qeps_argmax_excess_vs_oracle,route_qeps_argmax_mse,route_risk_analytic_agree_oracle,route_risk_analytic_class_acc,route_risk_analytic_excess_vs_oracle,route_risk_analytic_mse,route_risk_empA_agree_oracle,route_risk_empA_class_acc,route_risk_empA_excess_vs_oracle,route_risk_empA_mse,route_t,sigma2_iso,snr_class,t,tau2,v
10,0.8187307530779818,0.5741776327621625,0.4041000008583069,0.03931508958339691,1.748490571975708,158.57147343235184,1.1050137103527577,143.50181535913293,0.8220559457492975,0.3305000066757202,0.01503780111670494,1.9213206768035889,106.51215479843071,1.1050137103527577,96.38989435201526,192,cifar10,pca,0.5407536029815674,0.15469922125339508,0.3305000066757202,0.03207847848534584,0.8535412549972534,1.9228405952453613,0.40310001373291016,0.04643838852643967,0.7876911759376526,1.7490044832229614,0.23970000445842743,0.9229789972305298,2.1173410415649414,0.6688650250434875,0.6718378663063049,10,192,0.6712152361869812,0.6644192337989807,0.15489999949932098,0.3305000066757202,0.006290010176599026,0.6707091927528381,0.36910000443458557,0.40310001373291016,0.002664425177499652,0.6670836806297302,0.12070000171661377,0.26910001039505005,0.005910341627895832,0.6703295707702637,0.11829999834299088,0.26100000739097595,0.005906977690756321,0.670326292514801,0.2,0.9939656119791667,0.673042483535555,0.2,0.668981084035396,0.9959550287440779
10,0.7046880897187134,0.7095172275629328,0.4032000005245209,0.03524305671453476,1.7480061054229736,214.2744168479507,1.1050137103527577,193.91109344656644,0.7068060966750817,0.288100004196167,0.007688391953706741,2.01554536819458,106.40015366099007,1.1050137103527577,96.28853711418978,192,cifar10,pca,0.5048575401306152,0.23774196207523346,0.288100004196167,0.02670292742550373,0.8903895020484924,2.016725540161133,0.40310001373291016,0.046438369899988174,0.7876912355422974,1.7490047216415405,0.28940001130104065,0.8875251412391663,2.0162110328674316,0.4949716031551361,0.4983583092689514,10,192,0.49732279777526855,0.49110785126686096,0.16099999845027924,0.288100004196167,0.0057588196359574795,0.49686676263809204,0.45899999141693115,0.40310001373291016,0.0015858440892770886,0.492693692445755,0.11699999868869781,0.21289999783039093,0.005352601408958435,0.496460497379303,0.1152999997138977,0.20839999616146088,0.005338804330676794,0.4964466691017151,0.35,0.9939656119791667,0.4980778380675036,0.35,0.4950722431280265,0.9970034115914794
10,0.6065306597126334,0.7950600976206501,0.4036000072956085,0.03280922770500183,1.7467637062072754,289.46552562540444,1.1050137103527577,261.95650145643646,0.6078801093582183,0.24899999797344208,0.014092298224568367,2.1002116203308105,96.2135871681038,1.0,96.2135871681038,192,cifar10,pca,0.49632391333580017,0.30470845103263855,0.24899999797344208,0.014092285186052322,0.9160300493240356,2.1002116203308105,0.40310001373291016,0.04643838852643967,0.7876911759376526,1.7490047216415405,0.321399986743927,0.8607540130615234,1.9383190870285034,0.3660506308078766,0.36915507912635803,10,192,0.3683919906616211,0.3631724715232849,0.15279999375343323,0.24899999797344208,0.004959755577147007,0.36813223361968994,0.5460000038146973,0.40310001373291016,0.0009112683474086225,0.36408373713493347,0.10920000076293945,0.181099995970726,0.00448555126786232,0.36765801906585693,0.10520000010728836,0.17260000109672546,0.004485088400542736,0.3676575720310211,0.5,0.9939656119791667,0.3686979237552279,0.5,0.36647305742081326,0.9977800727070842
10,0.4965853037914095,0.8679879239127659,0.4032999873161316,0.03148031234741211,1.746829628944397,432.1485662197419,1.1050137103527577,391.07982296598425,0.49732535463650024,0.21619999408721924,0.012506501749157906,2.1652729511260986,96.14306682172486,1.0,96.14306682172486,192,cifar10,pca,0.488453209400177,0.3665368854999542,0.21619999408721924,0.012506486847996712,0.9425456523895264,2.1652729511260986,0.40310001373291016,0.04643838107585907,0.7876911759376526,1.7490047216415405,0.35120001435279846,0.8360679149627686,1.8765923976898193,0.24513152241706848,0.2476189285516739,10,192,0.24685516953468323,0.24299976229667664,0.1469999998807907,0.21619999408721924,0.003756310325115919,0.24675603210926056,0.6272000074386597,0.40310001373291016,0.0004262087750248611,0.24342592060565948,0.0989999994635582,0.14640000462532043,0.003311268985271454,0.2463110387325287,0.10130000114440918,0.14319999516010284,0.003305501537397504,0.24630524218082428,0.7,0.9939656119791667,0.24696446231533695,0.7,0.24547418292236975,0.9985119382348169
10,0.4274149319487267,0.9040555712716256,0.40380001068115234,0.030769240111112595,1.7464150190353394,583.5648650980464,1.1050137103527577,528.1064475767932,0.42788662700743163,0.195700004696846,0.009986711665987968,2.1999850273132324,96.10594558648013,1.0,96.10594558648013,192,cifar10,pca,0.48003607988357544,0.39570894837379456,0.195700004696846,0.009986710734665394,0.956792414188385,2.1999852657318115,0.40310001373291016,0.04643840715289116,0.7876912355422974,1.7490047216415405,0.3634999990463257,0.8246140480041504,1.8407906293869019,0.18144826591014862,0.18341369926929474,10,192,0.18303585052490234,0.1800624579191208,0.1444000005722046,0.195700004696846,0.00293406518176198,0.18299651145935059,0.6779999732971191,0.40310001373291016,0.0002315957099199295,0.18029403686523438,0.09200000017881393,0.1340000033378601,0.0025393071118742228,0.18260176479816437,0.09130000323057175,0.1306000053882599,0.0025438808370381594,0.18260632455348969,0.85,0.9939656119791667,0.18288513356415162,0.85,0.1817815337049836,0.9988976167308525
10,0.33287108369807955,0.9429723440470914,0.40290001034736633,0.029977736994624138,1.7459172010421753,962.553596757377,1.1050137103527577,871.0784198777926,0.33309379995622096,0.17499999701976776,0.010064894333481789,2.2456183433532715,96.06423135510613,1.0,96.06423135510613,192,cifar10,pca,0.48466503620147705,0.4342908263206482,0.17499999701976776,0.010064898990094662,0.9731796383857727,2.2456183433532715,0.40310001373291016,0.04643837362527847,0.7876911759376526,1.7490047216415405,0.38269999623298645,0.8094814419746399,1.800842523574829,0.11013565957546234,0.11144667863845825,10,192,0.1110382229089737,0.10913829505443573,0.13379999995231628,0.17499999701976776,0.0018951225792989135,0.11103340983390808,0.7541999816894531,0.40310001373291016,8.383944805245847e-05,0.10922212898731232,0.0885000005364418,0.11469999700784683,0.001624561846256256,0.11076285690069199,0.08889999985694885,0.11020000278949738,0.0016177465440705419,0.1107560396194458,1.1,0.9939656119791667,0.11087729416453859,1.1,0.11020821754884969,0.9993313707485079
10,0.2725317930340126,0.9621467776725473,0.4041999876499176,0.03022576868534088,1.7460615634918213,1436.277974422143,1.1050137103527577,1299.7829447415945,0.27265399535250023,0.1535000056028366,0.002145049860700965,2.2626395225524902,96.0430460697602,1.0,96.0430460697602,192,cifar10,pca,0.48425841331481934,0.45175614953041077,0.1535000056028366,0.002118367003276944,0.9817742109298706,2.2626397609710693,0.40310001373291016,0.04643832519650459,0.7876911759376526,1.7490047216415405,0.3871999979019165,0.8026170134544373,1.784880518913269,0.07376378029584885,0.07467453181743622,10,192,0.07447514683008194,0.07317124307155609,0.12359999865293503,0.1535000056028366,0.0013167518191039562,0.07448799908161163,0.7929999828338623,0.40310001373291016,3.9428803574992344e-05,0.0732106864452362,0.08889999985694885,0.10869999974966049,0.001106717623770237,0.07427798211574554,0.08959999680519104,0.10769999772310257,0.0011038008378818631,0.07427505403757095,1.3,0.9939656119791667,0.07430688223130422,1.3,0.07385848567130217,0.9995518044093591
10,0.22313016014842982,0.9747886599833505,0.4034000039100647,0.02722109667956829,1.745665192604065,2142.9917008971815,1.1050137103527577,1939.3349429239806,0.22319721629004127,0.13750000298023224,0.003904846031218767,2.2800168991088867,86.90285874184535,0.9049661471446961,96.02885037858807,192,cifar10,pca,0.487228125333786,0.46488526463508606,0.13750000298023224,0.009632514789700508,0.9876799583435059,2.2803471088409424,0.40310001373291016,0.046438366174697876,0.7876911759376526,1.74900484085083,0.39480000734329224,0.7972036600112915,1.7691998481750488,0.04943350329995155,0.05005883798003197,10,192,0.04992028698325157,0.049031104892492294,0.12099999934434891,0.13750000298023224,0.0009079751907847822,0.049939073622226715,0.8346999883651733,0.40310001373291016,1.6928745026234537e-05,0.049048032611608505,0.09179999679327011,0.10559999942779541,0.0007524760439991951,0.049783580005168915,0.08940000087022781,0.10170000046491623,0.0007523607346229255,0.049783460795879364,1.5,0.9939656119791667,0.049802030615480636,1.5,0.049501505838521406,0.9996995655110487
10,0.16529888822158653,0.9862435183831159,0.40389999747276306,0.02995450422167778,1.7462480068206787,3905.31492996428,1.1050137103527577,3534.177805556432,0.16532614751808755,0.1274999976158142,0.0030280277132987976,2.2863352298736572,96.01583127686007,1.0,96.01583127686007,192,cifar10,pca,0.48829931020736694,0.47583305835723877,0.1274999976158142,0.0030280279461294413,0.9931942820549011,2.286334991455078,0.40310001373291016,0.04643835127353668,0.7876912355422974,1.7490047216415405,0.39739999175071716,0.7927934527397156,1.7642831802368164,0.027141844853758812,0.02749451994895935,10,192,0.027400348335504532,0.0269052404910326,0.11100000143051147,0.1274999976158142,0.000509502540808171,0.027414746582508087,0.8758000135421753,0.40310001373291016,5.28624013895751e-06,0.026910528540611267,0.09019999951124191,0.1046999990940094,0.0004181091790087521,0.027323348447680473,0.09309999644756317,0.10379999876022339,0.00041634272201918066,0.02732158452272415,1.8,0.9939656119791667,0.027328228378697878,1.8,0.027163319244738866,0.9998351180565794
10,0.12873490358780423,0.9916790431375662,0.40310001373291016,0.02838178165256977,1.7461062669754028,6439.193584651864,1.1050137103527577,5827.25220902124,0.12874777913227112,0.12780000269412994,0.004265954252332449,2.2930264472961426,96.00960153178642,1.0,96.00960153178642,192,cifar10,pca,0.4884926676750183,0.48092612624168396,0.12780000269412994,0.004265943542122841,0.9958069920539856,2.2930264472961426,0.40310001373291016,0.046438366174697876,0.7876911759376526,1.7490047216415405,0.39980000257492065,0.7908443808555603,1.7580232620239258,0.016454385593533516,0.016670729964971542,10,192,0.016625259071588516,0.016323331743478775,0.11209999769926071,0.12780000269412994,0.00031213456531986594,0.01663546822965145,0.9014000296592712,0.40310001373291016,1.970984612853499e-06,0.01632530428469181,0.09229999780654907,0.10170000046491623,0.00025271205231547356,0.016576044261455536,0.09290000051259995,0.10199999809265137,0.00025295536033809185,0.016576286405324936,2.05,0.9939656119791667,0.016574332933736835,2.05,0.016474316977628193,0.9998999940460825
