acc,beta,beta_theory,dataset,ece,feature_mode,mult,nll,t
0.3305000066757202,4.819494717600763,96.38989435201526,cifar10,0.22328799962997437,pca,0.05,2.2655856609344482,0.2
0.3305000066757202,5.3256077399215345,96.38989435201526,cifar10,0.22250601649284363,pca,0.05525068551763788,2.2618155479431152,0.2
0.3305000066757202,5.88486956857406,96.38989435201526,cifar10,0.22160829603672028,pca,0.06105276500337841,2.2576746940612793,0.2
0.3305000066757202,6.502861556912052,96.38989435201526,cifar10,0.22064077854156494,pca,0.06746414238367815,2.2531304359436035,0.2
0.3305000066757202,7.185751176913697,96.38989435201526,cifar10,0.21956419944763184,pca,0.07454880229115493,2.2481467723846436,0.2
0.3305000066757202,7.9403535696731,96.38989435201526,cifar10,0.21836541593074799,pca,0.08237744862210328,2.2426867485046387,0.2
0.3305000066757202,8.774199559537237,96.38989435201526,cifar10,0.2170296460390091,pca,0.09102821015130401,2.2367098331451416,0.2
0.3305000066757202,9.695610810659774,96.38989435201526,cifar10,0.21554003655910492,pca,0.10058742024606301,2.2301745414733887,0.2
0.3305000066757202,10.713782876023464,96.38989435201526,cifar10,0.21387740969657898,pca,0.11115047846091416,2.2230374813079834,0.2
0.3305000066757202,11.838876967748526,96.38989435201526,cifar10,0.21206001937389374,pca,0.12282280261157902,2.215254306793213,0.2
0.3305000066757202,13.082121364541605,96.38989435201526,cifar10,0.2099856734275818,pca,0.13572088082974532,2.206780195236206,0.2
0.3305000066757202,14.455923468317199,96.38989435201526,cifar10,0.20761792361736298,pca,0.14997343409802133,2.1975696086883545,0.2
0.3305000066757202,15.973993628300697,96.38989435201526,cifar10,0.20501235127449036,pca,0.16572270086699936,2.1875805854797363,0.2
0.3305000066757202,17.65148196835986,96.38989435201526,cifar10,0.20214277505874634,pca,0.1831258565747231,2.1767711639404297,0.2
0.3305000066757202,19.505129583082127,96.38989435201526,cifar10,0.19886404275894165,pca,0.20235658223516173,2.165107011795044,0.2
0.3305000066757202,21.553435611512917,96.38989435201526,cifar10,0.19511260092258453,pca,0.22360679774997896,2.1525590419769287,0.2
0.3305000066757202,23.816841855927148,96.38989435201526,cifar10,0.19102516770362854,pca,0.24708857724180294,2.1391096115112305,0.2
0.3305000066757202,26.31793678810292,96.38989435201526,cifar10,0.1862669289112091,pca,0.27303626552374866,2.1247541904449463,0.2
0.3305000066757202,29.081680979050937,96.38989435201526,cifar10,0.18106332421302795,pca,0.30170881682725814,2.1095082759857178,0.2
0.3305000066757202,32.135656201956294,96.38989435201526,cifar10,0.17509670555591583,pca,0.33339237912842906,2.0934104919433594,0.2
0.3305000066757202,35.51034069434433,96.38989435201526,cifar10,0.16835111379623413,pca,0.36840314986403866,2.0765321254730225,0.2
0.3305000066757202,39.239413326547954,96.38989435201526,cifar10,0.16072113811969757,pca,0.4070905315369044,2.05898380279541,0.2
0.3305000066757202,43.3600897120342,96.38989435201526,cifar10,0.15209007263183594,pca,0.44984061870307107,2.0409255027770996,0.2
0.3305000066757202,47.91349361392334,96.38989435201526,cifar10,0.1423308253288269,pca,0.4970800511404606,2.0225770473480225,0.2
0.3305000066757202,52.9450673542846,96.38989435201526,cifar10,0.13130827248096466,pca,0.549280271653059,2.0042307376861572,0.2
0.3305000066757202,58.505025322034676,96.38989435201526,cifar10,0.11888287216424942,pca,0.6069622310029172,1.986263632774353,0.2
0.3305000066757202,64.64885510538357,96.38989435201526,cifar10,0.10487756133079529,pca,0.6707015869245212,1.9691517353057861,0.2
0.3305000066757202,71.43787125005773,96.38989435201526,cifar10,0.08927996456623077,pca,0.7411344491069478,1.9534807205200195,0.2
0.3305000066757202,78.9398271697289,96.38989435201526,cifar10,0.07231085002422333,pca,0.8189637274779156,1.9399579763412476,0.2
0.3305000066757202,87.22959131542757,96.38989435201526,cifar10,0.05309479683637619,pca,0.9049661471446963,1.9294209480285645,0.2
0.3305000066757202,96.38989435201526,96.38989435201526,cifar10,0.03207847476005554,pca,1.0,1.9228405952453613,0.2
0.3305000066757202,106.51215479843071,96.38989435201526,cifar10,0.01503780111670494,pca,1.1050137103527577,1.9213206768035889,0.2
0.3305000066757202,117.6973913714812,96.38989435201526,cifar10,0.018152114003896713,pca,1.2210553000675683,1.9260929822921753,0.2
0.3305000066757202,130.0572311382411,96.38989435201526,cifar10,0.04330042377114296,pca,1.3492828476735637,1.9385054111480713,0.2
0.3305000066757202,143.71502353827404,96.38989435201526,cifar10,0.07134012132883072,pca,1.4909760458230996,1.9600080251693726,0.2
0.3305000066757202,158.80707139346202,96.38989435201526,cifar10,0.10060287266969681,pca,1.6475489724420658,1.9921354055404663,0.2
0.3305000066757202,175.48399119074475,96.38989435201526,cifar10,0.13078835606575012,pca,1.8205642030260805,2.036492109298706,0.2
0.3305000066757202,193.9122162131955,96.38989435201526,cifar10,0.16156639158725739,pca,2.0117484049212604,2.0947389602661133,0.2
0.3305000066757202,214.2756575204694,96.38989435201526,cifar10,0.19259406626224518,pca,2.2230095692182843,2.168584108352661,0.2
0.3305000066757202,236.77753935497066,96.38989435201526,cifar10,0.22353200614452362,pca,2.456456052231582,2.2597835063934326,0.2
0.3305000066757202,261.64242729083213,96.38989435201526,cifar10,0.2540593147277832,pca,2.7144176165949068,2.3701436519622803,0.2
0.3305000066757202,289.1184693663441,96.38989435201526,cifar10,0.2838863730430603,pca,2.9994686819604275,2.501539945602417,0.2
0.3305000066757202,319.47987256601397,96.38989435201526,cifar10,0.312763512134552,pca,3.3144540173399877,2.6559324264526367,0.2
0.3305000066757202,353.0296393671973,96.38989435201526,cifar10,0.3404860496520996,pca,3.6625171314944636,2.8353943824768066,0.2
0.3305000066757202,390.1025916616427,96.38989435201526,cifar10,0.3668956756591797,pca,4.047131644703236,3.0421462059020996,0.2
0.3305000066757202,431.0687122302586,96.38989435201526,cifar10,0.39188021421432495,pca,4.472135954999582,3.2785840034484863,0.2
0.3305000066757202,476.336837118543,96.38989435201526,cifar10,0.4153687357902527,pca,4.941771544836059,3.5473246574401855,0.2
0.3305000066757202,526.3587357620585,96.38989435201526,cifar10,0.43732762336730957,pca,5.460725310474974,3.851240634918213,0.2
0.3305000066757202,581.6336195810193,96.38989435201526,cifar10,0.45775413513183594,pca,6.034176336545168,4.1935014724731445,0.2
0.3305000066757202,642.7131240391262,96.38989435201526,cifar10,0.47667181491851807,pca,6.667847582568585,4.577620029449463,0.2
0.3305000066757202,710.2068138868867,96.38989435201526,cifar10,0.49412328004837036,pca,7.368062997280774,5.0074920654296875,0.2
0.3305000066757202,784.7882665309596,96.38989435201526,cifar10,0.5101680755615234,pca,8.141810630738094,5.487447738647461,0.2
0.3305000066757202,867.2017942406841,96.38989435201526,cifar10,0.5248810052871704,pca,8.996812374061422,6.022297382354736,0.2
0.3305000066757202,958.2698722784677,96.38989435201526,cifar10,0.5383261442184448,pca,9.941601022809222,6.617386817932129,0.2
0.3305000066757202,1058.9013470856924,96.38989435201526,cifar10,0.5506008267402649,pca,10.985605433061183,7.2786545753479,0.2
0.3305000066757202,1170.1005064406936,96.38989435201526,cifar10,0.5617848634719849,pca,12.139244620058346,8.012689590454102,0.2
0.3305000066757202,1292.9771021076724,96.38989435201526,cifar10,0.5719616413116455,pca,13.414031738490433,8.826813697814941,0.2
0.3305000066757202,1428.757425001155,96.38989435201526,cifar10,0.5812132358551025,pca,14.82268898213896,9.729135513305664,0.2
0.3305000066757202,1578.796543394579,96.38989435201526,cifar10,0.5896164774894714,pca,16.37927454955832,10.728649139404297,0.2
0.3305000066757202,1744.5918263085516,96.38989435201526,cifar10,0.5972447395324707,pca,18.099322942893927,11.835320472717285,0.2
0.3305000066757202,1927.7978870403053,96.38989435201526,cifar10,0.6041662693023682,pca,20.0,13.060182571411133,0.2
0.288100004196167,4.814426855709489,96.28853711418978,cifar10,0.18202131986618042,pca,0.05,2.2751259803771973,0.35
0.288100004196167,5.320007683049503,96.28853711418978,cifar10,0.18136748671531677,pca,0.05525068551763788,2.2723264694213867,0.35
0.288100004196167,5.878681428951709,96.28853711418978,cifar10,0.18064159154891968,pca,0.06105276500337841,2.269251585006714,0.35
0.288100004196167,6.496023577787777,96.28853711418978,cifar10,0.17983528971672058,pca,0.06746414238367815,2.265876531600952,0.35
0.288100004196167,7.178195116230268,96.28853711418978,cifar10,0.17893920838832855,pca,0.07454880229115493,2.2621750831604004,0.35
0.288100004196167,7.932004019021653,96.28853711418978,cifar10,0.17794282734394073,pca,0.08237744862210328,2.2581186294555664,0.35
0.288100004196167,8.764973191592103,96.28853711418978,cifar10,0.17683424055576324,pca,0.09102821015130401,2.2536773681640625,0.35
0.288100004196167,9.685415547583643,96.28853711418978,cifar10,0.17559994757175446,pca,0.10058742024606301,2.2488207817077637,0.35
0.288100004196167,10.702516970543686,96.28853711418978,cifar10,0.17422476410865784,pca,0.11115047846091416,2.2435150146484375,0.35
0.288100004196167,11.826427987733831,96.28853711418978,cifar10,0.17269140481948853,pca,0.12282280261157902,2.237727642059326,0.35
0.288100004196167,13.06836507094546,96.28853711418978,cifar10,0.1709802895784378,pca,0.13572088082974532,2.231423854827881,0.35
0.288100004196167,14.440722575289822,96.28853711418978,cifar10,0.1690690517425537,pca,0.14997343409802133,2.2245702743530273,0.35
0.288100004196167,15.957196433095838,96.28853711418978,cifar10,0.1669323444366455,pca,0.16572270086699936,2.2171337604522705,0.35
0.288100004196167,17.63292083736302,96.28853711418978,cifar10,0.1645410805940628,pca,0.1831258565747231,2.2090823650360107,0.35
0.288100004196167,19.484619278850968,96.28853711418978,cifar10,0.16186217963695526,pca,0.20235658223516173,2.2003891468048096,0.35
0.288100004196167,21.530771444133975,96.28853711418978,cifar10,0.15885768830776215,pca,0.22360679774997896,2.1910297870635986,0.35
0.288100004196167,23.79179764023969,96.28853711418978,cifar10,0.15548424422740936,pca,0.24708857724180294,2.1809890270233154,0.35
0.288100004196167,26.290262586403248,96.28853711418978,cifar10,0.15169210731983185,pca,0.27303626552374866,2.1702613830566406,0.35
0.288100004196167,29.05110060674973,96.28853711418978,cifar10,0.14742456376552582,pca,0.30170881682725814,2.15885329246521,0.35
0.288100004196167,32.10186447129577,96.28853711418978,cifar10,0.14261659979820251,pca,0.33339237912842906,2.1467902660369873,0.35
0.288100004196167,35.473000368667904,96.28853711418978,cifar10,0.13719438016414642,pca,0.36840314986403866,2.134119987487793,0.35
0.288100004196167,39.19815175472646,96.28853711418978,cifar10,0.13107401132583618,pca,0.4070905315369044,2.1209185123443604,0.35
0.288100004196167,43.31449510946075,96.28853711418978,cifar10,0.12416112422943115,pca,0.44984061870307107,2.1072986125946045,0.35
0.288100004196167,47.8631109529616,96.28853711418978,cifar10,0.11635011434555054,pca,0.4970800511404606,2.0934181213378906,0.35
0.288100004196167,52.88939382315782,96.28853711418978,cifar10,0.10760791599750519,pca,0.549280271653059,2.0794901847839355,0.35
0.288100004196167,58.443505306835824,96.28853711418978,cifar10,0.09757915884256363,pca,0.6069622310029172,2.0657923221588135,0.35
0.288100004196167,64.58087464512774,96.28853711418978,cifar10,0.08644256740808487,pca,0.6707015869245212,2.0526819229125977,0.35
0.288100004196167,71.36275190943894,96.28853711418978,cifar10,0.0738021731376648,pca,0.7411344491069478,2.0406079292297363,0.35
0.288100004196167,78.85681926843247,96.28853711418978,cifar10,0.059646084904670715,pca,0.8189637274779156,2.030122756958008,0.35
0.288100004196167,87.13786644642741,96.28853711418978,cifar10,0.04426451027393341,pca,0.9049661471446963,2.0218961238861084,0.35
0.288100004196167,96.28853711418978,96.28853711418978,cifar10,0.026702942326664925,pca,1.0,2.016725540161133,0.35
0.288100004196167,106.40015366099007,96.28853711418978,cifar10,0.007688391953706741,pca,1.1050137103527577,2.01554536819458,0.35
0.288100004196167,117.57362857903419,96.28853711418978,cifar10,0.01569790206849575,pca,1.2210553000675683,2.0194296836853027,0.35
0.288100004196167,129.9204715557556,96.28853711418978,cifar10,0.03837587684392929,pca,1.3492828476735637,2.0295932292938232,0.35
0.288100004196167,143.56390232460544,96.28853711418978,cifar10,0.06354698538780212,pca,1.4909760458230996,2.0473885536193848,0.35
0.288100004196167,158.6400803804331,96.28853711418978,cifar10,0.09042235463857651,pca,1.6475489724420658,2.074294328689575,0.35
0.288100004196167,175.29946383184208,96.28853711418978,cifar10,0.11880835890769958,pca,1.8205642030260805,2.1119062900543213,0.35
0.288100004196167,193.70831095167287,96.28853711418978,cifar10,0.14845165610313416,pca,2.0117484049212604,2.1619207859039307,0.35
0.288100004196167,214.0503394108738,96.28853711418978,cifar10,0.17904901504516602,pca,2.2230095692182843,2.226123332977295,0.35
0.288100004196167,236.5285597546768,96.28853711418978,cifar10,0.210261270403862,pca,2.456456052231582,2.306375503540039,0.35
0.288100004196167,261.3673014189092,96.28853711418978,cifar10,0.24173001945018768,pca,2.7144176165949068,2.4046096801757812,0.35
0.288100004196167,288.8144515057965,96.28853711418978,cifar10,0.2730962038040161,pca,2.9994686819604275,2.5228257179260254,0.35
0.288100004196167,319.14392866191685,96.28853711418978,cifar10,0.3041273355484009,pca,3.3144540173399877,2.663104295730591,0.35
0.288100004196167,352.65841674726056,96.28853711418978,cifar10,0.33418309688568115,pca,3.6625171314944636,2.8276140689849854,0.35
0.288100004196167,389.6923855770195,96.28853711418978,cifar10,0.3633253574371338,pca,4.047131644703236,3.01863956451416,0.35
0.288100004196167,430.61542888267985,96.28853711418978,cifar10,0.3912259042263031,pca,4.472135954999582,3.2386105060577393,0.35
0.288100004196167,475.83595280479386,96.28853711418978,cifar10,0.4177182912826538,pca,4.941771544836059,3.49013352394104,0.35
0.288100004196167,525.8052517280651,96.28853711418978,cifar10,0.4426879286766052,pca,5.460725310474974,3.7760324478149414,0.35
0.288100004196167,581.0220121349952,96.28853711418978,cifar10,0.4660688638687134,pca,6.034176336545168,4.099393367767334,0.35
0.288100004196167,642.0372894259158,96.28853711418978,cifar10,0.4878365099430084,pca,6.667847582568585,4.463609218597412,0.35
0.288100004196167,709.4600073733582,96.28853711418978,cifar10,0.508002758026123,pca,7.368062997280774,4.872425556182861,0.35
0.288100004196167,783.9630350945299,96.28853711418978,cifar10,0.5266079306602478,pca,8.141810630738094,5.329992771148682,0.35
0.288100004196167,866.2899021892151,96.28853711418978,cifar10,0.5437135696411133,pca,8.996812374061422,5.84091854095459,0.35
0.288100004196167,957.2622190592328,96.28853711418978,cifar10,0.559393584728241,pca,9.941601022809222,6.410324573516846,0.35
0.288100004196167,1057.7878764631566,96.28853711418978,cifar10,0.5737349390983582,pca,10.985605433061183,7.043896198272705,0.35
0.288100004196167,1168.8701061367167,96.28853711418978,cifar10,0.5868231058120728,pca,12.139244620058346,7.747957706451416,0.35
0.288100004196167,1291.6174929025558,96.28853711418978,cifar10,0.5987488627433777,pca,13.414031738490433,8.529523849487305,0.35
0.288100004196167,1427.255038188779,96.28853711418978,cifar10,0.6095974445343018,pca,14.82268898213896,9.396385192871094,0.35
