C,a,b,beta_eps_emp_acc,beta_eps_emp_ece,beta_eps_emp_nll,beta_eps_emp_nll_min,beta_eps_emp_over_theory,beta_eps_mse,beta_route_dot,beta_x_emp_acc,beta_x_emp_ece,beta_x_emp_nll,beta_x_emp_nll_min,beta_x_emp_over_theory,beta_x_mse,d,dataset,feature_mode,kl_qeps_nopx_to_px,kl_qeps_to_px,px_acc,px_ece,px_entropy,px_nll,qeps_acc,qeps_ece,qeps_entropy,qeps_nll,qeps_nopx_acc,qeps_nopx_entropy,qeps_nopx_nll,route_A_diag,route_A_offdiag,route_C,route_d,route_mean_expert_mse,route_oracle_mse,route_posterior_argmax_agree_oracle,route_posterior_argmax_class_acc,route_posterior_argmax_excess_vs_oracle,route_posterior_argmax_mse,route_qeps_argmax_agree_oracle,route_qeps_argmax_class_acc,route_qeps_argmax_excess_vs_oracle,route_qeps_argmax_mse,route_risk_analytic_agree_oracle,route_risk_analytic_class_acc,route_risk_analytic_excess_vs_oracle,route_risk_analytic_mse,route_risk_empA_agree_oracle,route_risk_empA_class_acc,route_risk_empA_excess_vs_oracle,route_risk_empA_mse,route_t,sigma2_iso,snr_class,t,tau2,v
2,0.8607079764250578,0.5090989877403825,0.8374999761581421,0.07919295132160187,0.41015297174453735,257.75334369376986,1.4909760458230996,172.87557665051287,0.8620406807918143,0.7699999809265137,0.024875622242689133,0.48550134897232056,191.1404346434396,1.4909760458230996,128.1981928407976,256,cifar10,pca,0.2247789353132248,0.0453098900616169,0.7699999809265137,0.062276825308799744,0.8116605877876282,0.49838390946388245,0.8355000019073486,0.09820012003183365,0.7656654715538025,0.417997807264328,0.6495000123977661,0.9216605424880981,0.6249977946281433,0.7381883859634399,0.7396316528320312,2,256,0.7431881427764893,0.7415421605110168,0.5335000157356262,0.7699999809265137,0.0015586460940539837,0.7431008815765381,0.6850000023841858,0.8355000019073486,0.0007684779120609164,0.7423107028007507,0.5335000157356262,0.7699999809265137,0.0015586460940539837,0.7431008815765381,0.5320000052452087,0.7674999833106995,0.0015633663861081004,0.7431055307388306,0.15,0.997913134765625,0.7419652899604017,0.15,0.7404169083916705,0.9984540122102679
2,0.7788007830714049,0.6272713450233213,0.8245000243186951,0.06286946684122086,0.4079248607158661,314.90900686996116,1.4909760458230996,211.2099706445078,0.7797877977197694,0.7229999899864197,0.01976739428937435,0.5318779349327087,172.9270865724988,1.3492828476735637,128.16222104257832,256,cifar10,pca,0.22173361480236053,0.07159286737442017,0.7229999899864197,0.04480564221739769,0.8375204205513,0.5376797914505005,0.8355000019073486,0.09820019453763962,0.7656657099723816,0.4179973900318146,0.6880000233650208,0.8843395113945007,0.5897707939147949,0.6054420471191406,0.6073267459869385,2,256,0.6077179908752441,0.60599684715271,0.5040000081062317,0.7229999899864197,0.0017300141043961048,0.6077268123626709,0.7204999923706055,0.8355000019073486,0.0006390700000338256,0.6066358685493469,0.5040000081062317,0.7229999899864197,0.0017300141043961048,0.6077268123626709,0.5099999904632568,0.7210000157356262,0.0017117050010710955,0.6077085733413696,0.25,0.997913134765625,0.6072993474936826,0.25,0.6060319955985395,0.9987342522526632
2,0.7046880897187134,0.7095172275629328,0.8274999856948853,0.05208513140678406,0.40398484468460083,384.71909151783495,1.4909760458230996,258.03170520117186,0.7054191202132598,0.6995000243186951,0.014318139292299747,0.5678556561470032,156.45721605526322,1.2210553000675683,128.13278485143587,256,cifar10,pca,0.21233662962913513,0.09161389619112015,0.6995000243186951,0.03300899267196655,0.8643019795417786,0.5707835555076599,0.8355000019073486,0.09820014983415604,0.7656657099723816,0.4179975688457489,0.722000002861023,0.8585147857666016,0.5558186769485474,0.4949233829975128,0.49694523215293884,2,256,0.4978810250759125,0.4962866008281708,0.5195000171661377,0.6995000243186951,0.0016091904835775495,0.4978957772254944,0.7735000252723694,0.8355000019073486,0.00039789563743397593,0.4966844916343689,0.5195000171661377,0.6995000243186951,0.0016091904835775495,0.4978957772254944,0.5205000042915344,0.6995000243186951,0.001604428980499506,0.49789100885391235,0.35,0.997913134765625,0.4971004522741375,0.35,0.49606307062229454,0.9989636933936163
2,0.6065306597126334,0.7950600976206501,0.8230000138282776,0.04434261471033096,0.4021740257740021,519.456082962346,1.4909760458230998,348.400019180441,0.6069966600419449,0.6800000071525574,0.01539716124534607,0.5957556962966919,156.4151606449576,1.2210553000675683,128.0983429958514,256,cifar10,pca,0.19801947474479675,0.11040806025266647,0.6800000071525574,0.027125976979732513,0.8937445878982544,0.5977751612663269,0.8355000019073486,0.09820016473531723,0.7656656503677368,0.4179977476596832,0.7480000257492065,0.8330399990081787,0.5254157185554504,0.36657774448394775,0.3683698773384094,2,256,0.36937257647514343,0.3680476248264313,0.527999997138977,0.6800000071525574,0.0012888512574136257,0.36933648586273193,0.828499972820282,0.8355000019073486,0.0002191399980802089,0.3682667911052704,0.527999997138977,0.6800000071525574,0.0012888512574136257,0.36933648586273193,0.5304999947547913,0.6765000224113464,0.0012874208623543382,0.3693350553512573,0.5,0.997913134765625,0.3681620846586059,0.5,0.36739378000351686,0.999232285183778
2,0.4965853037914095,0.8679879239127659,0.8289999961853027,0.03870270401239395,0.3922954499721527,856.5333674024531,1.6475489724420658,519.8834036070343,0.4968409854317694,0.6324999928474426,0.019325917586684227,0.638062596321106,128.06590458822723,1.0,128.06590458822723,256,cifar10,pca,0.18874551355838776,0.12997807562351227,0.6324999928474426,0.019325891509652138,0.925995409488678,0.6380625367164612,0.8355000019073486,0.09820028394460678,0.7656657099723816,0.41799771785736084,0.7875000238418579,0.8088651895523071,0.4836435914039612,0.24557651579380035,0.24704121053218842,2,256,0.24758298695087433,0.24660895764827728,0.5139999985694885,0.6324999928474426,0.0009886710904538631,0.24759763479232788,0.8450000286102295,0.8355000019073486,0.000115106777229812,0.24672405421733856,0.5139999985694885,0.6324999928474426,0.0009886710904538631,0.24759763479232788,0.5145000219345093,0.6340000033378601,0.0009905712213367224,0.2475995272397995,0.7,0.997913134765625,0.2467239316866585,0.7,0.2462090520911333,0.9994853853690479
2,0.4274149319487267,0.9040555712716256,0.8349999785423279,0.04558797925710678,0.3977709412574768,1046.4606827168811,1.4909760458230996,701.8628405523297,0.4275779400074698,0.6320000290870667,0.026925595477223396,0.6297793984413147,156.3546864275037,1.2210553000675683,128.04881680530903,256,cifar10,pca,0.17589601874351501,0.1328355371952057,0.6320000290870667,0.03654012456536293,0.9393985867500305,0.6322022080421448,0.8355000019073486,0.0982002317905426,0.7656656503677368,0.41799741983413696,0.7829999923706055,0.8035470843315125,0.48305124044418335,0.1819460690021515,0.1830778419971466,2,256,0.18361052870750427,0.18287497758865356,0.5210000276565552,0.6320000290870667,0.0007217167294584215,0.18359670042991638,0.8644999861717224,0.8355000019073486,6.860506982775405e-05,0.18294358253479004,0.5210000276565552,0.6320000290870667,0.0007217167294584215,0.18359670042991638,0.5230000019073486,0.6320000290870667,0.0007221870473586023,0.1835971623659134,0.85,0.997913134765625,0.18275319613106947,0.85,0.18237181483959264,0.9996187641047612
2,0.33287108369807955,0.9429723440470914,0.8355000019073486,0.03764291852712631,0.3880070745944977,1906.790543482709,1.6475489724420658,1157.34984232753,0.33294807169989543,0.6044999957084656,0.020594846457242966,0.6639284491539001,141.47446824456796,1.1050137103527577,128.02960444663128,256,cifar10,pca,0.17436234652996063,0.14648586511611938,0.6044999957084656,0.035216014832258224,0.9617409706115723,0.6639414429664612,0.8355000019073486,0.09820017218589783,0.7656656503677368,0.41799765825271606,0.8130000233650208,0.7864207029342651,0.45208752155303955,0.11020731180906296,0.11097685247659683,2,256,0.11141082644462585,0.11093630641698837,0.515500009059906,0.6044999957084656,0.000466210680315271,0.11140251904726028,0.9014999866485596,0.8355000019073486,2.296323873451911e-05,0.11095927655696869,0.515500009059906,0.6044999957084656,0.000466210680315271,0.11140251904726028,0.5174999833106995,0.6014999747276306,0.00046751179615966976,0.11140381544828415,1.1,0.997913134765625,0.11082878544193009,1.1,0.11059750070262332,0.9997687687409547
2,0.2725317930340126,0.9621467776725473,0.8339999914169312,0.026388023048639297,0.3864126205444336,2844.8141263704115,1.6475489724420658,1726.6947289303998,0.2725740417237886,0.5870000123977661,0.017260538414120674,0.6679767966270447,156.3193077369326,1.2210553000675683,128.0198429410056,256,cifar10,pca,0.16475631296634674,0.14901985228061676,0.5870000123977661,0.011478038504719734,0.9732474684715271,0.6684853434562683,0.8355000019073486,0.09820018708705902,0.7656655311584473,0.4179977774620056,0.8130000233650208,0.7835192680358887,0.44312241673469543,0.07381217181682587,0.07434594631195068,2,256,0.07468660920858383,0.0743647888302803,0.5220000147819519,0.5870000123977661,0.00031457439763471484,0.07467936724424362,0.9185000061988831,0.8355000019073486,1.0574848602118436e-05,0.07437537610530853,0.5220000147819519,0.5870000123977661,0.00031457439763471484,0.07467936724424362,0.5199999809265137,0.5870000123977661,0.0003162581124342978,0.07468104362487793,1.3,0.997913134765625,0.07428509232551186,1.3,0.07413006934890543,0.999845001051792
2,0.22313016014842982,0.9747886599833505,0.8305000066757202,0.025966158136725426,0.38311105966567993,4689.878055309879,1.8205642030260805,2576.0574922403293,0.22315334553603056,0.5640000104904175,0.02106780931353569,0.6800380349159241,128.01330044136984,1.0,128.01330044136984,256,cifar10,pca,0.16614912450313568,0.15480396151542664,0.5640000104904175,0.021067723631858826,0.9821929931640625,0.6800380945205688,0.8355000019073486,0.09820014238357544,0.7656655311584473,0.41799768805503845,0.8240000009536743,0.7758785486221313,0.4326278865337372,0.04951498284935951,0.04988562688231468,2,256,0.05004085972905159,0.049819208681583405,0.5120000243186951,0.5640000104904175,0.00021787622245028615,0.05003708600997925,0.934499979019165,0.8355000019073486,5.089016667625401e-06,0.049824297428131104,0.5120000243186951,0.5640000104904175,0.00021787622245028615,0.05003708600997925,0.5149999856948853,0.5690000057220459,0.00021765301062259823,0.05003686249256134,1.5,0.997913134765625,0.0497922417271124,1.5,0.049688332028910494,0.9998961010979017
2,0.16529888822158653,0.9862435183831159,0.8360000252723694,0.018223706632852554,0.3822445869445801,8545.915614187825,1.8205642030260805,4694.102850085205,0.16530831425481507,0.5519999861717224,0.01771734096109867,0.6841441988945007,141.44982052496536,1.1050137103527577,128.00729909478662,256,cifar10,pca,0.1638074666261673,0.15751221776008606,0.5519999861717224,0.00917561911046505,0.989895224571228,0.6842659711837769,0.8355000019073486,0.09820037335157394,0.7656658291816711,0.41799768805503845,0.8295000195503235,0.7713952660560608,0.42707061767578125,0.02717764675617218,0.02738526090979576,2,256,0.02747531421482563,0.02735244669020176,0.4984999895095825,0.5519999861717224,0.0001227934699272737,0.02747524343430996,0.9480000138282776,0.8355000019073486,1.6245595588770811e-06,0.027354072779417038,0.4984999895095825,0.5519999861717224,0.0001227934699272737,0.02747524343430996,0.5,0.5515000224113464,0.00012267091369722039,0.02747511677443981,1.8,0.997913134765625,0.027325280560105573,1.8,0.02726825638208515,0.999942979073551
2,0.12873490358780423,0.9916790431375662,0.8320000171661377,0.018261101096868515,0.3793828785419464,14090.148988043242,1.8205642030260805,7739.4408637844635,0.12873935603072578,0.5164999961853027,0.022456414997577667,0.6906032562255859,104.830982690434,0.8189637274779156,128.0044270254459,256,cifar10,pca,0.16374489665031433,0.1601964384317398,0.5164999961853027,0.023442044854164124,0.9942180514335632,0.6907681226730347,0.8355000019073486,0.09820020943880081,0.7656656503677368,0.417997807264328,0.8270000219345093,0.7687960863113403,0.42099660634994507,0.01648317649960518,0.01660996675491333,2,256,0.016664061695337296,0.016588769853115082,0.5005000233650208,0.5164999961853027,7.53920030547306e-05,0.016664164140820503,0.9624999761581421,0.8355000019073486,5.40845235263987e-07,0.016589313745498657,0.5005000233650208,0.5164999961853027,7.53920030547306e-05,0.016664164140820503,0.4964999854564667,0.5295000076293945,7.55939690861851e-05,0.01666436530649662,2.05,0.997913134765625,0.016573248586571485,2.05,0.016538662450275514,0.9999654150598635
2,0.10025884372280375,0.9949613883238718,0.8339999914169312,0.02287415787577629,0.3806837499141693,23231.044481244204,1.8205642030260805,12760.35442344211,0.10026094687929689,0.5354999899864197,0.0034536467865109444,0.6887741088867188,156.2983570521758,1.2210553000675683,128.00268509012398,256,cifar10,pca,0.16200266778469086,0.16009297966957092,0.5354999899864197,0.006371702998876572,0.9961268901824951,0.6889732480049133,0.8355000019073486,0.0982002541422844,0.7656656503677368,0.4179975390434265,0.8360000252723694,0.7684739232063293,0.4217594861984253,0.009994495660066605,0.010072162374854088,2,256,0.010106167756021023,0.01006042119115591,0.5084999799728394,0.5354999899864197,4.5099099224898964e-05,0.01010551955550909,0.9745000004768372,0.8355000019073486,1.6913621436742687e-07,0.01006059069186449,0.5084999799728394,0.5354999899864197,4.5099099224898964e-05,0.01010551955550909,0.48899999260902405,0.5170000195503235,4.7253288357751444e-05,0.010107673704624176,2.3,0.997913134765625,0.010052046604671754,2.3,0.010031069338078147,0.9999790231734429
2,0.0820849986238988,0.9966253323094464,0.8339999914169312,0.026743583381175995,0.38075560331344604,34656.88558701018,1.8205642030260805,19036.34352988193,0.08208615285267237,0.5224999785423279,0.005623903591185808,0.6913515329360962,128.00179985728812,1.0,128.00179985728812,256,cifar10,pca,0.16400298476219177,0.1620303839445114,0.5224999785423279,0.005623903591185808,0.9975216388702393,0.6913515329360962,0.8355000019073486,0.09820009022951126,0.7656655311584473,0.4179975986480713,0.8299999833106995,0.7664148211479187,0.42064058780670166,0.006701866630464792,0.006754064466804266,2,256,0.0067751165479421616,0.006744248792529106,0.4964999854564667,0.5224999785423279,3.139008549624123e-05,0.006775639019906521,0.9764999747276306,0.8355000019073486,1.0017800633477236e-07,0.006744348909705877,0.4964999854564667,0.5224999785423279,3.139008549624123e-05,0.006775639019906521,0.503000020980835,0.527999997138977,3.1125171517487615e-05,0.006775374058634043,2.5,0.997913134765625,0.006738041743952759,2.5,0.006723980358889536,0.9999859388126564
