A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.7381883859634399,0.7396316528320312,2,256,cifar10,pca,0.7431881427764893,0.7415421605110168,0.5335000157356262,0.7699999809265137,0.0015586460940539837,0.7431008815765381,0.6850000023841858,0.8355000019073486,0.0007684779120609164,0.7423107028007507,0.5335000157356262,0.7699999809265137,0.0015586460940539837,0.7431008815765381,0.5320000052452087,0.7674999833106995,0.0015633663861081004,0.7431055307388306,0.15
0.6054420471191406,0.6073267459869385,2,256,cifar10,pca,0.6077179908752441,0.60599684715271,0.5040000081062317,0.7229999899864197,0.0017300141043961048,0.6077268123626709,0.7204999923706055,0.8355000019073486,0.0006390700000338256,0.6066358685493469,0.5040000081062317,0.7229999899864197,0.0017300141043961048,0.6077268123626709,0.5099999904632568,0.7210000157356262,0.0017117050010710955,0.6077085733413696,0.25
0.4949233829975128,0.49694523215293884,2,256,cifar10,pca,0.4978810250759125,0.4962866008281708,0.5195000171661377,0.6995000243186951,0.0016091904835775495,0.4978957772254944,0.7735000252723694,0.8355000019073486,0.00039789563743397593,0.4966844916343689,0.5195000171661377,0.6995000243186951,0.0016091904835775495,0.4978957772254944,0.5205000042915344,0.6995000243186951,0.001604428980499506,0.49789100885391235,0.35
0.36657774448394775,0.3683698773384094,2,256,cifar10,pca,0.36937257647514343,0.3680476248264313,0.527999997138977,0.6800000071525574,0.0012888512574136257,0.36933648586273193,0.828499972820282,0.8355000019073486,0.0002191399980802089,0.3682667911052704,0.527999997138977,0.6800000071525574,0.0012888512574136257,0.36933648586273193,0.5304999947547913,0.6765000224113464,0.0012874208623543382,0.3693350553512573,0.5
0.24557651579380035,0.24704121053218842,2,256,cifar10,pca,0.24758298695087433,0.24660895764827728,0.5139999985694885,0.6324999928474426,0.0009886710904538631,0.24759763479232788,0.8450000286102295,0.8355000019073486,0.000115106777229812,0.24672405421733856,0.5139999985694885,0.6324999928474426,0.0009886710904538631,0.24759763479232788,0.5145000219345093,0.6340000033378601,0.0009905712213367224,0.2475995272397995,0.7
0.1819460690021515,0.1830778419971466,2,256,cifar10,pca,0.18361052870750427,0.18287497758865356,0.5210000276565552,0.6320000290870667,0.0007217167294584215,0.18359670042991638,0.8644999861717224,0.8355000019073486,6.860506982775405e-05,0.18294358253479004,0.5210000276565552,0.6320000290870667,0.0007217167294584215,0.18359670042991638,0.5230000019073486,0.6320000290870667,0.0007221870473586023,0.1835971623659134,0.85
0.11020731180906296,0.11097685247659683,2,256,cifar10,pca,0.11141082644462585,0.11093630641698837,0.515500009059906,0.6044999957084656,0.000466210680315271,0.11140251904726028,0.9014999866485596,0.8355000019073486,2.296323873451911e-05,0.11095927655696869,0.515500009059906,0.6044999957084656,0.000466210680315271,0.11140251904726028,0.5174999833106995,0.6014999747276306,0.00046751179615966976,0.11140381544828415,1.1
0.07381217181682587,0.07434594631195068,2,256,cifar10,pca,0.07468660920858383,0.0743647888302803,0.5220000147819519,0.5870000123977661,0.00031457439763471484,0.07467936724424362,0.9185000061988831,0.8355000019073486,1.0574848602118436e-05,0.07437537610530853,0.5220000147819519,0.5870000123977661,0.00031457439763471484,0.07467936724424362,0.5199999809265137,0.5870000123977661,0.0003162581124342978,0.07468104362487793,1.3
0.04951498284935951,0.04988562688231468,2,256,cifar10,pca,0.05004085972905159,0.049819208681583405,0.5120000243186951,0.5640000104904175,0.00021787622245028615,0.05003708600997925,0.934499979019165,0.8355000019073486,5.089016667625401e-06,0.049824297428131104,0.5120000243186951,0.5640000104904175,0.00021787622245028615,0.05003708600997925,0.5149999856948853,0.5690000057220459,0.00021765301062259823,0.05003686249256134,1.5
0.02717764675617218,0.02738526090979576,2,256,cifar10,pca,0.02747531421482563,0.02735244669020176,0.4984999895095825,0.5519999861717224,0.0001227934699272737,0.02747524343430996,0.9480000138282776,0.8355000019073486,1.6245595588770811e-06,0.027354072779417038,0.4984999895095825,0.5519999861717224,0.0001227934699272737,0.02747524343430996,0.5,0.5515000224113464,0.00012267091369722039,0.02747511677443981,1.8
0.01648317649960518,0.01660996675491333,2,256,cifar10,pca,0.016664061695337296,0.016588769853115082,0.5005000233650208,0.5164999961853027,7.53920030547306e-05,0.016664164140820503,0.9624999761581421,0.8355000019073486,5.40845235263987e-07,0.016589313745498657,0.5005000233650208,0.5164999961853027,7.53920030547306e-05,0.016664164140820503,0.4964999854564667,0.5295000076293945,7.55939690861851e-05,0.01666436530649662,2.05
0.009994495660066605,0.010072162374854088,2,256,cifar10,pca,0.010106167756021023,0.01006042119115591,0.5084999799728394,0.5354999899864197,4.5099099224898964e-05,0.01010551955550909,0.9745000004768372,0.8355000019073486,1.6913621436742687e-07,0.01006059069186449,0.5084999799728394,0.5354999899864197,4.5099099224898964e-05,0.01010551955550909,0.48899999260902405,0.5170000195503235,4.7253288357751444e-05,0.010107673704624176,2.3
0.006701866630464792,0.006754064466804266,2,256,cifar10,pca,0.0067751165479421616,0.006744248792529106,0.4964999854564667,0.5224999785423279,3.139008549624123e-05,0.006775639019906521,0.9764999747276306,0.8355000019073486,1.0017800633477236e-07,0.006744348909705877,0.4964999854564667,0.5224999785423279,3.139008549624123e-05,0.006775639019906521,0.503000020980835,0.527999997138977,3.1125171517487615e-05,0.006775374058634043,2.5
0.003676693420857191,0.003705426584929228,2,256,cifar10,pca,0.0037181582301855087,0.003701230976730585,0.5149999856948853,0.5339999794960022,1.6917399989324622e-05,0.0037181482184678316,0.9825000166893005,0.8355000019073486,1.989636722043997e-08,0.003701250534504652,0.5149999856948853,0.5339999794960022,1.6917399989324622e-05,0.0037181482184678316,0.5189999938011169,0.5370000004768372,1.634978070796933e-05,0.003717580810189247,2.8
0.002464632038027048,0.002483903430402279,2,256,cifar10,pca,0.002492370316758752,0.0024810091126710176,0.5065000057220459,0.5080000162124634,1.121132208936615e-05,0.0024922203738242388,0.9810000061988831,0.8355000019073486,1.4696706962524786e-08,0.002481023781001568,0.5065000057220459,0.5080000162124634,1.121132208936615e-05,0.0024922203738242388,0.49950000643730164,0.5040000081062317,1.140885979111772e-05,0.0024924178142100573,3.0
