beta,step,test_beta_gap,test_cost_gap_mean,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_soft_oracle_mse,test_teacher_entropy_norm,variant
0.0,0,0.0,3.933424886781722e-05,0.052284255623817444,0.052244920283555984,0.0020924595921202964,0.052284255623817444,1.0,uniform
0.0,150,0.0,9.276635864807758e-06,0.05246041715145111,0.05245114117860794,0.004505993122533813,0.05246041715145111,1.0,uniform
0.0,300,0.0,8.194896508939564e-06,0.052653517574071884,0.05264532193541527,0.002071742514360125,0.052653517574071884,1.0,uniform
0.0,450,0.0,7.295187970157713e-06,0.05258357897400856,0.05257628113031387,0.002659197160677505,0.05258357897400856,1.0,uniform
0.0,600,0.0,6.501245024992386e-06,0.052641481161117554,0.05263497680425644,0.0032253759087425664,0.052641481161117554,1.0,uniform
0.0,750,0.0,5.840317953698104e-06,0.0526689812541008,0.05266314372420311,0.003019838529363819,0.0526689812541008,1.0,uniform
0.0,900,0.0,5.267697360977763e-06,0.05270854011178017,0.05270327255129814,0.003375506150936416,0.05270854011178017,1.0,uniform
0.0,1050,0.0,4.721408004115801e-06,0.052750855684280396,0.052746135741472244,0.0032512581935449834,0.052750855684280396,1.0,uniform
0.0,1200,0.0,4.25180587626528e-06,0.05284276604652405,0.052838511765003204,0.0030792778686996466,0.05284276604652405,1.0,uniform
0.0,1350,0.0,3.865580310957739e-06,0.052867479622364044,0.05286361649632454,0.0025031127569710115,0.052867479622364044,1.0,uniform
0.0,1500,0.0,3.4857775972341187e-06,0.052872709929943085,0.05286922678351402,0.004262005346577206,0.052872709929943085,1.0,uniform
0.7947511194325919,0,3.112289050477557e-05,3.916054265573621e-05,0.05228414759039879,0.05224498733878136,0.005703091761461511,0.05228414759039879,1.0,fixed_class
0.7947511194325919,150,7.278737939486746e-06,9.158511602436192e-06,0.0525062195956707,0.05249705910682678,0.0024595182808616,0.0525062195956707,1.0,fixed_class
0.7947511194325919,300,6.407864930224605e-06,8.062731467362028e-06,0.05253082886338234,0.05252276733517647,0.002143167174923713,0.05253082886338234,1.0,fixed_class
0.7947511194325919,450,5.726275958295446e-06,7.205118436104385e-06,0.052611593157052994,0.05260439217090607,0.001590673893090524,0.052611593157052994,1.0,fixed_class
0.7947511194325919,600,5.084648364572786e-06,6.39778727418161e-06,0.0526961050927639,0.05268971249461174,0.0020010669994891795,0.0526961088180542,1.0,fixed_class
0.7947511194325919,750,4.5518258957599755e-06,5.727360985474661e-06,0.052715521305799484,0.05270979553461075,0.0011430527712084412,0.052715521305799484,1.0,fixed_class
0.7947511194325919,900,4.089140475116437e-06,5.14518342242809e-06,0.05272505432367325,0.05271990969777107,0.002116846231136221,0.05272505432367325,1.0,fixed_class
0.7947511194325919,1050,3.701979494508123e-06,4.658036232285667e-06,0.052767518907785416,0.05276285856962204,0.0010260185652224143,0.052767518907785416,1.0,fixed_class
