A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.7338969707489014,0.7512499690055847,10,128,mnist,pca,0.7451580166816711,0.7222458720207214,0.39160001277923584,0.7936000227928162,0.011025249026715755,0.7332711219787598,0.47279998660087585,0.86080002784729,0.006717192009091377,0.7289630770683289,0.3887999951839447,0.7911999821662903,0.011052270419895649,0.733298122882843,0.3889999985694885,0.7922000288963318,0.01105566881597042,0.7333014607429504,0.15
0.5983926057815552,0.619595468044281,10,128,mnist,pca,0.6118670105934143,0.5876699090003967,0.44780001044273376,0.722599983215332,0.011847586371004581,0.5995174646377563,0.6074000000953674,0.86080002784729,0.004091321490705013,0.5917612314224243,0.4422000050544739,0.7175999879837036,0.011802878230810165,0.5994727611541748,0.4410000145435333,0.7156000137329102,0.01185719482600689,0.5995270013809204,0.25
0.4878193438053131,0.5098006129264832,10,128,mnist,pca,0.501662015914917,0.4781300723552704,0.45559999346733093,0.6442000269889832,0.013013884425163269,0.49114394187927246,0.6995999813079834,0.86080002784729,0.002482145791873336,0.48061221837997437,0.4490000009536743,0.6395999789237976,0.012926395982503891,0.49105650186538696,0.4490000009536743,0.6389999985694885,0.012920381501317024,0.49105048179626465,0.35
0.3602745532989502,0.3804936408996582,10,128,mnist,pca,0.37239477038383484,0.35171663761138916,0.43779999017715454,0.5443999767303467,0.013285400345921516,0.3650020360946655,0.7955999970436096,0.86080002784729,0.0011568368645384908,0.35287344455718994,0.4259999990463257,0.5357999801635742,0.01318841427564621,0.36490505933761597,0.42500001192092896,0.5343999862670898,0.01322526391595602,0.36494189500808716,0.5
0.24072153866291046,0.2567424476146698,10,128,mnist,pca,0.2501579225063324,0.23434379696846008,0.36899998784065247,0.4334000051021576,0.012142494320869446,0.24648630619049072,0.8519999980926514,0.86080002784729,0.00046948264935053885,0.23481328785419464,0.35679998993873596,0.41600000858306885,0.011880556121468544,0.2462243139743805,0.3564000129699707,0.41600000858306885,0.011889076791703701,0.24623286724090576,0.7
0.17787843942642212,0.19075986742973328,10,128,mnist,pca,0.18528689444065094,0.1727396547794342,0.33000001311302185,0.3736000061035156,0.010353002697229385,0.18309266865253448,0.8858000040054321,0.86080002784729,0.00025333286612294614,0.17299297451972961,0.31060001254081726,0.35100001096725464,0.010147427208721638,0.18288707733154297,0.31040000915527344,0.35100001096725464,0.010157649405300617,0.18289728462696075,0.85
0.10763424634933472,0.1160687580704689,10,128,mnist,pca,0.11255825310945511,0.10440430790185928,0.2662000060081482,0.29420000314712524,0.007317929994314909,0.11172223836183548,0.9193999767303467,0.86080002784729,8.525467274012044e-05,0.10448957234621048,0.2393999993801117,0.26019999384880066,0.006994472350925207,0.11139879375696182,0.24160000681877136,0.2621999979019165,0.006979695055633783,0.11138401180505753,1.1
0.07199965417385101,0.07787751406431198,10,128,mnist,pca,0.07530857622623444,0.06967924535274506,0.23019999265670776,0.24819999933242798,0.00526030920445919,0.0749395564198494,0.9362000226974487,0.86080002784729,3.8639558624709025e-05,0.0697178840637207,0.19760000705718994,0.21539999544620514,0.004902475513517857,0.07458172738552094,0.19779999554157257,0.21639999747276306,0.004906961228698492,0.07458621263504028,1.3
0.048231448978185654,0.052252307534217834,10,128,mnist,pca,0.05056013911962509,0.046685609966516495,0.19300000369548798,0.20440000295639038,0.0037818821147084236,0.050467491149902344,0.9509999752044678,0.86080002784729,1.644716212467756e-05,0.046702057123184204,0.1599999964237213,0.16439999639987946,0.0034946068190038204,0.05018021911382675,0.16099999845027924,0.16539999842643738,0.003496702993288636,0.05018231272697449,1.5
0.02643236517906189,0.02869003638625145,10,128,mnist,pca,0.02775915153324604,0.02559514530003071,0.16099999845027924,0.17020000517368317,0.0021701769437640905,0.027765322476625443,0.9648000001907349,0.86080002784729,4.758833256346406e-06,0.025599908083677292,0.131400004029274,0.12759999930858612,0.0019620496314018965,0.027557196095585823,0.13339999318122864,0.13099999725818634,0.0019608803559094667,0.027556026354432106,1.8
