baseline_loss,step
1.4049252271652222,1
0.027432499453425407,500
0.01920611970126629,1000
0.017133211717009544,1500
0.01628151163458824,2000
0.016264189034700394,2500
0.018656205385923386,3000
0.015658199787139893,3500
0.013592728413641453,4000
0.014469039626419544,4500
0.016032008454203606,5000
0.014361955225467682,5500
0.015281381085515022,6000
0.016580551862716675,6500
0.014101807959377766,7000
0.013087095692753792,7500
0.013343296013772488,8000
0.013035878539085388,8500
0.014155447483062744,9000
0.014158996753394604,9500
0.015133782289922237,10000
0.013202166184782982,10500
0.013996564783155918,11000
0.014446433633565903,11500
0.015387956984341145,12000
