t,tau,R_eff,rho,alpha,beta_scaled,beta,beta_glass_gauss,beta_glass_exact,beta_inf_gauss,beta_inf_exact,entropy_density,free_energy,mean_energy_density,theory_entropy_density_liquid
0.85,0.046415888336127795,0.0008563413215646574,0.02926331016075689,0.11876410093034503,1.742857142857143,286.96030657012375,164.6493562287595,281.39055192224123,4.818185179091139,8.23441899720711,0.036890867479082094,0.001088788665971539,0.0012173460539950534,0.0
0.85,0.046415888336127795,0.0008563413215646574,0.02926331016075689,0.11876410093034503,1.8714285714285717,308.1295095138214,164.6493562287595,281.39055192224123,4.818185179091139,8.23441899720711,0.03330423762972576,0.0010971906994647884,0.0012052758928702318,0.0
0.85,0.046415888336127795,0.0008563413215646574,0.02926331016075689,0.11876410093034503,2.0,329.298712457519,164.6493562287595,281.39055192224123,4.818185179091139,8.23441899720711,0.030223580582297627,0.0011038167510676936,0.0011955984053497355,0.0
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.2,12.549642203804606,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.11571476756734958,-0.004313433184199965,0.004907129895460504,0.11401353689313123
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.3285714285714286,20.617269334821856,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.11112676694383276,-0.000760808818476437,0.0046291759141837445,0.10594242554419145
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.4571428571428572,28.6848964658391,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.10504149085131871,0.0007196244902499266,0.00438153384998608,0.09394482759306476
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.5857142857142859,36.75252359685635,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.09785709938425172,0.0014988170531995792,0.004161412429170496,0.07802074303975112
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.7142857142857144,44.820150727873596,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.08993386149626688,0.0019601931162679335,0.003966742849719346,0.0581701718842506
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.842857142857143,52.88777785889084,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.08163141167695427,0.002252982270629984,0.0037964657555053355,0.034393114126563165
0.85,0.1668100537200059,0.0058960923603817795,0.07678601669823601,0.11876410093034503,0.9714285714285715,60.95540498990809,62.748211019023024,107.23852273217706,4.818185179091139,8.23441899720711,0.07333015543693103,0.0024473311461882565,0.0036503443235934704,0.006689569766688797
