beta,step,test_best_mse,test_class_mi_norm,test_class_purity,test_eff_frac_mean,test_eff_frac_min,test_expert_align_m,test_expert_diversity,test_soft_mse,test_usage_entropy,variant
0.3502312438625889,0,0.9998840689659119,0.002832524012774229,0.05859374825377017,0.9997792690992355,0.9997720718383789,0.018328549340367317,0.8661572933197021,0.9999071955680847,0.9994116425514221,fixed_good
0.3502312438625889,200,0.9536473751068115,0.0,0.013671875,0.5416864082217216,0.35892802476882935,0.015340849757194519,0.3429018259048462,0.9536473751068115,-0.0,fixed_good
0.3502312438625889,400,0.9238431453704834,0.0,0.01953125,0.25073242335929535,0.0009765630820766091,0.013581645675003529,0.5653991103172302,0.9238431453704834,-0.0,fixed_good
0.3502312438625889,600,0.906470537185669,0.0,0.013671875,0.250732421875,0.0009765625,0.012562977150082588,0.6444845199584961,0.906470537185669,-0.0,fixed_good
0.3502312438625889,800,0.8943153619766235,0.0,0.017578125,0.250732421875,0.0009765625,0.011839293874800205,0.6856592893600464,0.8943153619766235,-0.0,fixed_good
0.3502312438625889,1000,0.8846262693405151,0.0,0.009765625,0.250732421875,0.0009765625,0.011267841793596745,0.7108643651008606,0.8846262693405151,-0.0,fixed_good
0.3502312438625889,1200,0.8772996664047241,0.0,0.005859375,0.250732421875,0.0009765625,0.010793540626764297,0.7278193235397339,0.8772996664047241,-0.0,fixed_good
0.3502312438625889,1400,0.872435450553894,0.0,0.05078125,0.250732421875,0.0009765625,0.010448925197124481,0.7399692535400391,0.872435450553894,-0.0,fixed_good
0.3502312438625889,1600,0.8683339953422546,0.0,0.072265625,0.250732421875,0.0009765625,0.010278907604515553,0.7490541934967041,0.8683339953422546,-0.0,fixed_good
0.3502312438625889,1800,0.8635739088058472,0.0,0.0078125,0.250732421875,0.0009765625,0.010111050680279732,0.7560821771621704,0.8635739088058472,-0.0,fixed_good
0.3502312438625889,2000,0.8605389595031738,0.0,0.037109375,0.250732421875,0.0009765625,0.009854139760136604,0.7616626024246216,0.8605389595031738,-0.0,fixed_good
0.3502312438625889,2200,0.861494243144989,0.0,0.005859375,0.250732421875,0.0009765625,0.00969149824231863,0.7661781907081604,0.861494243144989,-0.0,fixed_good
0.3502312438625889,2400,0.8582582473754883,0.0,0.02734375,0.250732421875,0.0009765625,0.009487956762313843,0.7699019908905029,0.8582582473754883,-0.0,fixed_good
0.3502312438625889,2600,0.8581699132919312,0.0,0.001953125,0.250732421875,0.0009765625,0.009395120665431023,0.7730036377906799,0.8581699132919312,-0.0,fixed_good
0.3502312438625889,2800,0.8564194440841675,0.0,0.0625,0.250732421875,0.0009765625,0.009296644479036331,0.7756202816963196,0.8564194440841675,-0.0,fixed_good
0.3502312438625889,3000,0.8564081192016602,0.0,0.078125,0.250732421875,0.0009765625,0.009158642031252384,0.7778480648994446,0.8564081192016602,-0.0,fixed_good
