beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_oracle_class_purity,test_oracle_eff_frac_min,test_oracle_soft_usage_entropy,test_oracle_usage_entropy,test_soft_oracle_mse,train_mean_expert_mse,train_oracle_best_mse,train_oracle_class_mi_norm,train_oracle_class_purity,train_oracle_eff_frac_min,train_oracle_soft_usage_entropy,train_oracle_usage_entropy,train_soft_oracle_mse,variant
0.0,0,1.2514534505208332,1.2512564697265625,0.004460873136101357,0.03533333333333333,0.8866666555404663,1.0,0.9980029463768005,1.2514534505208332,1.2482948303222656,1.2480990886688232,0.004802249290889982,0.0419921875,0.888671875,1.0,0.9982892274856567,1.2482948303222656,uniform
0.0,200,1.039870361328125,1.0397814127604166,0.004447979193908031,0.030333333333333323,0.9466666579246521,1.0,0.9994935989379883,1.039870361328125,1.024821162223816,1.024733066558838,0.003564989456197187,0.029296875,0.96875,1.0,0.9993074536323547,1.024821162223816,uniform
0.0,400,1.0045320027669271,1.0044739176432291,0.0018700672187554827,0.019666666666666666,0.9666666388511658,1.0,0.9998371601104736,1.0045320027669271,0.9848307371139526,0.9847722053527832,0.0016033227059099684,0.02001953125,0.958984375,1.0,0.9995903372764587,0.9848307371139526,uniform
0.0,600,0.9942785441080729,0.9942314453125,0.0009302823248178152,0.018000000000000016,0.972000002861023,1.0,0.9997690320014954,0.9942785441080729,0.9734352827072144,0.9733877182006836,0.0028196291043335723,0.03369140625,0.9609375,1.0,0.9996508955955505,0.9734352827072144,uniform
0.0,800,0.9902107950846354,0.9901688232421875,0.0009097720233942784,0.01733333333333331,0.9786666631698608,1.0,0.9998836517333984,0.9902107950846354,0.968657374382019,0.9686152935028076,0.0021351406760262903,0.02685546875,0.966796875,1.0,0.9997733235359192,0.968657374382019,uniform
0.0,1000,0.9889900716145833,0.988950927734375,0.0013841353978525474,0.02100000000000002,0.9906666874885559,1.0,0.9999747276306152,0.9889900716145833,0.9657282829284668,0.9656891822814941,0.0032910290250996823,0.03466796875,0.951171875,1.0,0.9995461106300354,0.9657282829284668,uniform
0.0,1200,0.9875957845052084,0.9875586344401042,0.0015497517968225548,0.020000000000000018,0.9800000190734863,1.0,0.9998710751533508,0.9875957845052084,0.9637541174888611,0.9637171030044556,0.003742154535270556,0.0341796875,0.95703125,1.0,0.999351441860199,0.9637541174888611,uniform
0.0,1400,0.9872310384114583,0.9871953531901042,0.0008773099989093532,0.015666666666666662,0.9626666903495789,1.0,0.9998137354850769,0.9872310384114583,0.9617259502410889,0.9616905450820923,0.0026992660487109173,0.02880859375,0.96875,1.0,0.9996311068534851,0.9617259502410889,uniform
0.0,1600,0.9881707763671875,0.9881362508138021,0.0008759270488599074,0.017000000000000015,0.9666666388511658,1.0,0.9997602701187134,0.9881707763671875,0.9613986611366272,0.9613645076751709,0.0022900068135679238,0.02783203125,0.947265625,1.0,0.9993566870689392,0.9613986611366272,uniform
0.0,1800,0.987802978515625,0.9877695515950521,0.0008520277948331247,0.014333333333333309,0.9506666660308838,1.0,0.999575138092041,0.987802978515625,0.9593294858932495,0.9592965841293335,0.0023224790437132185,0.02490234375,0.96484375,1.0,0.9997983574867249,0.9593294858932495,uniform
0.0,2000,0.9873611246744791,0.9873286743164063,0.0009926626075198177,0.017666666666666664,0.95333331823349,1.0,0.9994516968727112,0.9873611246744791,0.9592118263244629,0.9591799974441528,0.0022733044026631405,0.02099609375,0.9609375,1.0,0.9997451901435852,0.9592118263244629,uniform
0.0,2200,0.9879952799479167,0.9879637858072917,0.0008305728458858774,0.01733333333333331,0.9546666741371155,1.0,0.9995296001434326,0.9879952799479167,0.9592519998550415,0.9592211246490479,0.002523424695924621,0.0244140625,0.966796875,1.0,0.9998409748077393,0.9592519998550415,uniform
0.0,2400,0.9889202473958333,0.9888896891276042,0.0010385852942597085,0.019000000000000017,0.9573333263397217,1.0,0.9995524883270264,0.9889202473958333,0.9580309391021729,0.9580009579658508,0.002854172228569095,0.0244140625,0.970703125,1.0,0.9997603297233582,0.9580309391021729,uniform
0.0,2600,0.9901917724609375,0.9901620279947917,0.0014000974491087572,0.020666666666666667,0.9506666660308838,1.0,0.9995483756065369,0.9901917724609375,0.9568028450012207,0.9567737579345703,0.0025356365322493266,0.0234375,0.95703125,1.0,0.9997511506080627,0.9568028450012207,uniform
0.0,2800,0.9901996663411459,0.9901707560221354,0.0010188326448167106,0.018333333333333313,0.9599999785423279,1.0,0.9996670484542847,0.9901996663411459,0.95667964220047,0.9566513895988464,0.0023192104923264512,0.02734375,0.95703125,1.0,0.9997376203536987,0.95667964220047,uniform
0.0,3000,0.9912788492838541,0.991250732421875,0.0011411330289670082,0.019333333333333313,0.9573333263397217,1.0,0.9996750354766846,0.9912788492838541,0.9556063413619995,0.9555789828300476,0.002329132607669374,0.02294921875,0.94921875,1.0,0.9996861219406128,0.9556063413619995,uniform
0.0,3200,0.992455078125,0.992427734375,0.0010239197038250847,0.019000000000000017,0.95333331823349,1.0,0.9995889663696289,0.992455078125,0.9537099599838257,0.9536832571029663,0.002179098696753057,0.0224609375,0.95703125,1.0,0.9997593760490417,0.9537099599838257,uniform
0.0,3400,0.9928465169270834,0.9928199462890624,0.0013704627695564381,0.021333333333333315,0.9653333425521851,1.0,0.9997416138648987,0.9928465169270834,0.9540080428123474,0.9539821147918701,0.0020221829203875457,0.0244140625,0.94921875,1.0,0.999684751033783,0.9540080428123474,uniform
0.0,3600,0.9926599527994792,0.9926340942382812,0.0013387567814113748,0.022333333333333316,0.9639999866485596,1.0,0.9996886253356934,0.9926599527994792,0.9540356397628784,0.9540104866027832,0.002550763262477451,0.02587890625,0.953125,1.0,0.9997038245201111,0.9540356397628784,uniform
0.0,3800,0.993495849609375,0.993470703125,0.001244320921586463,0.019666666666666666,0.9480000138282776,1.0,0.9994277358055115,0.993495849609375,0.952578604221344,0.9525541067123413,0.0019462392057005146,0.02294921875,0.94140625,1.0,0.9995756149291992,0.952578604221344,uniform
0.0,4000,0.99343896484375,0.9934143676757813,0.0010260157538544365,0.018333333333333313,0.9626666903495789,1.0,0.9995879530906677,0.99343896484375,0.9523975849151611,0.9523736834526062,0.001993258564027117,0.021484375,0.953125,1.0,0.9997140765190125,0.9523975849151611,uniform
0.020657126793060337,0,1.2514581705729166,1.251264892578125,0.005986415729070905,0.03966666666666668,0.918666660785675,1.0,0.9986705780029297,1.251458251953125,1.2482991218566895,1.2481075525283813,0.005739790554606191,0.03662109375,0.908203125,1.0,0.9986979365348816,1.2482991218566895,fixed_class
0.020657126793060337,200,1.0392904256184896,1.0391988525390625,0.003729317640557922,0.03866666666666668,0.9133333563804626,1.0,0.9984303116798401,1.0392904256184896,1.023850917816162,1.0237619876861572,0.006272056466511797,0.0498046875,0.89453125,1.0,0.995936393737793,1.023850917816162,fixed_class
0.020657126793060337,400,1.0036064046223958,1.0035467529296875,0.0029727957521108613,0.028000000000000025,0.8933333158493042,1.0,0.9979456663131714,1.003606424967448,0.9855942726135254,0.9855363368988037,0.005615203229756421,0.041015625,0.943359375,1.0,0.9984083771705627,0.9855942726135254,fixed_class
0.020657126793060337,600,0.9933629964192708,0.9933154296875,0.0014245589065008666,0.02300000000000002,0.9146666526794434,1.0,0.9983119964599609,0.9933629964192708,0.9735891819000244,0.9735431671142578,0.006336979807400719,0.03857421875,0.923828125,1.0,0.9985195994377136,0.9735891819000244,fixed_class
0.020657126793060337,800,0.989811299641927,0.989769287109375,0.0013521286998287325,0.024333333333333318,0.9266666769981384,1.0,0.9991408586502075,0.989811299641927,0.968955397605896,0.9689146280288696,0.004620528826038319,0.033203125,0.943359375,1.0,0.9986171126365662,0.968955397605896,fixed_class
0.020657126793060337,1000,0.9894572957356771,0.989418192545573,0.0017008263802753036,0.02300000000000002,0.9453333616256714,1.0,0.9993751645088196,0.9894573160807292,0.9653593301773071,0.9653215408325195,0.0033644545691108967,0.02685546875,0.931640625,1.0,0.9991406798362732,0.9653593301773071,fixed_class
0.020657126793060337,1200,0.9886737874348959,0.9886366373697917,0.0019607307143621085,0.025000000000000022,0.9440000057220459,1.0,0.9994261860847473,0.9886737670898438,0.9639500379562378,0.963914155960083,0.0023500518904966947,0.02490234375,0.9375,1.0,0.9994984865188599,0.9639500379562378,fixed_class
0.020657126793060337,1400,0.9883486938476562,0.9883130696614584,0.001946076613945018,0.02633333333333332,0.937333345413208,1.0,0.9993571043014526,0.9883487141927083,0.9616835117340088,0.9616491198539734,0.0019748136206871234,0.025390625,0.927734375,1.0,0.9993466138839722,0.9616835117340088,fixed_class
0.020657126793060337,1600,0.9885573323567708,0.9885229085286459,0.0017471496287535145,0.02400000000000002,0.9480000138282776,1.0,0.9995090961456299,0.988557373046875,0.9612334966659546,0.9612003564834595,0.002003802499972574,0.0283203125,0.92578125,1.0,0.9993060231208801,0.9612334966659546,fixed_class
0.020657126793060337,1800,0.9893124593098959,0.989279276529948,0.0018612212653874305,0.027666666666666673,0.9666666388511658,1.0,0.9998379945755005,0.989312479654948,0.9594563245773315,0.9594243168830872,0.0014406046652011236,0.02587890625,0.916015625,1.0,0.999127209186554,0.9594563841819763,fixed_class
0.020657126793060337,2000,0.9889159952799479,0.9888837890625,0.0015261854220609,0.02466666666666667,0.9679999947547913,1.0,0.999843418598175,0.9889159952799479,0.9590540528297424,0.9590229988098145,0.0017289612767452205,0.02880859375,0.92578125,1.0,0.9993208646774292,0.9590539932250977,fixed_class
0.020657126793060337,2200,0.9885189208984375,0.9884875895182291,0.0015843928261943037,0.025000000000000022,0.9613333344459534,1.0,0.9997699856758118,0.9885189208984375,0.9583262205123901,0.9582961797714233,0.0017683252440317797,0.029296875,0.912109375,1.0,0.9988502860069275,0.9583262801170349,fixed_class
0.020657126793060337,2400,0.9893327229817709,0.9893023681640625,0.001957779329300405,0.028666666666666674,0.9653333425521851,1.0,0.9997831583023071,0.989332763671875,0.9571704864501953,0.9571412801742554,0.0020582972997920676,0.0322265625,0.916015625,1.0,0.9989067316055298,0.9571705460548401,fixed_class
0.020657126793060337,2600,0.9897467041015625,0.9897171834309896,0.0017739267891839184,0.025000000000000022,0.981333315372467,1.0,0.9999343156814575,0.9897467041015625,0.9566954970359802,0.9566671848297119,0.0017115523005645987,0.029296875,0.923828125,1.0,0.9991304278373718,0.9566954970359802,fixed_class
0.020657126793060337,2800,0.9898065185546875,0.9897778727213542,0.0021161457769439396,0.027666666666666673,0.9760000109672546,1.0,0.9998846054077148,0.9898065999348958,0.9558538794517517,0.9558263421058655,0.0016584070786255921,0.02734375,0.916015625,1.0,0.998849630355835,0.9558538794517517,fixed_class
0.020657126793060337,3000,0.9904161376953124,0.9903882649739584,0.0015638961832657988,0.026000000000000023,0.9826666712760925,1.0,0.999941349029541,0.9904161376953124,0.9554874897003174,0.9554606676101685,0.0013745328727688849,0.02587890625,0.931640625,1.0,0.9992858171463013,0.9554874897003174,fixed_class
0.020657126793060337,3200,0.9909396158854167,0.9909123738606771,0.0013425360034717971,0.022333333333333316,0.9866666793823242,1.0,0.9999752640724182,0.9909396158854167,0.9549203515052795,0.9548944234848022,0.0012574424880844146,0.0234375,0.931640625,1.0,0.9992777705192566,0.9549203515052795,fixed_class
0.020657126793060337,3400,0.99225927734375,0.992232889811198,0.0017421713938081112,0.02566666666666667,0.981333315372467,1.0,0.9999527335166931,0.992259297688802,0.9537503719329834,0.9537251591682434,0.0015288714216182854,0.0263671875,0.94140625,1.0,0.9994298815727234,0.9537503719329834,fixed_class
0.020657126793060337,3600,0.9913319498697917,0.9913063354492188,0.0016829976431224538,0.02566666666666667,0.9919999837875366,1.0,0.9999883770942688,0.9913319498697917,0.9543274641036987,0.9543029069900513,0.001695112788602814,0.02587890625,0.9375,1.0,0.9993987679481506,0.954327404499054,fixed_class
0.020657126793060337,3800,0.9927023111979166,0.9926774088541667,0.001873352196830533,0.026000000000000023,0.984000027179718,1.0,0.9999533891677856,0.992702392578125,0.9537402391433716,0.953716516494751,0.0014762633185444942,0.02392578125,0.931640625,1.0,0.999212920665741,0.9537402391433716,fixed_class
0.020657126793060337,4000,0.9932958577473958,0.9932715454101563,0.0019672138731137104,0.02833333333333332,0.9919999837875366,1.0,0.9999784827232361,0.9932958577473958,0.9530291557312012,0.9530060291290283,0.0013719397598458195,0.02294921875,0.9375,1.0,0.9994006156921387,0.9530291557312012,fixed_class
0.051642816982650844,0,1.2514581705729166,1.2512596028645833,0.009393140799952166,0.04966666666666669,0.9213333129882812,1.0,0.9978881478309631,1.2514581705729166,1.248301386833191,1.248103380203247,0.008497733138953726,0.04736328125,0.876953125,1.0,0.9967879056930542,1.2483015060424805,fixed_good
0.051642816982650844,200,1.0389539184570313,1.0388611043294271,0.010942356118292215,0.06166666666666665,0.8986666798591614,1.0,0.996717095375061,1.0389539184570313,1.0236198902130127,1.0235278606414795,0.006548783081885133,0.05029296875,0.91015625,1.0,0.9975875020027161,1.0236198902130127,fixed_good
0.051642816982650844,400,1.0036528930664061,1.003591796875,0.00784818190229115,0.05033333333333334,0.9226666688919067,1.0,0.9978837370872498,1.0036528930664061,0.9853311777114868,0.9852701425552368,0.005984205281332438,0.0458984375,0.91796875,1.0,0.9985042810440063,0.9853311777114868,fixed_good
0.051642816982650844,600,0.9944463297526042,0.9943971761067708,0.006269357562833084,0.04366666666666669,0.9573333263397217,1.0,0.9990794062614441,0.9944463297526042,0.973763108253479,0.9737143516540527,0.0049770197690646775,0.04052734375,0.91796875,1.0,0.9981639981269836,0.973763108253479,fixed_good
0.051642816982650844,800,0.9909148559570312,0.9908712158203125,0.004910912779495268,0.042333333333333334,0.9506666660308838,1.0,0.9992769956588745,0.9909148559570312,0.9675402641296387,0.9674973487854004,0.00402827340075179,0.041015625,0.94140625,1.0,0.9982553124427795,0.9675403237342834,fixed_good
0.051642816982650844,1000,0.989032002766927,0.9889912109375,0.003168401325766651,0.03266666666666668,0.9506666660308838,1.0,0.9995066523551941,0.989032002766927,0.9653064012527466,0.9652665853500366,0.0027974650391786437,0.03271484375,0.953125,1.0,0.9993131160736084,0.9653064012527466,fixed_good
0.051642816982650844,1200,0.9885998128255208,0.9885609944661459,0.002844295970340526,0.028666666666666674,0.9613333344459534,1.0,0.9995483160018921,0.9885998331705729,0.9636993408203125,0.9636615514755249,0.002068152812657781,0.02685546875,0.935546875,1.0,0.999151885509491,0.9636993408203125,fixed_good
0.051642816982650844,1400,0.9877455444335937,0.9877081502278646,0.0019281588403543839,0.02633333333333332,0.9679999947547913,1.0,0.9997801184654236,0.9877455240885417,0.9627228379249573,0.9626865983009338,0.001751065179878956,0.0224609375,0.9453125,1.0,0.999315619468689,0.9627228379249573,fixed_good
0.051642816982650844,1600,0.9878453776041667,0.987809326171875,0.001486958389090223,0.02533333333333332,0.9599999785423279,1.0,0.9997420907020569,0.9878453369140625,0.9613645076751709,0.9613296985626221,0.0025643631145784874,0.0263671875,0.94140625,1.0,0.9990740418434143,0.9613646268844604,fixed_good
0.051642816982650844,1800,0.9874536336263021,0.987418701171875,0.0017275039313099914,0.02733333333333332,0.9733333587646484,1.0,0.9998642802238464,0.9874536539713542,0.9597426652908325,0.9597089290618896,0.0019253562577498382,0.0234375,0.93359375,1.0,0.9992867708206177,0.9597426652908325,fixed_good
