beta,step,test_best_mse,test_class_mi_norm,test_class_purity,test_eff_frac_mean,test_eff_frac_min,test_expert_align_m,test_expert_diversity,test_soft_mse,test_usage_entropy,variant
0.5253468657938833,0,1.0001267194747925,0.0014095314545556903,0.03906249557621777,0.9995048344135284,0.9994885325431824,0.017999673262238503,0.8658812642097473,1.0001496076583862,0.9996868371963501,hard_cold
0.5253468657938833,200,0.953671932220459,0.0,0.03125,0.29542297672014683,0.000993286375887692,0.015058709308505058,0.4330662786960602,0.953671932220459,-0.0,hard_cold
0.5253468657938833,400,0.9266828298568726,0.0,0.001953125,0.250732421875,0.0009765625,0.01343710906803608,0.6175525188446045,0.9266828298568726,-0.0,hard_cold
0.5253468657938833,600,0.9089622497558594,0.0,0.001953125,0.250732421875,0.0009765625,0.01254220400005579,0.684206485748291,0.9089622497558594,-0.0,hard_cold
0.5253468657938833,800,0.8962129950523376,0.0,0.04296875,0.250732421875,0.0009765625,0.011893853545188904,0.7186944484710693,0.8962129950523376,-0.0,hard_cold
0.5253468657938833,1000,0.8854352235794067,0.0,0.015625,0.250732421875,0.0009765625,0.011420288123190403,0.7396829724311829,0.8854352235794067,-0.0,hard_cold
0.5253468657938833,1200,0.8763304948806763,0.0,0.0,0.250732421875,0.0009765625,0.010886384174227715,0.7537238001823425,0.8763304948806763,-0.0,hard_cold
0.5253468657938833,1400,0.8708429336547852,0.0,0.05078125,0.250732421875,0.0009765625,0.01051955483853817,0.7637507319450378,0.8708429336547852,-0.0,hard_cold
0.5253468657938833,1600,0.8679704666137695,0.0,0.009765625,0.250732421875,0.0009765625,0.010247009806334972,0.7712423205375671,0.8679704666137695,-0.0,hard_cold
0.5253468657938833,1800,0.8651966452598572,0.0,0.013671875,0.250732421875,0.0009765625,0.010054327547550201,0.7770206928253174,0.8651966452598572,-0.0,hard_cold
0.5253468657938833,2000,0.8621034622192383,0.0,0.005859375,0.250732421875,0.0009765625,0.00983989704400301,0.7816040515899658,0.8621034622192383,-0.0,hard_cold
0.5253468657938833,2200,0.8611101508140564,0.0,0.015625,0.250732421875,0.0009765625,0.009758396074175835,0.7853087782859802,0.8611101508140564,-0.0,hard_cold
0.5253468657938833,2400,0.8591825366020203,0.0,0.06640625,0.250732421875,0.0009765625,0.0096051637083292,0.7883577346801758,0.8591825366020203,-0.0,hard_cold
0.5253468657938833,2600,0.8586277961730957,0.0,0.029296875,0.250732421875,0.0009765625,0.009418418630957603,0.790897011756897,0.8586277961730957,-0.0,hard_cold
0.5253468657938833,2800,0.8578181266784668,0.0,0.041015625,0.250732421875,0.0009765625,0.00934904720634222,0.7930382490158081,0.8578181266784668,-0.0,hard_cold
0.5253468657938833,3000,0.8574603796005249,0.0,0.037109375,0.250732421875,0.0009765625,0.009310772642493248,0.7948613166809082,0.8574603796005249,-0.0,hard_cold
