baseline_loss,step
1.4049252271652222,1
0.0222338680177927,500
0.026926390826702118,1000
0.01703185960650444,1500
0.01624317094683647,2000
0.01621265336871147,2500
0.01870623603463173,3000
0.015598028898239136,3500
0.013565226458013058,4000
0.014440025202929974,4500
0.016039596870541573,5000
0.01430930383503437,5500
0.01525529008358717,6000
0.01658507250249386,6500
0.014032358303666115,7000
0.013018502853810787,7500
0.013368584215641022,8000
0.01309970673173666,8500
0.014170857146382332,9000
0.014148938469588757,9500
0.015113191679120064,10000
0.013161128386855125,10500
0.013993147760629654,11000
0.014428095892071724,11500
0.015430843457579613,12000
