alpha,beta_lambda_proxy,beta_z_theory,in_search_window,lambda_between_top,lambda_class_proxy,routeability_proxy,sigma2,snr_proxy,t,v_z
0.9801986737449383,3.393081571738668,13.076907288015317,0.0,34.56774139404297,0.25947125700343143,2.302600510494509,0.03921055998866407,6.786163143477335,0.019999999552965164,4.894123556160295
0.9439127735747188,3.339609724680594,13.8794084267734,0.0,34.56774139404297,0.24061614313751886,2.230598622636238,0.10902867588248166,6.679219449361188,0.057721517980098724,4.6111475382872875
0.9089701349975862,3.283804770721753,14.716924644450984,0.0,34.56774139404297,0.22313118060028334,2.1566747544429887,0.17377329368246996,6.567609541443506,0.09544304013252258,4.348734640299405
0.8753210419479464,3.2256798061327285,15.58925939328257,0.0,34.56774139404297,0.2069168088589685,2.081002042338495,0.2338130735231616,6.451359612265457,0.13316455483436584,4.105390665805309
0.8429176019945618,3.1652627404528357,16.495993809168354,0.0,34.56774139404297,0.19188069400787514,2.0037776432197987,0.28948991624773757,6.3305254809056715,0.1708860695362091,3.8797298750457374
0.8117137024046488,3.1025972747634043,17.436472029828224,0.0,34.56774139404297,0.17793721513479638,1.9252219698738608,0.34112086532853725,6.2051945495268095,0.20860758423805237,3.6704672763226687
0.7816649258412918,3.0377436437694634,18.40979005770017,0.0,34.56774139404297,0.1650069682624589,1.845577289052355,0.38899994370952784,6.075487287538927,0.24632911384105682,3.4764111811927503
0.7527285229760499,2.970779275012195,19.414785866533197,0.0,34.56774139404297,0.15301632968989692,1.7651059001683962,0.4333997706982944,5.941558550024389,0.2840506434440613,3.2964566511300992
0.7248633257209097,2.9017990946547982,20.450034812177968,0.0,34.56774139404297,0.14189702468999127,1.6840875971478804,0.47457315902482233,5.803598189309596,0.32177215814590454,3.129579024573987
0.6980296679841579,2.8309155630049783,21.513849099468157,1.0,34.56774139404297,0.13158573112214314,1.6028165849727583,0.5127545826139263,5.6618311260099565,0.3594936728477478,2.974827967980037
