baseline_loss,step
1.1235902309417725,1
0.01929841935634613,500
0.02319275215268135,1000
0.01724684052169323,1500
0.015189534984529018,2000
0.017443940043449402,2500
0.016934216022491455,3000
0.01695563644170761,3500
0.011725043877959251,4000
0.017195530235767365,4500
0.015204880386590958,5000
0.015001533553004265,5500
0.012586144730448723,6000
0.01282070204615593,6500
0.016269389539957047,7000
0.011471676640212536,7500
0.014239639043807983,8000
0.014657020568847656,8500
0.010904356837272644,9000
0.018820468336343765,9500
0.012683026492595673,10000
0.011724019423127174,10500
0.015718691051006317,11000
0.012753135524690151,11500
0.014016211032867432,12000
0.012397101148962975,12500
0.014027338474988937,13000
0.013264923356473446,13500
0.014992548152804375,14000
0.012605714611709118,14500
0.012430444359779358,15000
0.01265045627951622,15500
0.01396894734352827,16000
0.01245871465653181,16500
0.016758926212787628,17000
0.01755840703845024,17500
0.01651248335838318,18000
0.010049532167613506,18500
0.010867091827094555,19000
0.011112885549664497,19500
0.013540680520236492,20000
0.015959786251187325,20500
0.01282703410834074,21000
0.012768532149493694,21500
0.012312756851315498,22000
0.013994527980685234,22500
0.014949213713407516,23000
0.014740834943950176,23500
0.014960860833525658,24000
0.011312651447951794,24500
0.011070646345615387,25000
0.012795602902770042,25500
0.012476710602641106,26000
0.014483537524938583,26500
0.016175024211406708,27000
0.011898649856448174,27500
0.010200697928667068,28000
0.013455159962177277,28500
0.01598038524389267,29000
0.011945071630179882,29500
0.013933490961790085,30000
0.014374852180480957,30500
0.01300014927983284,31000
0.012062892317771912,31500
0.01196330226957798,32000
0.015489203855395317,32500
0.011942374520003796,33000
0.012721656821668148,33500
0.01508486270904541,34000
0.01602765917778015,34500
0.013812603428959846,35000
0.012998930178582668,35500
0.015882492065429688,36000
0.012421626597642899,36500
0.01394715066999197,37000
0.01211310364305973,37500
0.01526677142828703,38000
0.01047976128757,38500
0.01264138799160719,39000
0.01114627718925476,39500
0.015360253863036633,40000
0.01015347708016634,40500
0.012099888175725937,41000
0.009049435146152973,41500
0.008392147719860077,42000
0.01553313247859478,42500
0.013665537349879742,43000
0.01701776683330536,43500
0.009833197109401226,44000
0.012742730788886547,44500
0.01606920175254345,45000
0.010026635602116585,45500
0.012704553082585335,46000
0.01342231035232544,46500
0.016884518787264824,47000
0.014786511659622192,47500
0.009518096223473549,48000
0.012450208887457848,48500
0.014371003024280071,49000
0.012593207880854607,49500
0.011997019872069359,50000
0.011159656569361687,50500
0.015389135107398033,51000
0.014021821320056915,51500
0.01077304594218731,52000
0.009695625863969326,52500
0.011401651427149773,53000
0.014381499961018562,53500
0.013293659314513206,54000
0.013258986175060272,54500
0.013297082856297493,55000
0.013317516073584557,55500
0.012120394967496395,56000
0.014272831380367279,56500
0.01371977012604475,57000
0.009675255976617336,57500
0.013734579086303711,58000
0.01435649674385786,58500
0.01513422280550003,59000
0.013593743555247784,59500
0.010870082303881645,60000
