A_cond_smax_over_smin,A_rank_eps1e-8,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_4,A_sval_5,A_sval_6,A_sval_7,A_sval_8,A_sval_9,A_sval_max,A_sval_min,bayes_decision_entropy_t,beta_x,delta_A_mean_min_interexpert,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,oracle_usage_4,oracle_usage_5,oracle_usage_6,oracle_usage_7,oracle_usage_8,oracle_usage_9,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,risk_usage_4,risk_usage_5,risk_usage_6,risk_usage_7,risk_usage_8,risk_usage_9,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,teacher_usage_4,teacher_usage_5,teacher_usage_6,teacher_usage_7,teacher_usage_8,teacher_usage_9,v_t
5881171.5,10.0,1.4175434112548828,5.9596564824460074e-05,4.946024273522198e-05,3.886311606038362e-05,2.372508606640622e-05,1.63928052643314e-05,7.598639058414847e-06,6.545057658513542e-06,3.300753405710566e-06,2.410307899936015e-07,1.4175434112548828,2.410307899936015e-07,0.15023966133594513,80.0,5.796551931780414e-07,12288,0.237548828125,0.067626953125,0.045166015625,0.0687662735581398,0.055419921875,0.0611979179084301,0.0533854179084301,0.0525716133415699,0.0646158829331398,0.293701171875,0.271728515625,9.248896276403684e-06,1.6838312149047852e-06,0.9054362177848816,0.0,0.0,0.0,0.0,0.010498046875,0.0,0.0,0.0840657576918602,0.0,0.0004593348712660372,0.000154628767631948,0.019999999552965164,0.9999829530715942,0.10018056631088257,0.1000247597694397,0.10001788288354874,0.10003555566072464,0.0998716652393341,0.10011834651231766,0.09982709586620331,0.09991046786308289,0.1000450849533081,0.09996858984231949,0.2611272931098938
797055.375,10.0,0.5509090423583984,1.588353370607365e-05,1.062441060639685e-05,7.737960004305933e-06,5.303465968609089e-06,3.3993308079516282e-06,3.090093514401815e-06,2.0325626337580616e-06,1.1623054660958587e-06,6.911803893672186e-07,0.5509090423583984,6.911803893672186e-07,0.28816574811935425,80.0,1.4603138254187797e-07,12288,0.2494303435087204,0.0712076798081398,0.022216796875,0.09375,0.05712890625,0.0452473945915699,0.0659993514418602,0.062744140625,0.0387369804084301,0.2935384213924408,0.272216796875,3.91699768442777e-06,2.5331974029541016e-07,0.37890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62109375,0.00016535859322175384,5.137129846843891e-05,0.1495652198791504,0.9999982714653015,0.10004202276468277,0.10001695156097412,0.09996747225522995,0.10001038759946823,0.09995836764574051,0.10000234097242355,0.09996253997087479,0.10000341385602951,0.09998065233230591,0.10005582123994827,0.429795503616333
17580358.0,10.0,0.3795657455921173,7.539182206528494e-06,4.922765583614819e-06,4.7435846681764815e-06,3.243882474635029e-06,2.1307037059159484e-06,1.7352559780192678e-06,7.333188705160865e-07,3.5361458117222355e-07,2.159033130055832e-08,0.3795657455921173,2.159033130055832e-08,0.24029932916164398,80.0,4.898756955640238e-08,12288,0.27490234375,0.053955078125,0.03092447854578495,0.0830891951918602,0.072265625,0.04345703125,0.0774739608168602,0.0559895820915699,0.0431315116584301,0.2648111879825592,0.2709147334098816,2.94276537715632e-06,5.079434686194872e-07,0.758056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241943359375,0.00010452426795382053,3.330953768454492e-05,0.2791304588317871,0.9999992251396179,0.10003527998924255,0.09999179095029831,0.09999620169401169,0.09999287128448486,0.09998916834592819,0.09999540448188782,0.09999337047338486,0.09999018907546997,0.09999600797891617,0.10001970082521439,0.5599604845046997
863056.75,10.0,0.288827121257782,7.151079444156494e-06,4.7727830860822e-06,3.958037268603221e-06,1.9318272279633675e-06,1.5838539866308565e-06,1.1383041282897466e-06,8.271135243376193e-07,5.146860075910809e-07,3.346559935835103e-07,0.288827121257782,3.346559935835103e-07,0.25940099358558655,80.0,4.600733660709011e-08,12288,0.2893880307674408,0.0508626289665699,0.0302734375,0.0891927108168602,0.0791015625,0.0516764335334301,0.0694986954331398,0.0631510391831398,0.0430501289665699,0.2338053435087204,0.2708333432674408,2.062642579403473e-06,2.4586915969848633e-07,0.8189290165901184,0.0,0.0,0.10107421875,0.0,0.0,0.0,0.0,0.0,0.0799967423081398,7.274215022334829e-05,2.3330456315306947e-05,0.40869566798210144,0.9999997019767761,0.10002455860376358,0.09999749809503555,0.09999477118253708,0.09999939799308777,0.0999947264790535,0.10000183433294296,0.0999935045838356,0.09999468177556992,0.0999964252114296,0.10000261664390564,0.6604117155075073
2708864.75,10.0,0.22912219166755676,5.5576374506927095e-06,3.453459839874995e-06,2.0578786461555865e-06,1.7879450524560525e-06,1.1815694733741111e-06,7.195307603069523e-07,3.583363934467343e-07,2.0112464937938057e-07,8.458236777642014e-08,0.22912219166755676,8.458236777642014e-08,0.2255062460899353,80.0,2.421438694000244e-08,12288,0.3026529848575592,0.0511067695915699,0.028564453125,0.091796875,0.0777181014418602,0.0498860664665699,0.06005859375,0.062744140625,0.0416666679084301,0.2338053435087204,0.265625,1.6641474758216646e-06,2.7939677238464355e-07,0.7859700322151184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2140299528837204,5.8328540035290644e-05,1.839717515395023e-05,0.5382608771324158,0.9999998807907104,0.10001996159553528,0.09999697655439377,0.09999638050794601,0.10000112652778625,0.09999515861272812,0.10000170022249222,0.09999492019414902,0.09999531507492065,0.09999696165323257,0.10000143200159073,0.7379319667816162
23868206.0,9.0,0.18581540882587433,3.404525841688155e-06,2.695510374906007e-06,2.2922022253624164e-06,1.3418861044556252e-06,9.889765806292417e-07,6.27805547992466e-07,4.879325388174038e-07,1.7774287641714182e-07,7.785059707998698e-09,0.18581540882587433,7.785059707998698e-09,0.1361611783504486,80.0,2.0116567966965704e-08,12288,0.308837890625,0.0523274727165699,0.02766927145421505,0.091796875,0.07275390625,0.0520833320915699,0.0574544258415699,0.064697265625,0.0419921875,0.2303873747587204,0.2586263120174408,1.4503218608297175e-06,1.3476244475896237e-07,0.9051920771598816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948079451918602,4.7987814468797296e-05,1.4989404007792473e-05,0.6678261160850525,0.9999998807907104,0.10001640021800995,0.09999848157167435,0.09999427944421768,0.10000433027744293,0.09999513626098633,0.10000120103359222,0.09999345242977142,0.09999740868806839,0.09999625384807587,0.10000310093164444,0.7977562546730042
1523432.75,10.0,0.15275588631629944,3.931535047740908e-06,2.2049187009542948e-06,1.4151148661767365e-06,1.0205890248471405e-06,7.376007147286145e-07,5.512586653821927e-07,4.796086727765214e-07,1.514323173523735e-07,1.0027084584862678e-07,0.15275588631629944,1.0027084584862678e-07,0.22462962567806244,80.0,1.8905849330508318e-08,12288,0.3212890625,0.0524088554084301,0.02945963479578495,0.0848795548081398,0.0724283829331398,0.048095703125,0.0567220039665699,0.066650390625,0.04052734375,0.2275390625,0.2530924677848816,1.156370331045764e-06,6.705522537231445e-08,0.7875162959098816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124837189912796,4.064220411237329e-05,1.2760009667545091e-05,0.7973913550376892,0.9999998807907104,0.10001572966575623,0.09999775886535645,0.09999608248472214,0.10000210255384445,0.09999512881040573,0.0999998226761818,0.09999474883079529,0.09999608248472214,0.09999662637710571,0.1000058650970459,0.8439241051673889
3693117.5,10.0,0.12680065631866455,2.849160637197201e-06,2.59783587353013e-06,1.3719151183977374e-06,1.0213661880698055e-06,8.078871474026528e-07,5.994278922116791e-07,1.5853051138492447e-07,4.978939571742558e-08,3.433431317034774e-08,0.12680065631866455,3.433431317034774e-08,0.2745383083820343,80.0,1.685693895581153e-08,12288,0.3138834536075592,0.049560546875,0.0283203125,0.076904296875,0.0790201798081398,0.0462239570915699,0.0579427070915699,0.06591796875,0.0398763008415699,0.2423502653837204,0.2447916716337204,4.427575674981199e-07,3.259629011154175e-08,0.7218424677848816,0.0,0.0,0.009358723647892475,0.0,0.0,0.0,0.0,0.0,0.268798828125,3.663100869744085e-05,1.1466107935120817e-05,0.9269565939903259,0.9999998807907104,0.10001152753829956,0.09999772161245346,0.09999660402536392,0.10000073164701462,0.0999961867928505,0.09999945014715195,0.09999658912420273,0.09999687224626541,0.09999614208936691,0.10000810772180557,0.8795527815818787
6327673.5,10.0,0.10552801191806793,3.9989599827094935e-06,2.993708449139376e-06,1.2684887451541726e-06,9.271989256376401e-07,5.650489356412436e-07,4.5226181555335643e-07,2.625330921546265e-07,8.711388232995887e-08,1.6677221381655727e-08,0.10552801191806793,1.6677221381655727e-08,0.5371522307395935,80.0,2.7567148563889532e-08,12288,0.3345540463924408,0.04931640625,0.027099609375,0.0746256485581398,0.080078125,0.0498860664665699,0.0623372383415699,0.0645345076918602,0.0390625,0.218505859375,0.2303059995174408,7.184514174696233e-07,4.7497451305389404e-08,0.4681803286075592,0.0,0.0,0.1183268204331398,0.0,0.2747395932674408,0.0,0.0,0.0,0.1387532502412796,3.2572475902270526e-05,1.100156623579096e-05,1.0565217733383179,0.9999998807907104,0.10001274198293686,0.0999981164932251,0.09999667853116989,0.10000059753656387,0.0999976173043251,0.09999862313270569,0.09999833256006241,0.09999757260084152,0.09999652951955795,0.10000316053628922,0.9070480465888977
9444684.0,9.0,0.08789382129907608,4.218236881570192e-06,3.2835198453540215e-06,1.1784985645135748e-06,9.018576179187221e-07,7.099042136360367e-07,4.592284028603899e-07,2.310636517677267e-07,1.1413006006932847e-07,9.306168280431848e-09,0.08789382129907608,9.306168280431848e-09,0.4287647008895874,80.0,2.044253122335249e-08,12288,0.33544921875,0.0486653633415699,0.02547200582921505,0.069091796875,0.078125,0.0476888008415699,0.0625813826918602,0.0646158829331398,0.0399576835334301,0.2283528596162796,0.2146809995174408,6.108151069383894e-07,1.0617077350616455e-07,0.46533203125,0.0,0.0,0.0,0.0,0.4047037661075592,0.0,0.0,0.0,0.1299641877412796,3.1364332244265825e-05,1.0394351193099283e-05,1.1860870122909546,0.9999998807907104,0.10001041740179062,0.0999985858798027,0.09999630600214005,0.1000005379319191,0.09999667853116989,0.09999886155128479,0.0999988541007042,0.09999831765890121,0.09999576956033707,0.10000565648078918,0.9282670021057129
