beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,spec_delta,spec_t_star,spec_window_frac,step,t_max_batch,t_mean,t_min_batch,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3,usage_4,usage_5,usage_6,usage_7,usage_8,usage_9
0.0,0.0,0.0,0.013551360927522182,0.013316553086042404,0.01351198274642229,0.0,0.2,0.9630379676818848,0.85,1,2.8106749057769775,0.9787072539329529,0.117055743932724,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.012445216067135334,0.012388095259666443,0.012418595142662525,0.0,0.2,0.9630379676818848,0.85,500,2.9099948406219482,1.0575159788131714,0.09115064144134521,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.012720884755253792,0.012674914672970772,0.01269521750509739,0.0,0.2,0.9630379676818848,0.85,1000,2.6171181201934814,1.0150800943374634,0.17619600892066956,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.012904186733067036,0.01286356896162033,0.012878692708909512,0.0,0.2,0.9630379676818848,0.85,1500,2.900858163833618,1.035631537437439,0.048585742712020874,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.012536314316093922,0.012488474138081074,0.012510478496551514,0.0,0.2,0.9630379676818848,0.85,2000,2.8549466133117676,1.0637928247451782,0.053565993905067444,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.012070299126207829,0.012028032913804054,0.012044630013406277,0.0,0.2,0.9630379676818848,0.85,2500,2.91027569770813,1.0071638822555542,0.10566443204879761,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.011518293060362339,0.011398819275200367,0.011479048989713192,0.0,0.2,0.9630379676818848,0.85,3000,2.6156229972839355,1.0643460750579834,0.30714893341064453,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.4050925672054291,0.4050925672054291,0.4050925672054291,0.012448633089661598,0.012133821845054626,0.01237188559025526,0.0050636574074074065,0.2,0.9630379676818848,0.85,3500,2.6645612716674805,1.0216124057769775,0.08922718465328217,1.0,0.09999601542949677,0.10000277310609818,0.09999395161867142,0.09999197721481323,0.10000377893447876,0.10000306367874146,0.10000303387641907,0.10000383108854294,0.1000015065073967,0.10000006854534149
1.5740740299224854,1.5740740299224854,1.5740740299224854,0.013341995887458324,0.013301167637109756,0.013316459022462368,0.019675925925925927,0.2,0.9630379676818848,0.85,4000,2.9908461570739746,1.0096582174301147,0.13229243457317352,1.0,0.10000014305114746,0.09999985992908478,0.09999995678663254,0.09999991953372955,0.10000017285346985,0.09999978542327881,0.10000002384185791,0.09999995678663254,0.10000023990869522,0.09999996423721313
3.4375,3.4375,3.4375,0.013887858018279076,0.013810700736939907,0.013858792372047901,0.04296875,0.2,0.9630379676818848,0.85,4500,2.9487593173980713,1.056165099143982,0.06268060207366943,1.0,0.10000043362379074,0.09999890625476837,0.1000024676322937,0.10000105202198029,0.09999987483024597,0.09999962896108627,0.09999918192625046,0.09999998658895493,0.09999826550483704,0.10000018030405045
5.925926208496094,5.925926208496094,5.925926208496094,0.013310412876307964,0.013273732736706734,0.013284928165376186,0.07407407407407407,0.2,0.9630379676818848,0.85,5000,2.88431978225708,1.0383625030517578,0.058225106447935104,1.0,0.09999990463256836,0.09999942779541016,0.09999938309192657,0.09999997168779373,0.10000007599592209,0.09999997913837433,0.1000005304813385,0.10000070184469223,0.09999978542327881,0.10000024735927582
8.9699068069458,8.9699068069458,8.9699068069458,0.012499417178332806,0.012463986873626709,0.012474039569497108,0.11212384259259262,0.2,0.9630379676818848,0.85,5500,2.4702842235565186,0.99122154712677,0.239327535033226,0.9999998807907104,0.10000035166740417,0.09999988973140717,0.10000029951334,0.10000009834766388,0.09999915212392807,0.0999998077750206,0.09999952465295792,0.10000075399875641,0.10000042617321014,0.09999968111515045
12.5,12.5,12.5,0.013409575447440147,0.013362209312617779,0.013383874669671059,0.15625,0.2,0.9630379676818848,0.85,6000,2.633208751678467,1.0020527839660645,0.13065539300441742,1.0,0.09999807924032211,0.10000114887952805,0.10000092536211014,0.10000117123126984,0.09999985247850418,0.09999971091747284,0.1000005304813385,0.09999851137399673,0.10000263154506683,0.09999742358922958
