A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.7417371869087219,0.7446535229682922,2,128,cifar10,pca,0.7440928220748901,0.7407386898994446,0.5239999890327454,0.7664999961853027,0.0032361019402742386,0.7439748048782349,0.6815000176429749,0.8429999947547913,0.0015887463232502341,0.7423275113105774,0.5239999890327454,0.7664999961853027,0.0032361019402742386,0.7439748048782349,0.5254999995231628,0.7609999775886536,0.0032520615495741367,0.7439907789230347,0.15
0.6043587923049927,0.6078921556472778,2,128,cifar10,pca,0.6080488562583923,0.604758083820343,0.527999997138977,0.7384999990463257,0.003180583706125617,0.6079385876655579,0.7384999990463257,0.8429999947547913,0.0010990091832354665,0.6058570742607117,0.527999997138977,0.7384999990463257,0.003180583706125617,0.6079385876655579,0.527999997138977,0.7394999861717224,0.0031777380499988794,0.6079357862472534,0.25
0.49456682801246643,0.4984848201274872,2,128,cifar10,pca,0.4985203742980957,0.4954644739627838,0.5210000276565552,0.7129999995231628,0.003052342450246215,0.49851685762405396,0.75,0.8429999947547913,0.0008833711035549641,0.4963478744029999,0.5210000276565552,0.7129999995231628,0.003052342450246215,0.49851685762405396,0.5230000019073486,0.7139999866485596,0.003043506061658263,0.4985080063343048,0.35
0.36493590474128723,0.36857613921165466,2,128,cifar10,pca,0.36951884627342224,0.3669888377189636,0.5364999771118164,0.6899999976158142,0.002481782343238592,0.36947065591812134,0.8034999966621399,0.8429999947547913,0.0005016850191168487,0.3674905300140381,0.5364999771118164,0.6899999976158142,0.002481782343238592,0.36947065591812134,0.5354999899864197,0.6859999895095825,0.002488367259502411,0.36947721242904663,0.5
0.24560046195983887,0.24848732352256775,2,128,cifar10,pca,0.2485407441854477,0.2466263473033905,0.5320000052452087,0.6499999761581421,0.0018869253108277917,0.24851325154304504,0.8610000014305115,0.8429999947547913,0.00021386095613706857,0.24684017896652222,0.5320000052452087,0.6499999761581421,0.0018869253108277917,0.24851325154304504,0.531000018119812,0.6520000100135803,0.0018935936968773603,0.2485199123620987,0.7
0.18157106637954712,0.1838352084159851,2,128,cifar10,pca,0.18298962712287903,0.18151625990867615,0.5235000252723694,0.6150000095367432,0.0014647046336904168,0.1829809546470642,0.8884999752044678,0.8429999947547913,0.00010287245822837576,0.18161912262439728,0.5235000252723694,0.6150000095367432,0.0014647046336904168,0.1829809546470642,0.527999997138977,0.6154999732971191,0.0014485015999525785,0.1829647570848465,0.85
0.11000406742095947,0.11149094998836517,2,128,cifar10,pca,0.11103690415620804,0.11011218279600143,0.5295000076293945,0.6035000085830688,0.0009072134271264076,0.11101939529180527,0.9010000228881836,0.8429999947547913,4.7035566240083426e-05,0.11015922576189041,0.5295000076293945,0.6035000085830688,0.0009072134271264076,0.11101939529180527,0.5289999842643738,0.609000027179718,0.0009056797134689987,0.1110178753733635,1.1
0.07371613383293152,0.07476982474327087,2,128,cifar10,pca,0.07445839047431946,0.07382460683584213,0.5149999856948853,0.5910000205039978,0.000614538264926523,0.074439138174057,0.9139999747276306,0.8429999947547913,2.1980798919685185e-05,0.07384658604860306,0.5149999856948853,0.5910000205039978,0.000614538264926523,0.074439138174057,0.515999972820282,0.5889999866485596,0.0006118965684436262,0.0744365006685257,1.3
0.04937693476676941,0.050093695521354675,2,128,cifar10,pca,0.049940075725317,0.04950346052646637,0.5084999799728394,0.5540000200271606,0.0004345131164882332,0.04993797838687897,0.9384999871253967,0.8429999947547913,8.927805538405664e-06,0.04951239004731178,0.5084999799728394,0.5540000200271606,0.0004345131164882332,0.04993797838687897,0.5070000290870667,0.5504999756813049,0.0004368863010313362,0.04994035139679909,1.5
0.027090389281511307,0.027493711560964584,2,128,cifar10,pca,0.02741500362753868,0.027172185480594635,0.4975000023841858,0.5475000143051147,0.0002483293355908245,0.027420513331890106,0.9539999961853027,0.8429999947547913,2.677703832887346e-06,0.02717486210167408,0.4975000023841858,0.5475000143051147,0.0002483293355908245,0.027420513331890106,0.49799999594688416,0.5410000085830688,0.00025013452977873385,0.02742231823503971,1.8
