beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,spec_delta,spec_t_star,spec_window_frac,step,t_max_batch,t_mean,t_min_batch,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
80.0,80.0,80.0,0.018050024285912514,0.017801325768232346,0.017826072871685028,1.0,0.2,0.8121519088745117,0.85,10500,2.9781813621520996,0.9162153005599976,0.11405450105667114,1.0,0.249978706240654,0.2500016391277313,0.24996912479400635,0.25005054473876953
80.0,80.0,80.0,0.018032724037766457,0.0175863578915596,0.01777172088623047,1.0,0.2,0.8121519088745117,0.85,11000,2.734659194946289,0.8941070437431335,0.06985382735729218,0.9999986886978149,0.250304639339447,0.24928018450737,0.250463604927063,0.2499515861272812
80.0,80.0,80.0,0.01945892907679081,0.01920761913061142,0.019235316663980484,1.0,0.2,0.8121519088745117,0.85,11500,2.930239677429199,0.8747671246528625,0.053462184965610504,0.9999999403953552,0.24996218085289001,0.249955415725708,0.2499757707118988,0.2501066029071808
80.0,80.0,80.0,0.01869146153330803,0.01840420439839363,0.018466100096702576,1.0,0.2,0.8121519088745117,0.85,12000,2.830533742904663,0.9085203409194946,0.04229661077260971,0.9999999403953552,0.2499125748872757,0.24998882412910461,0.24995525181293488,0.2501433491706848
80.0,80.0,80.0,0.018507326021790504,0.018251487985253334,0.018283432349562645,1.0,0.2,0.8121519088745117,0.85,12500,2.921414852142334,0.9286967515945435,0.0652434378862381,1.0,0.25002342462539673,0.24994322657585144,0.2500162720680237,0.25001704692840576
80.0,80.0,80.0,0.01900593750178814,0.018745416775345802,0.018779762089252472,1.0,0.2,0.8121519088745117,0.85,13000,2.9077067375183105,0.9131432771682739,0.027284318581223488,1.0,0.2500496506690979,0.2499954253435135,0.2499898374080658,0.24996507167816162
80.0,80.0,80.0,0.01840224489569664,0.018146222457289696,0.018178094178438187,1.0,0.2,0.8121519088745117,0.85,13500,2.85178804397583,0.9175522327423096,0.11660982668399811,1.0,0.25007444620132446,0.2500775158405304,0.24995863437652588,0.24988940358161926
80.0,80.0,80.0,0.01879446767270565,0.018175460398197174,0.01854732818901539,1.0,0.2,0.8121519088745117,0.85,14000,2.983062982559204,0.9242492914199829,0.0435953289270401,0.9999931454658508,0.25085559487342834,0.2513082027435303,0.24897922575473785,0.24885696172714233
80.0,80.0,80.0,0.01915396749973297,0.018894631415605545,0.01893000677227974,1.0,0.2,0.8121519088745117,0.85,14500,2.761409044265747,0.8838192224502563,0.03472915664315224,1.0,0.24998536705970764,0.25004059076309204,0.2500010132789612,0.24997302889823914
80.0,80.0,80.0,0.018052686005830765,0.01780560612678528,0.017829066142439842,1.0,0.2,0.8121519088745117,0.85,15000,2.829902410507202,0.9118695259094238,0.13600458204746246,1.0,0.2499895691871643,0.250000536441803,0.25001782178878784,0.2499920278787613
80.0,80.0,80.0,0.01926974579691887,0.01897546648979187,0.01904456689953804,1.0,0.2,0.8121519088745117,0.85,15500,2.995929002761841,0.9121774435043335,0.08589386940002441,0.9999999403953552,0.25017642974853516,0.24986225366592407,0.24996128678321838,0.2500000596046448
80.0,80.0,80.0,0.018888108432292938,0.01863139308989048,0.01866413652896881,1.0,0.2,0.8121519088745117,0.85,16000,2.8108575344085693,0.9338030815124512,0.036339469254016876,0.9999999403953552,0.24997907876968384,0.24999605119228363,0.2500399053096771,0.2499849796295166
80.0,80.0,80.0,0.01952926628291607,0.019278790801763535,0.019305404275655746,1.0,0.2,0.8121519088745117,0.85,16500,2.8549723625183105,0.8908931016921997,0.023370351642370224,1.0,0.24996991455554962,0.24997784197330475,0.24998684227466583,0.2500653862953186
80.0,80.0,80.0,0.018825480714440346,0.018443727865815163,0.01859547384083271,1.0,0.2,0.8121519088745117,0.85,17000,2.693849802017212,0.903168797492981,0.041485801339149475,0.9999989867210388,0.2505246102809906,0.2502920627593994,0.24951434135437012,0.24966897070407867
80.0,80.0,80.0,0.018299631774425507,0.018055018037557602,0.01807583123445511,1.0,0.2,0.8121519088745117,0.85,17500,2.9817898273468018,0.8889949321746826,0.031188610941171646,1.0,0.2500026822090149,0.24995960295200348,0.2499934583902359,0.2500442564487457
80.0,80.0,80.0,0.01877470314502716,0.018532246351242065,0.018550848588347435,1.0,0.2,0.8121519088745117,0.85,18000,2.9989736080169678,0.9177677035331726,0.062216341495513916,1.0,0.2500261962413788,0.2499665468931198,0.249995157122612,0.2500120997428894
80.0,80.0,80.0,0.018887288868427277,0.018642466515302658,0.01866409368813038,1.0,0.2,0.8121519088745117,0.85,18500,2.9384965896606445,0.8862166404724121,0.15311887860298157,1.0,0.249994158744812,0.25003647804260254,0.24993732571601868,0.25003209710121155
80.0,80.0,80.0,0.018674204126000404,0.018414627760648727,0.01845047064125538,1.0,0.2,0.8121519088745117,0.85,19000,2.9944663047790527,0.8986296653747559,0.13459420204162598,1.0,0.25004440546035767,0.24997329711914062,0.25002551078796387,0.24995677173137665
80.0,80.0,80.0,0.018169676885008812,0.017893418669700623,0.017945222556591034,1.0,0.2,0.8121519088745117,0.85,19500,2.9674768447875977,0.9234551191329956,0.06529773771762848,1.0,0.25005990266799927,0.25008726119995117,0.24997125566005707,0.2498815953731537
80.0,80.0,80.0,0.019150353968143463,0.018901826813817024,0.018926847726106644,1.0,0.2,0.8121519088745117,0.85,20000,2.992171049118042,0.9663722515106201,0.051357753574848175,1.0,0.25004926323890686,0.2500609755516052,0.2499561309814453,0.2499336302280426
80.0,80.0,80.0,0.02023877017199993,0.019972138106822968,0.02001456543803215,1.0,0.2,0.8121519088745117,0.85,20500,2.9288597106933594,0.900211751461029,0.024110564962029457,1.0,0.24999576807022095,0.2500757575035095,0.24990259110927582,0.2500258684158325
80.0,80.0,80.0,0.01825256273150444,0.017784198746085167,0.01801338978111744,1.0,0.2,0.8121519088745117,0.85,21000,2.9907665252685547,0.9017103314399719,0.14142046868801117,0.9999986290931702,0.25017520785331726,0.2499474287033081,0.2505975365638733,0.24927984178066254
80.0,80.0,80.0,0.018478810787200928,0.017981942743062973,0.018028195947408676,1.0,0.2,0.8121519088745117,0.85,21500,2.9418082237243652,0.9133147597312927,0.23485668003559113,0.9999996423721313,0.24973013997077942,0.24981200695037842,0.2501932382583618,0.25026464462280273
80.0,80.0,80.0,0.01865852065384388,0.018403789028525352,0.018434740602970123,1.0,0.2,0.8121519088745117,0.85,22000,2.899817705154419,0.9214001893997192,0.03336231783032417,1.0,0.24998386204242706,0.25000089406967163,0.2500004172325134,0.25001487135887146
80.0,80.0,80.0,0.01848367601633072,0.018235113471746445,0.0182601660490036,1.0,0.2,0.8121519088745117,0.85,22500,2.9397990703582764,0.9291688203811646,0.059045154601335526,1.0,0.24999205768108368,0.250004380941391,0.2500406503677368,0.24996289610862732
80.0,80.0,80.0,0.01876826584339142,0.01850089058279991,0.018543576821684837,1.0,0.2,0.8121519088745117,0.85,23000,2.769906997680664,0.871021032333374,0.07141421735286713,1.0,0.24994778633117676,0.25002050399780273,0.25000590085983276,0.25002583861351013
80.0,80.0,80.0,0.020205331966280937,0.019901543855667114,0.019979767501354218,1.0,0.2,0.8121519088745117,0.85,23500,2.4958724975585938,0.8640037178993225,0.02009676769375801,1.0,0.24997520446777344,0.24996207654476166,0.25000274181365967,0.25005996227264404
80.0,80.0,80.0,0.01785101555287838,0.017567507922649384,0.017626620829105377,1.0,0.2,0.8121519088745117,0.85,24000,2.8580477237701416,0.8784785866737366,0.16917787492275238,1.0,0.24995428323745728,0.25008347630500793,0.24985679984092712,0.25010544061660767
80.0,80.0,80.0,0.018312087282538414,0.01806197501718998,0.018088439479470253,1.0,0.2,0.8121519088745117,0.85,24500,2.8349876403808594,0.9071928858757019,0.05690022185444832,0.9999999403953552,0.2499791979789734,0.25000858306884766,0.24997299909591675,0.2500392198562622
80.0,80.0,80.0,0.0169760100543499,0.016610927879810333,0.016746001318097115,1.0,0.2,0.8121519088745117,0.85,25000,2.946868658065796,0.8957171440124512,0.05111764371395111,0.9999998211860657,0.25008267164230347,0.250015527009964,0.24975398182868958,0.25014781951904297
80.0,80.0,80.0,0.01832403801381588,0.01805930957198143,0.01809968613088131,1.0,0.2,0.8121519088745117,0.85,25500,2.8857297897338867,0.9259958267211914,0.22654402256011963,1.0,0.24996525049209595,0.24993783235549927,0.2500930726528168,0.2500038743019104
80.0,80.0,80.0,0.017388127744197845,0.017011823132634163,0.0171557255089283,1.0,0.2,0.8121519088745117,0.85,26000,2.949549436569214,0.8612861633300781,0.2473095953464508,0.9999995827674866,0.25016093254089355,0.24962107837200165,0.24986737966537476,0.25035062432289124
80.0,80.0,80.0,0.01856193132698536,0.018286483362317085,0.018337160348892212,1.0,0.2,0.8121519088745117,0.85,26500,2.9388277530670166,0.8949357271194458,0.02206861786544323,0.9999999403953552,0.24996477365493774,0.2500440180301666,0.24993807077407837,0.25005313754081726
80.0,80.0,80.0,0.017613127827644348,0.017350759357213974,0.01738874614238739,1.0,0.2,0.8121519088745117,0.85,27000,2.9988534450531006,0.9525774121284485,0.1501471996307373,1.0,0.2499620020389557,0.24999091029167175,0.2500517964363098,0.24999526143074036
80.0,80.0,80.0,0.019525885581970215,0.018908124417066574,0.019283920526504517,1.0,0.2,0.8121519088745117,0.85,27500,2.9528636932373047,0.8789874315261841,0.020096715539693832,0.9999884963035583,0.24758106470108032,0.25059032440185547,0.2511201500892639,0.2507084608078003
80.0,80.0,80.0,0.018729597330093384,0.018448829650878906,0.018504582345485687,1.0,0.2,0.8121519088745117,0.85,28000,2.9633259773254395,0.9287102222442627,0.08130721747875214,0.9999999403953552,0.25001245737075806,0.24998584389686584,0.24994152784347534,0.25006020069122314
80.0,80.0,80.0,0.018281716853380203,0.017997223883867264,0.018056660890579224,1.0,0.2,0.8121519088745117,0.85,28500,2.995572328567505,0.9500531554222107,0.12982387840747833,1.0,0.24995359778404236,0.24991609156131744,0.24998533725738525,0.25014498829841614
80.0,80.0,80.0,0.01907208003103733,0.018809407949447632,0.01884782500565052,1.0,0.2,0.8121519088745117,0.85,29000,2.980380058288574,0.8859764933586121,0.1123809665441513,1.0,0.2499568909406662,0.25006240606307983,0.2500000298023224,0.24998068809509277
80.0,80.0,80.0,0.01825851947069168,0.017981084063649178,0.018034078180789948,1.0,0.2,0.8121519088745117,0.85,29500,2.895677089691162,0.8791192173957825,0.0600317008793354,1.0,0.24997839331626892,0.2499702274799347,0.25009870529174805,0.24995264410972595
80.0,80.0,80.0,0.018882280215620995,0.018464716151356697,0.018652383238077164,1.0,0.2,0.8121519088745117,0.85,30000,2.896298408508301,0.8965919613838196,0.04543100669980049,0.9999992847442627,0.2503049671649933,0.2503160238265991,0.24989965558052063,0.24947932362556458
80.0,80.0,80.0,0.018856734037399292,0.01857665926218033,0.018631651997566223,1.0,0.2,0.8121519088745117,0.85,30500,2.934126377105713,0.8888770937919617,0.07267805933952332,0.9999999403953552,0.2500099837779999,0.24991941452026367,0.24991834163665771,0.25015226006507874
80.0,80.0,80.0,0.01743079349398613,0.017157267779111862,0.017192622646689415,1.0,0.2,0.8121519088745117,0.85,31000,2.926917314529419,0.9018712639808655,0.09822754561901093,1.0,0.25003206729888916,0.24997453391551971,0.24999040365219116,0.25000298023223877
80.0,80.0,80.0,0.017295192927122116,0.017035681754350662,0.01707109436392784,1.0,0.2,0.8121519088745117,0.85,31500,2.962458848953247,0.9418923854827881,0.25811460614204407,0.9999999403953552,0.2500259280204773,0.250016450881958,0.24995258450508118,0.25000500679016113
80.0,80.0,80.0,0.018454568460583687,0.018199201673269272,0.01823076233267784,1.0,0.2,0.8121519088745117,0.85,32000,2.9176106452941895,0.9402949810028076,0.10823671519756317,0.9999999403953552,0.24994835257530212,0.25004464387893677,0.250072717666626,0.24993431568145752
80.0,80.0,80.0,0.018072498962283134,0.017818987369537354,0.017848435789346695,1.0,0.2,0.8121519088745117,0.85,32500,2.8515379428863525,0.9169141054153442,0.07399816811084747,0.9999999403953552,0.2500060796737671,0.24998226761817932,0.2500860095024109,0.2499256283044815
80.0,80.0,80.0,0.01898692175745964,0.01826874166727066,0.01863863319158554,1.0,0.2,0.8121519088745117,0.85,33000,2.7757151126861572,0.8902052640914917,0.1243935227394104,0.9999972581863403,0.2504948675632477,0.24990913271903992,0.25067266821861267,0.24892333149909973
80.0,80.0,80.0,0.018523219972848892,0.018259478732943535,0.018299143761396408,1.0,0.2,0.8121519088745117,0.85,33500,2.941479206085205,0.9053558111190796,0.021664556115865707,0.9999999403953552,0.2500162422657013,0.2499275505542755,0.25003916025161743,0.2500170171260834
80.0,80.0,80.0,0.017939498648047447,0.017688561230897903,0.01771571859717369,1.0,0.2,0.8121519088745117,0.85,34000,2.9374308586120605,0.8821015357971191,0.04216080904006958,1.0,0.2499472200870514,0.24994789063930511,0.2500419318675995,0.2500629723072052
80.0,80.0,80.0,0.018972184509038925,0.018674664199352264,0.018745461478829384,1.0,0.2,0.8121519088745117,0.85,34500,2.954486131668091,0.9071229696273804,0.0445646308362484,0.9999999403953552,0.2501005530357361,0.2497827708721161,0.24998143315315247,0.25013527274131775
80.0,80.0,80.0,0.01657492108643055,0.016317907720804214,0.016351107507944107,1.0,0.2,0.8121519088745117,0.85,35000,2.990576982498169,0.9407508969306946,0.05588420853018761,0.9999999403953552,0.25004372000694275,0.25000882148742676,0.249924898147583,0.2500225603580475
80.0,80.0,80.0,0.019042201340198517,0.018750378862023354,0.018816672265529633,1.0,0.2,0.8121519088745117,0.85,35500,2.9639153480529785,0.8968036770820618,0.03696272522211075,0.9999999403953552,0.25015053153038025,0.2500382363796234,0.24985596537590027,0.24995525181293488
80.0,80.0,80.0,0.018856702372431755,0.018609466031193733,0.018632717430591583,1.0,0.2,0.8121519088745117,0.85,36000,2.9881372451782227,0.9056589007377625,0.05340879037976265,1.0,0.25004884600639343,0.25002703070640564,0.24990656971931458,0.25001755356788635
80.0,80.0,80.0,0.01862814836204052,0.01835119165480137,0.018403658643364906,1.0,0.2,0.8121519088745117,0.85,36500,2.990959405899048,0.9133185744285583,0.5430618524551392,1.0,0.24994438886642456,0.24992182850837708,0.25009411573410034,0.250039666891098
80.0,80.0,80.0,0.01790486089885235,0.01749393716454506,0.01767076924443245,1.0,0.2,0.8121519088745117,0.85,37000,2.979336738586426,0.8964880704879761,0.1982155442237854,0.9999991655349731,0.2503613531589508,0.24941015243530273,0.25031715631484985,0.2499113380908966
80.0,80.0,80.0,0.01750924624502659,0.017202533781528473,0.017282923683524132,1.0,0.2,0.8121519088745117,0.85,37500,2.9973387718200684,0.9460859298706055,0.1584305465221405,0.9999998211860657,0.2502307891845703,0.2499825358390808,0.24996653199195862,0.24982014298439026
80.0,80.0,80.0,0.0187811478972435,0.01851469837129116,0.01855686865746975,1.0,0.2,0.8121519088745117,0.85,38000,2.999448776245117,0.8763769865036011,0.026319529861211777,1.0,0.25000208616256714,0.25001680850982666,0.24997591972351074,0.25000521540641785
80.0,80.0,80.0,0.01838216744363308,0.018125444650650024,0.018158337101340294,1.0,0.2,0.8121519088745117,0.85,38500,2.8410873413085938,0.9072173833847046,0.18785078823566437,1.0,0.25002729892730713,0.250039279460907,0.2500258684158325,0.24990755319595337
80.0,80.0,80.0,0.0184398852288723,0.01818814128637314,0.018216179683804512,1.0,0.2,0.8121519088745117,0.85,39000,2.956235885620117,0.9180959463119507,0.19984468817710876,1.0,0.2500591576099396,0.24998000264167786,0.24997246265411377,0.24998839199543
80.0,80.0,80.0,0.017343834042549133,0.0170842707157135,0.017119787633419037,1.0,0.2,0.8121519088745117,0.85,39500,2.9462790489196777,0.9532506465911865,0.23530617356300354,1.0,0.24986869096755981,0.25001031160354614,0.25005674362182617,0.25006425380706787
80.0,80.0,80.0,0.017480064183473587,0.017220987007021904,0.017256228253245354,1.0,0.2,0.8121519088745117,0.85,40000,2.9992551803588867,0.9224402904510498,0.1306665688753128,1.0,0.2499396651983261,0.25003373622894287,0.25004905462265015,0.24997751414775848
80.0,80.0,80.0,0.01971030980348587,0.01805122382938862,0.01812751777470112,1.0,0.2,0.8121519088745117,0.85,40500,2.99579119682312,0.8828160166740417,0.140954852104187,0.9999999403953552,0.25003254413604736,0.2502106726169586,0.24989187717437744,0.24986492097377777
80.0,80.0,80.0,0.01766049675643444,0.017325496301054955,0.017433885484933853,1.0,0.2,0.8121519088745117,0.85,41000,2.9950032234191895,0.903093695640564,0.029862545430660248,0.9999998211860657,0.2498299479484558,0.25005459785461426,0.2501976788043976,0.24991780519485474
80.0,80.0,80.0,0.017776047810912132,0.017302805557847023,0.017535969614982605,1.0,0.2,0.8121519088745117,0.85,41500,2.780661106109619,0.9023827314376831,0.1861279457807541,0.9999986886978149,0.25028717517852783,0.2492891550064087,0.2505480647087097,0.24987560510635376
80.0,80.0,80.0,0.01827045902609825,0.018004661425948143,0.018046364188194275,1.0,0.2,0.8121519088745117,0.85,42000,2.7501699924468994,0.9172173738479614,0.021031105890870094,1.0,0.2498995065689087,0.25003039836883545,0.2500278055667877,0.25004228949546814
80.0,80.0,80.0,0.019318336620926857,0.018766842782497406,0.019044868648052216,1.0,0.2,0.8121519088745117,0.85,42500,2.9500510692596436,0.8867501020431519,0.05022754520177841,0.9999985098838806,0.25009679794311523,0.2507212162017822,0.24985696375370026,0.24932503700256348
80.0,80.0,80.0,0.018597504124045372,0.018354739993810654,0.018373966217041016,1.0,0.2,0.8121519088745117,0.85,43000,2.957568407058716,0.8833686709403992,0.08001693338155746,0.9999999403953552,0.2500220835208893,0.2500082850456238,0.249979168176651,0.24999047815799713
80.0,80.0,80.0,0.01851244829595089,0.0182622242718935,0.01828835904598236,1.0,0.2,0.8121519088745117,0.85,43500,2.91656231880188,0.8927189111709595,0.055727627128362656,0.9999999403953552,0.24996230006217957,0.249894917011261,0.2500954568386078,0.25004732608795166
80.0,80.0,80.0,0.018683340400457382,0.01833314448595047,0.018452245742082596,1.0,0.2,0.8121519088745117,0.85,44000,2.932446241378784,0.8678030967712402,0.4088714122772217,0.9999998211860657,0.2501722574234009,0.25015759468078613,0.24996143579483032,0.24970868229866028
80.0,80.0,80.0,0.01908290572464466,0.018839865922927856,0.01885940134525299,1.0,0.2,0.8121519088745117,0.85,44500,2.970895290374756,0.934787392616272,0.03724491596221924,1.0,0.24999605119228363,0.24998904764652252,0.2500307261943817,0.24998417496681213
80.0,80.0,80.0,0.017503462731838226,0.017244070768356323,0.01727951504290104,1.0,0.2,0.8121519088745117,0.85,45000,2.9615023136138916,0.9518593549728394,0.07657873630523682,1.0,0.2499554604291916,0.25001809000968933,0.25000661611557007,0.2500198483467102
80.0,80.0,80.0,0.018227435648441315,0.01797710359096527,0.01800374686717987,1.0,0.2,0.8121519088745117,0.85,45500,2.726613998413086,0.8779109716415405,0.05705646052956581,1.0,0.25001341104507446,0.24999795854091644,0.24998575448989868,0.2500028610229492
80.0,80.0,80.0,0.017848212271928787,0.017581190913915634,0.01762387901544571,1.0,0.2,0.8121519088745117,0.85,46000,2.9763779640197754,0.9571371078491211,0.041451141238212585,1.0,0.24992336332798004,0.2499411702156067,0.2500629723072052,0.25007250905036926
80.0,80.0,80.0,0.01720850169658661,0.01689458265900612,0.016982804983854294,1.0,0.2,0.8121519088745117,0.85,46500,2.8564205169677734,0.9064981937408447,0.049225740134716034,1.0,0.2501422166824341,0.2499162256717682,0.25003597140312195,0.24990561604499817
80.0,80.0,80.0,0.017851760610938072,0.01759137213230133,0.01762784644961357,1.0,0.2,0.8121519088745117,0.85,47000,2.892252206802368,0.9264249205589294,0.1547609120607376,0.9999999403953552,0.24999645352363586,0.24998246133327484,0.2499639391899109,0.2500571310520172
80.0,80.0,80.0,0.01877858303487301,0.018524255603551865,0.018554942682385445,1.0,0.2,0.8121519088745117,0.85,47500,2.9877922534942627,0.9059935808181763,0.22271256148815155,1.0,0.24992689490318298,0.25004470348358154,0.25002536177635193,0.25000303983688354
80.0,80.0,80.0,0.017402034252882004,0.01713404804468155,0.017177864909172058,1.0,0.2,0.8121519088745117,0.85,48000,2.984391212463379,0.9580262899398804,0.0822242796421051,1.0,0.25007617473602295,0.2500423789024353,0.24997207522392273,0.24990937113761902
80.0,80.0,80.0,0.018853388726711273,0.01853414997458458,0.018626391887664795,1.0,0.2,0.8121519088745117,0.85,48500,2.976264476776123,0.9243680238723755,0.11239245533943176,0.9999999403953552,0.2497795820236206,0.2501377463340759,0.24993903934955597,0.2501436471939087
80.0,80.0,80.0,0.01797495409846306,0.01762135699391365,0.01774776540696621,1.0,0.2,0.8121519088745117,0.85,49000,2.9476723670959473,0.9386643171310425,0.0972878485918045,0.9999998211860657,0.25018763542175293,0.24977388978004456,0.2500460147857666,0.2499924600124359
80.0,80.0,80.0,0.017857404425740242,0.017609238624572754,0.017633605748414993,1.0,0.2,0.8121519088745117,0.85,49500,2.7608768939971924,0.9394802451133728,0.06276664137840271,1.0,0.25000235438346863,0.25002944469451904,0.24995559453964233,0.25001260638237
80.0,80.0,80.0,0.017693130299448967,0.017439544200897217,0.017469340935349464,1.0,0.2,0.8121519088745117,0.85,50000,2.9293053150177,0.940039873123169,0.18785910308361053,1.0,0.2500211000442505,0.25003814697265625,0.24997226893901825,0.249968484044075
80.0,80.0,80.0,0.018418677151203156,0.017983224242925644,0.018186762928962708,1.0,0.2,0.8121519088745117,0.85,50500,2.9236390590667725,0.9211137294769287,0.1007835865020752,0.9999997615814209,0.25022995471954346,0.2501440644264221,0.24970221519470215,0.24992376565933228
80.0,80.0,80.0,0.018000777810811996,0.017746342346072197,0.01777682453393936,1.0,0.2,0.8121519088745117,0.85,51000,2.9043614864349365,0.9301484823226929,0.041791848838329315,1.0,0.25002437829971313,0.2500215768814087,0.24995873868465424,0.24999533593654633
80.0,80.0,80.0,0.018481522798538208,0.018218262121081352,0.01825745403766632,1.0,0.2,0.8121519088745117,0.85,51500,2.855842351913452,0.8806477189064026,0.03225304186344147,1.0,0.24997466802597046,0.25005048513412476,0.2499590516090393,0.25001582503318787
