A_cond_smax_over_smin,A_rank_eps1e-8,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_max,A_sval_min,bayes_decision_entropy_t,beta_x,delta_A_mean_min_interexpert,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,v_t
33881.9609375,4.0,0.5472927093505859,7.075341272866353e-05,4.102475577383302e-05,1.6152922398759983e-05,0.5472927093505859,1.6152922398759983e-05,5.979470391048736e-11,80.0,1.0414421922178008e-05,16384,0.23492431640625,0.1898193359375,0.4671630859375,0.10809326171875,0.8048095703125,4.9585218221182004e-05,3.2440944778500125e-05,0.0,0.0,1.0,0.0,0.00023746378428768367,5.9089325077366084e-05,0.019999999552965164,0.9999741315841675,0.25020959973335266,0.24999967217445374,0.2512153685092926,0.24857540428638458,0.2439037263393402
38300.07421875,4.0,0.25768551230430603,1.1508119314385112e-05,8.757111572776921e-06,6.728068456141045e-06,0.25768551230430603,6.728068456141045e-06,0.4996281564235687,80.0,1.6886741605048883e-06,16384,0.26812744140625,0.24462890625,0.19708251953125,0.2901611328125,0.795654296875,3.0053611226321664e-06,2.3469328880310059e-07,0.48394775390625,0.0,0.0,0.51605224609375,0.00014829794235993177,4.831953992834315e-05,0.1495652198791504,0.999995231628418,0.2500673234462738,0.2498973309993744,0.24995392560958862,0.25008150935173035,0.4165037274360657
41844.0078125,4.0,0.20004135370254517,1.1613831702561583e-05,6.309278433036525e-06,4.780645213031676e-06,0.20004135370254517,4.780645213031676e-06,0.13714778423309326,80.0,1.4709308970850543e-06,16384,0.30780029296875,0.24627685546875,0.18328857421875,0.26263427734375,0.77398681640625,2.323180069652153e-06,3.725290298461914e-09,0.95281982421875,0.0,0.0,0.04718017578125,0.00011339932098053396,3.5969271266367286e-05,0.2791304588317871,0.999997079372406,0.2501101791858673,0.24992282688617706,0.24991749227046967,0.2500494718551636,0.5497028827667236
42739.296875,4.0,0.1680895984172821,6.190146905282745e-06,4.977442586096004e-06,3.932905201509129e-06,0.1680895984172821,3.932905201509129e-06,0.15386947989463806,80.0,9.588897000867291e-07,16384,0.30352783203125,0.260498046875,0.20904541015625,0.2269287109375,0.73541259765625,3.183715762133943e-06,2.477318048477173e-07,0.94488525390625,0.0,0.0,0.05511474609375,9.877923730527982e-05,3.10918185277842e-05,0.40869566798210144,0.9999979734420776,0.250068724155426,0.24998414516448975,0.24995921552181244,0.24998794496059418,0.6524956822395325
42368.73828125,4.0,0.14691025018692017,6.778875558666186e-06,4.526964403339662e-06,3.4674210382945603e-06,0.14691025018692017,3.4674210382945603e-06,0.14330217242240906,80.0,7.024966066637717e-07,16384,0.303955078125,0.2672119140625,0.213134765625,0.2156982421875,0.66204833984375,3.1289687285607215e-06,4.172325134277344e-07,0.949951171875,0.050048828125,0.0,0.0,8.428809087490663e-05,2.6442521630087867e-05,0.5382608771324158,0.9999984502792358,0.2500629127025604,0.2500004768371582,0.24996457993984222,0.24997209012508392,0.7318229675292969
54955.76953125,4.0,0.13271841406822205,5.651897026837105e-06,5.107893230160698e-06,2.415004246358876e-06,0.13271841406822205,2.415004246358876e-06,0.639000415802002,80.0,2.601184121431288e-07,16384,0.27435302734375,0.2694091796875,0.23193359375,0.22430419921875,0.5555419921875,1.8969940356328152e-06,1.0803341865539551e-07,0.70806884765625,0.1595458984375,0.0926513671875,0.03973388671875,7.667652971576899e-05,2.487122401362285e-05,0.6678261160850525,0.9999988079071045,0.25001421570777893,0.2499912530183792,0.24999886751174927,0.2499956339597702,0.7930418252944946
47170.8203125,4.0,0.12203232198953629,6.195607966219541e-06,5.362013325793669e-06,2.5870299396046903e-06,0.12203232198953629,2.5870299396046903e-06,0.43504008650779724,80.0,2.0088627650238777e-07,16384,0.27996826171875,0.27166748046875,0.22430419921875,0.22406005859375,0.43365478515625,8.173425385393784e-07,4.284083843231201e-08,0.787109375,0.00250244140625,0.0225830078125,0.18780517578125,6.812610808992758e-05,2.2179659936227836e-05,0.7973913550376892,0.9999990463256836,0.25001516938209534,0.24999620020389557,0.2499960958957672,0.24999254941940308,0.8402858972549438
60144.171875,4.0,0.11239803582429886,6.939443665032741e-06,5.062417130829999e-06,1.868810045380087e-06,0.11239803582429886,1.868810045380087e-06,0.22771742939949036,80.0,5.153939355295734e-07,16384,0.28564453125,0.26971435546875,0.2264404296875,0.21820068359375,0.33148193359375,1.0752953585324576e-06,3.129243850708008e-07,0.92120361328125,0.00604248046875,0.005126953125,0.067626953125,6.16079123574309e-05,1.966543641174212e-05,0.9269565939903259,0.9999992847442627,0.2500206530094147,0.24999555945396423,0.25000062584877014,0.24998314678668976,0.8767450451850891
48483.921875,4.0,0.10194037854671478,6.404881332855439e-06,5.847196007380262e-06,2.1025605292379623e-06,0.10194037854671478,2.1025605292379623e-06,0.433081716299057,80.0,3.219582254132547e-07,16384,0.274169921875,0.26373291015625,0.2218017578125,0.24029541015625,0.25299072265625,3.653165663308755e-07,5.21540641784668e-08,0.245361328125,0.004150390625,0.00262451171875,0.74786376953125,5.551832146011293e-05,1.8382679627393372e-05,1.0565217733383179,0.9999993443489075,0.24999547004699707,0.24998536705970764,0.2500053346157074,0.2500138282775879,0.9048812985420227
25996.8671875,4.0,0.09169983118772507,7.229808488773415e-06,5.520870672626188e-06,3.5273415051051416e-06,0.09169983118772507,3.5273415051051416e-06,0.5217331647872925,80.0,6.524846298816556e-07,16384,0.2674560546875,0.2591552734375,0.21435546875,0.259033203125,0.19586181640625,1.5526904917351203e-06,2.207234501838684e-07,0.67657470703125,0.0,0.02740478515625,0.2960205078125,5.347253681975417e-05,1.7325526641798206e-05,1.1860870122909546,0.9999994039535522,0.2499905675649643,0.24997374415397644,0.25000613927841187,0.250029593706131,0.9265948534011841
