baseline_loss,step
1.4049252271652222,1
0.022281838580965996,500
0.01842775195837021,1000
0.017058689147233963,1500
0.016225872561335564,2000
0.016275698319077492,2500
0.018652215600013733,3000
0.015678664669394493,3500
0.013594611547887325,4000
0.014419798739254475,4500
0.01606135442852974,5000
0.014366361312568188,5500
0.015295742079615593,6000
0.016599973663687706,6500
0.014058234170079231,7000
0.0130656398832798,7500
0.01335055846720934,8000
0.01307094469666481,8500
0.014177066273987293,9000
0.014111864380538464,9500
0.015142453834414482,10000
0.013149727135896683,10500
0.013995730318129063,11000
0.014435426332056522,11500
0.015434403903782368,12000
0.013905360363423824,12500
0.013537939637899399,13000
0.014327282086014748,13500
0.01367767620831728,14000
0.013903464190661907,14500
0.014432133175432682,15000
0.015431532636284828,15500
0.015085185877978802,16000
0.014721004292368889,16500
0.013669943436980247,17000
0.012771094217896461,17500
0.01281218882650137,18000
0.014165909960865974,18500
0.014069371856749058,19000
0.014798917807638645,19500
0.01458663772791624,20000
0.013347125612199306,20500
0.015147065743803978,21000
0.015034880489110947,21500
0.013264123350381851,22000
0.013660218566656113,22500
0.012504102662205696,23000
0.013410202227532864,23500
0.014255919493734837,24000
0.015237550251185894,24500
0.011869561858475208,25000
0.013403319753706455,25500
0.013070118613541126,26000
0.014570153318345547,26500
0.013205579482018948,27000
0.014666239731013775,27500
0.012995828874409199,28000
0.013605978339910507,28500
0.013555174693465233,29000
0.013587306253612041,29500
0.013942920602858067,30000
