A_ck_rank,A_ck_s1,A_ck_s2,A_ck_std,bayes_risk_excess_mean,beta,beta_gap,beta_times_lambda_class,beta_times_lambda_free,beta_times_lambda_trans,cost_gap_mean,instability_class,instability_free,instability_trans,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_usage_entropy,posterior_acc,posterior_ce,rho,risk_margin_mean,risk_margin_p95,soft_oracle_mse,t,teacher_entropy_norm
3.0,0.4288875460624695,0.09605640172958374,0.070882648229599,0.0,25.87757954738148,1.9472912549972534,0.25,0.7428807254174016,0.06995749320634558,0.07525013387203217,0.0,1.0,0.0,0.2846807837486267,0.20943060517311096,0.491758614957067,0.9846054911613464,0.783203125,0.6774985194206238,0.5,0.03486636281013489,0.08721479773521423,0.2243676483631134,0.5,0.6456035375595093
3.0,0.4603418707847595,0.2610526382923126,0.08899205178022385,0.0,51.75515909476296,6.67180871963501,0.5,1.4857614508348032,0.13991498641269115,0.12891098856925964,0.0,1.0,0.0,0.33662527799606323,0.2077142894268036,0.5949514917372635,0.9927321672439575,0.783203125,0.6774985194206238,1.0,0.0798894464969635,0.15993814170360565,0.21006864309310913,0.5,0.17225463688373566
3.0,0.46551403403282166,0.35133498907089233,0.09607306122779846,0.0,103.51031818952592,14.444926261901855,1.0,2.9715229016696063,0.2798299728253823,0.1395505964756012,1.0,1.0,0.0,0.3469400405883789,0.2073894441127777,0.624152048416289,0.9928606748580933,0.783203125,0.6774985194206238,2.0,0.07732892036437988,0.15782569348812103,0.20780444145202637,0.5,0.061969783157110214
3.0,0.002593503100797534,2.940121885330882e-05,0.0004153195477556437,0.0,26.163781769469242,0.012202776037156582,0.25,0.5086077121693567,0.04911684045641777,0.00046639953507110476,0.0,1.0,0.0,0.14445438981056213,0.1439880132675171,0.2608243799099061,0.5164536833763123,0.669921875,1.0101839303970337,0.5,0.00015647197142243385,0.000359533034497872,0.1444447785615921,0.8,0.9999094009399414
3.0,0.20009270310401917,0.0882701501250267,0.03588910773396492,0.0,52.327563538938485,2.7017788887023926,0.5,1.0172154243387135,0.09823368091283553,0.05163203924894333,0.0,1.0,0.0,0.17639392614364624,0.12476187199354172,0.5180560308473128,0.9975500702857971,0.669921875,1.0101839303970337,1.0,0.02913917787373066,0.06496643275022507,0.13075101375579834,0.8,0.4583139717578888
3.0,0.21890394389629364,0.10797636210918427,0.041081950068473816,0.0,104.65512707787697,6.598263740539551,1.0,2.034430848677427,0.19646736182567107,0.06304768472909927,1.0,1.0,0.0,0.18893197178840637,0.1258842796087265,0.5972277183360564,0.9823594093322754,0.669921875,1.0101839303970337,2.0,0.038757823407649994,0.08952255547046661,0.1269460916519165,0.8,0.15435531735420227
4.0,2.516659058926507e-08,1.7390254569704666e-08,5.519054546709867e-09,0.0,29.42702989266363,5.822181492476375e-07,0.25,0.39747933884750514,0.03217415965628858,1.978514774236828e-08,0.0,0.0,0.0,0.08865521103143692,0.08865518867969513,0.010447806287836823,0.9834742546081543,0.5224609375,1.370234727859497,0.5,2.4119799491018057e-09,7.450580596923828e-09,0.08865521848201752,1.1,1.0
3.0,0.06604869663715363,0.02320018596947193,0.011611921712756157,0.0,58.85405978532726,1.0456064939498901,0.5,0.7949586776950103,0.06434831931257716,0.017766088247299194,0.0,1.0,0.0,0.09562817215919495,0.07786208391189575,0.4073138893409147,0.9968719482421875,0.5224609375,1.370234727859497,1.0,0.008534122258424759,0.022011185064911842,0.08460192382335663,1.1,0.8008562922477722
3.0,0.0990360751748085,0.06257091462612152,0.02031683921813965,0.0,117.70811957065452,3.939251184463501,1.0,1.5899173553900205,0.12869663862515432,0.033466264605522156,1.0,1.0,0.0,0.10990553349256516,0.0764392763376236,0.5815875656119539,0.997282862663269,0.5224609375,1.370234727859497,2.0,0.018980056047439575,0.04096177592873573,0.07819744944572449,1.1,0.2842191457748413
4.0,1.6705220318158354e-08,1.4967778128038844e-08,4.148950960569664e-09,0.0,39.10900303936179,6.873436291243706e-07,0.25,0.35193173175146364,0.018609324209128898,1.7575075617060065e-08,0.0,0.0,0.0,0.05317891016602516,0.05317889526486397,0.012961673329372354,0.9935981035232544,0.41552734375,1.685605764389038,0.5,8.185452315956354e-10,3.725290298461914e-09,0.05317891016602516,1.4,1.0
3.0,0.025941895321011543,0.0005208207876421511,0.004154864698648453,0.0,78.21800607872358,0.330644428730011,0.5,0.7038634635029273,0.037218648418257796,0.0042272163555026054,0.0,1.0,0.0,0.05458028241991997,0.05035306513309479,0.26577434017481333,0.7916417121887207,0.41552734375,1.685605764389038,1.0,0.0014690738171339035,0.011355134658515453,0.0523536242544651,1.4,0.9435737133026123
3.0,0.04940923675894737,0.030293095856904984,0.009945765137672424,0.0,156.43601215744715,2.6167757511138916,1.0,1.4077269270058546,0.07443729683651559,0.016727451235055923,1.0,1.0,0.0,0.06322192400693893,0.04649447277188301,0.4630934330621991,0.9970100522041321,0.41552734375,1.685605764389038,2.0,0.007040048949420452,0.01851479336619377,0.04846975579857826,1.4,0.45516902208328247
4.0,1.1274015498941026e-08,6.529408125288683e-09,2.222001249663208e-09,0.0,61.39863724007951,1.0104002967636916e-06,0.25,0.31576285850215347,0.016103423396790037,1.6456397133879364e-08,0.0,0.0,0.0,0.03132396191358566,0.03132394701242447,0.0066029833921798725,0.99830561876297,0.31884765625,1.9507546424865723,0.5,5.293259164318442e-10,3.725290298461914e-09,0.03132396191358566,1.7,1.0
2.0,0.011864295229315758,1.2469181456253864e-06,0.0018998075975105166,0.0,122.79727448015902,0.24259744584560394,0.5,0.6315257170043069,0.032206846793580074,0.0019755931571125984,0.0,1.0,0.0,0.031988054513931274,0.03001246228814125,0.127193840523507,0.8391316533088684,0.31884765625,1.9507546424865723,1.0,0.0005426224088296294,0.0038584142457693815,0.03108866699039936,1.7,0.9631301164627075
3.0,0.026476388797163963,0.014022750779986382,0.00510849803686142,0.0,245.59454896031804,2.224571704864502,1.0,1.2630514340086139,0.06441369358716015,0.009057903662323952,1.0,1.0,0.0,0.03655506670475006,0.02749716490507126,0.37643001709131096,0.9923372864723206,0.31884765625,1.9507546424865723,2.0,0.002682614605873823,0.007525139953941107,0.02889985404908657,1.7,0.5280631184577942
4.0,8.752859770311261e-09,5.834349448008425e-09,1.8803221202290388e-09,0.0,106.72949356705755,1.6718349797884002e-06,0.25,0.30716196884339836,0.013275774635889373,1.5664227248635143e-08,0.0,0.0,0.0,0.01819615066051483,0.018196135759353638,0.0038280450984259,0.9985582828521729,0.2373046875,2.102376699447632,0.5,4.711182555183768e-10,1.862645149230957e-09,0.01819615066051483,2.0,1.0
2.0,0.006905902177095413,1.1658578813467102e-07,0.0011058293748646975,0.0,213.4589871341151,0.24763886630535126,0.5,0.6143239376867967,0.026551549271778746,0.0011601238511502743,0.0,1.0,0.0,0.01854313351213932,0.01738300919532776,0.1011798777090528,0.9031197428703308,0.2373046875,2.102376699447632,1.0,0.00016793161921668798,0.001160864601843059,0.01799781620502472,2.0,0.9614931344985962
3.0,0.01415245234966278,0.007775260601192713,0.0027306172996759415,0.0,426.9179742682302,2.1186599731445312,1.0,1.2286478753735934,0.05310309854355749,0.004962686449289322,1.0,1.0,0.0,0.021163439378142357,0.016200751066207886,0.3101937998271475,0.9831240177154541,0.2373046875,2.102376699447632,2.0,0.0009618807816877961,0.002740128431469202,0.01702209562063217,2.0,0.5559689998626709
4.0,6.908101646274645e-09,5.942836889261116e-09,1.5894870974975106e-09,0.0,184.55828382091755,2.9145885491743684e-06,0.25,0.2924697842056783,0.014616333762382689,1.5792238627909683e-08,0.0,0.0,0.0,0.010509125888347626,0.010509109124541283,0.006318674481487728,0.9982455372810364,0.18798828125,2.245311737060547,0.5,4.1518433135934174e-10,9.313225746154785e-10,0.010509125888347626,2.3,1.0
1.0,0.0035440169740468264,1.4058564978824961e-08,0.0005674969288520515,0.0,369.1165676418351,0.2256961315870285,0.5,0.5849395684113566,0.029232667524765377,0.0006114494754001498,0.0,1.0,0.0,0.010661665350198746,0.010050216689705849,0.0637945037085335,0.9873472452163696,0.18798828125,2.245311737060547,1.0,4.8278627218678594e-05,0.00034433029941283166,0.010384144261479378,2.3,0.9666385650634766
3.0,0.010613440535962582,0.0035610103514045477,0.001859857584349811,0.0,738.2331352836702,2.1761512756347656,1.0,1.1698791368227133,0.058465335049530755,0.0029477833304554224,1.0,1.0,0.0,0.012400725856423378,0.0094529427587986,0.2454176196409663,0.9656984210014343,0.18798828125,2.245311737060547,2.0,0.0003423902380745858,0.0008832690655253828,0.009930815547704697,2.3,0.5651538968086243
4.0,5.8765765587054375e-09,4.75563455282213e-09,1.3483265615121809e-09,0.0,341.74694699094493,5.362759566196473e-06,0.25,0.2807672862213345,0.013397491158473681,1.569219421071466e-08,0.0,0.0,0.0,0.005899074487388134,0.0058990586549043655,0.005435281505684679,0.9983508586883545,0.1708984375,2.2727158069610596,0.5,4.84988049720414e-10,9.313225746154785e-10,0.005899074487388134,2.6,1.0
3.0,0.0014863916439935565,1.7771698423985072e-07,0.00023801314819138497,0.0,683.4938939818899,0.21557152271270752,0.5,0.561534572442669,0.026794982316947363,0.00031539640622213483,0.0,1.0,0.0,0.006004262715578079,0.005688866600394249,0.04891064049065373,0.9601544737815857,0.1708984375,2.2727158069610596,1.0,2.128659161826363e-06,4.190951585769653e-09,0.005881653167307377,2.6,0.9720020890235901
3.0,0.010295172221958637,0.0017015821067616343,0.0016904408112168312,0.0,1366.9877879637797,2.693685293197632,1.0,1.123069144885338,0.053589964633894725,0.001970526296645403,1.0,1.0,0.0,0.007487205788493156,0.005516679957509041,0.21044573339013417,0.9128744602203369,0.1708984375,2.2727158069610596,2.0,0.00013539678184315562,0.00035392967402003706,0.005759286694228649,2.6,0.5407233834266663
