job,n_t,beta_x_ratio_mean,beta_x_ratio_std,kl_qeps_to_px_mean,kl_qeps_to_px_max,risk_excess_mean,risk_excess_max,px_acc_mean,qeps_acc_mean,t_kl_max,t_risk_max
cifar_all_pca192_heavy,14,0.9878494292345928,0.06570012428231276,0.40797712547438486,0.4876695275306701,0.0018625656817415578,0.0059069776907563,0.17480714406285966,0.4031000137329101,3.0,0.2
cifar_auto_horse_pca128_seed0,15,1.0237479725656522,0.3227446203518979,0.13081411098440485,0.1599286496639251,0.0011777720378934554,0.003085940843448,0.6032999952634176,0.8414999842643738,2.05,0.35
cifar_auto_horse_pca128_seed1,15,1.0683050612836515,0.3573925030915974,0.13052990833918252,0.1592065989971161,0.0011905462004505884,0.0032520615495741,0.6048666715621949,0.8429999947547913,2.5,0.15
cifar_auto_horse_pca256_seed0,15,1.1096948307192382,0.2439642181905835,0.13305933599670725,0.162187710404396,0.0006123669600734806,0.001711705001071,0.6040666659673055,0.8355000019073486,3.0,0.25
mnist_all_pca128_seed0,15,1.0818835653007985,0.11426833630139865,1.321947705745697,1.7635546922683716,0.006086555407576525,0.013225263915956,0.34136000176270803,0.86080002784729,2.8,0.5
mnist_all_pca64_seed0,15,1.0748127831529746,0.11390559057804402,1.3187543372313182,1.751779079437256,0.011926207741877649,0.0261453222483396,0.3361333340406418,0.8601999878883362,3.0,0.5
mnist_all_pca64_seed1,15,1.1016188879922848,0.09516616877971028,1.311388823390007,1.7422281503677368,0.011923961420931491,0.0257491264492273,0.3365599965055784,0.8578000068664551,3.0,0.5
mnist_all_pca64_seed2,15,1.0906967747897682,0.1242922067912072,1.3200911025206248,1.758026123046875,0.011945765510123786,0.0257559083402156,0.3397466694315275,0.8600000143051147,3.0,0.5
mnist_all_pca64_seed3,15,1.0862165441546168,0.08504798055330325,1.3133930494387944,1.742971658706665,0.011943464194579626,0.0258905515074729,0.3327466641863187,0.8600000143051147,3.0,0.5
