A_ck_rank,A_ck_s1,A_ck_s2,A_ck_std,bayes_risk_excess_mean,beta,beta_gap,beta_times_lambda_class,beta_times_lambda_free,beta_times_lambda_trans,cost_gap_mean,instability_class,instability_free,instability_trans,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_usage_entropy,posterior_acc,posterior_ce,rho,risk_margin_mean,risk_margin_p95,soft_oracle_mse,t,teacher_entropy_norm
2.0,3.202201526164572e-08,2.2997886262032807e-08,9.761872199476329e-09,0.0,12.812990465320285,4.860401645601087e-07,0.25,0.29521450284764994,0.04644849123099105,3.793338976265659e-08,0.0,0.0,0.0,0.20894213020801544,0.20894210040569305,0.0054198684290566205,0.9784306287765503,1.0,0.0,0.5,7.798274026526997e-09,2.9802322387695312e-08,0.20894213020801544,0.4,1.0
3.0,0.004493421874940395,0.0024076730478554964,0.0014057952212169766,0.0,25.62598093064057,0.39823609590530396,0.5,0.5904290056952999,0.0928969824619821,0.01554032601416111,0.0,1.0,0.0,0.21266838908195496,0.1971280872821808,0.002816020910159203,0.9998400211334229,1.0,0.0,1.0,0.0013495184248313308,0.0017735660076141357,0.20768335461616516,0.4,0.9562033414840698
3.0,0.025896793231368065,0.009264369495213032,0.0071125333197414875,0.0,51.25196186128114,1.805039644241333,1.0,1.1808580113905998,0.1857939649239642,0.03521893918514252,1.0,1.0,0.0,0.2313695251941681,0.19615058600902557,0.012627640225661077,0.9993432760238647,1.0,0.0,2.0,0.005549016408622265,0.007445290684700012,0.20334285497665405,0.4,0.6458722949028015
3.0,1.4901161193847656e-08,1.4901161193847656e-08,5.751121356922795e-09,0.0,13.520562139327208,2.999583443852316e-07,0.25,0.27962034904231253,0.021565918855207457,2.2185345116554345e-08,0.0,0.0,0.0,0.11487959325313568,0.11487957835197449,0.005726632604642349,0.9846963882446289,0.9996666312217712,0.0008402610546909273,0.5,1.8104910903815608e-09,7.450580596923828e-09,0.11487959325313568,0.7,1.0
3.0,0.009800822474062443,0.005711222067475319,0.0029563442803919315,0.0,27.041124278654415,0.3252936899662018,0.5,0.5592406980846251,0.043131837710414914,0.01202959194779396,0.0,1.0,0.0,0.11741828173398972,0.10538869351148605,0.01924552524213876,0.9979161620140076,0.9996666312217712,0.0008402610546909273,1.0,0.0017220048466697335,0.0026540160179138184,0.1140778660774231,0.7,0.968802809715271
3.0,0.5302212238311768,0.5239107608795166,0.20197056233882904,0.0,54.08224855730883,6.581836700439453,1.0,1.1184813961692501,0.08626367542082983,0.12170049548149109,1.0,1.0,0.0,0.21459521353244781,0.09289472550153732,0.18683990129600206,0.9863293170928955,0.9996666312217712,0.0008402610546909273,2.0,0.0018054262036457658,0.003181084990501404,0.09845137596130371,0.7,0.5991530418395996
1.0,1.0536711059216941e-08,0.0,2.5448576579378823e-09,0.0,15.321871834288103,2.541036110415007e-07,0.25,0.28465019718311146,0.012245532985733363,1.6584371209660276e-08,0.0,0.0,0.0,0.07357969880104065,0.07357968389987946,0.006020531371574466,0.9869109988212585,0.9856666326522827,0.04746125265955925,0.5,1.7682710851119054e-09,7.450580596923828e-09,0.07357969880104065,1.0,1.0
3.0,0.2623645067214966,0.2598610818386078,0.11630012840032578,0.0,30.643743668576207,2.401488780975342,0.5,0.5693003943662229,0.024491065971466726,0.07836799323558807,0.0,1.0,0.0,0.1296556442975998,0.05128764733672142,0.20797364551669295,0.9999191761016846,0.9856666326522827,0.04746125265955925,1.0,0.0006874955142848194,0.001004301244392991,0.05891885235905647,1.0,0.7345947027206421
3.0,0.3778930604457855,0.2589329779148102,0.12654109299182892,0.0,61.28748733715241,6.217304229736328,1.0,1.1386007887324459,0.04898213194293345,0.10144492238759995,1.0,1.0,0.0,0.15124765038490295,0.049802716821432114,0.323279437611205,0.9965956807136536,0.9856666326522827,0.04746125265955925,2.0,0.009705932810902596,0.015059655532240868,0.053926486521959305,1.0,0.5278927683830261
1.0,7.450580596923828e-09,0.0,1.862645149230957e-09,0.0,18.18740485310563,2.477683835877542e-07,0.25,0.2726555388543516,0.007527318685225669,1.3623076000612855e-08,0.0,0.0,0.0,0.050149835646152496,0.0501498207449913,0.0023123640161859488,0.9918265342712402,0.9146666526794434,0.23587705194950104,0.5,9.685754420729609e-10,3.725290298461914e-09,0.050149835646152496,1.3,1.0
