fid_diff_mix_minus_soft,fid_mixture_score,fid_risk_softmix,pair_id
6.616216756327731e-05,54.81108460669277,54.81101844452521,0.0
2.7023502667589128e-05,51.328211472325364,51.3281844488227,1.0
