A_cond_smax_over_smin,A_sval_0,A_sval_1,A_sval_max,A_sval_min,beta_gap_mean,beta_top2_gap_mean,beta_x_mean,cost_gap_mean,delta_A_mean_min_interexpert,n,oracle_class_mi_norm,oracle_usage_0,oracle_usage_1,oracle_usage_entropy_norm,posterior_acc,risk_margin_mean,risk_margin_p05,risk_route_class_mi_norm,risk_route_usage_0,risk_route_usage_1,risk_route_usage_entropy_norm,route_excess_p95,route_excess_vs_sample_oracle,step,t,teacher_entropy_sample_norm,teacher_usage_0,teacher_usage_1,teacher_usage_entropy_norm,top2_cost_gap_mean
1421686.25,0.3734534680843353,2.6268347141922277e-07,0.3734534680843353,2.6268347141922277e-07,3.795190423261374e-05,7.589522283524275e-05,80.0,4.743988029076718e-07,1.0691583440802788e-07,2048,0.00443433474121837,0.51953125,0.48046875,0.998898983001709,0.79443359375,1.0241456038784236e-07,0.0,0.6236976500379482,0.78369140625,0.21630859375,0.7533695697784424,1.904741111502517e-06,4.3029194785049185e-07,6000,0.019999999552965164,1.0,0.5000015497207642,0.49999839067459106,1.0,9.486902854405344e-07
1870708.0,0.1587383896112442,8.485471170160963e-08,0.1587383896112442,8.485471170160963e-08,1.367779987049289e-05,2.735316229518503e-05,80.0,1.7097249838116113e-07,3.613531518453783e-08,2048,0.005364183966649868,0.51611328125,0.48388671875,0.9992506504058838,0.77783203125,3.3965079637710005e-08,0.0,0.5312512235025176,0.70849609375,0.29150390625,0.8706559538841248,6.742775440216064e-07,1.5586783774779178e-07,6000,0.2186666578054428,1.0,0.5000002384185791,0.4999997615814209,1.0,3.4191452868981287e-07
1497224.5,0.12620393931865692,8.429192632775084e-08,0.12620393931865692,8.429192632775084e-08,1.0161120371776633e-05,2.0332063286332414e-05,80.0,1.270140046472079e-07,2.784654462573144e-08,2048,0.004604719498282063,0.48291015625,0.51708984375,0.9991571307182312,0.72216796875,2.547994881751947e-08,3.725290298461914e-09,0.4492097411976924,0.4775390625,0.5224609375,0.998543918132782,5.327165126800537e-07,1.2262364634807454e-07,6000,0.41733333468437195,1.0,0.49999967217445374,0.5000003576278687,1.0,2.5415079107915517e-07
1825488.125,0.1088356301188469,5.962001381476512e-08,0.1088356301188469,5.962001381476512e-08,8.419965524808504e-06,1.6840995158418082e-05,80.0,1.052495690601063e-07,3.4645200486238537e-08,2048,0.006858483445922571,0.4541015625,0.5458984375,0.993912935256958,0.60107421875,3.6164237826596946e-08,2.7939677238464355e-09,0.4126542584031996,0.068359375,0.931640625,0.35977110266685486,3.8929283618927e-07,8.690506092534633e-08,6000,0.6159999966621399,1.0,0.49999934434890747,0.5000006556510925,1.0,2.1051243948022602e-07
2846256.0,0.09531886130571365,3.348920785128939e-08,0.09531886130571365,3.348920785128939e-08,6.9098450694582425e-06,1.3818316801916808e-05,80.0,8.637306336822803e-08,1.4714896856560244e-08,2048,0.002277350786150408,0.4814453125,0.5185546875,0.999006450176239,0.4189453125,1.7222646420123056e-08,1.862645149230957e-09,0.23492260879832058,0.2734375,0.7265625,0.8463541269302368,3.5450796076474944e-07,8.201186574297026e-08,6000,0.8146666288375854,1.0,0.4999998211860657,0.5000001788139343,1.0,1.727289600239601e-07
1679484.75,0.08287917077541351,4.9347974595548294e-08,0.08287917077541351,4.9347974595548294e-08,5.582191988651175e-06,1.1168335731781553e-05,80.0,6.977739985813969e-08,1.862645149230957e-08,2048,0.011224757194159291,0.47314453125,0.52685546875,0.9979179501533508,0.26953125,6.0526872402988374e-09,1.862645149230957e-09,0.19677288774250754,0.12744140625,0.87255859375,0.55037921667099,2.868473529815674e-07,6.4176731484622e-08,6000,1.0133333206176758,1.0,0.4999997615814209,0.5000002384185791,1.0,1.3960419664726942e-07
2006028.0,0.06758636236190796,3.369163437128009e-08,0.06758636236190796,3.369163437128009e-08,4.481303221837152e-06,8.963306754594669e-06,80.0,5.60162902729644e-08,1.3504177331924438e-08,2048,0.004677427583291145,0.47607421875,0.52392578125,0.9983475804328918,0.1865234375,1.4370016288012266e-08,7.450580596923828e-09,0.245194772391454,0.00537109375,0.99462890625,0.04822910577058792,2.1606683731079102e-07,5.0317908062424976e-08,6000,1.2120000123977661,1.0,0.4999997913837433,0.5000002384185791,1.0,1.1204133443243336e-07
2148424.0,0.052880413830280304,2.461358405980718e-08,0.052880413830280304,2.461358405980718e-08,3.433951860642992e-06,6.866612238809466e-06,80.0,4.29243982580374e-08,9.499490083442197e-09,2048,0.005638578449400854,0.4755859375,0.5244140625,0.9982795119285583,0.14453125,5.124093149788678e-09,9.313225746154785e-10,0.1041933145188734,0.10498046875,0.89501953125,0.48458734154701233,1.7783611383492826e-07,4.187256763543701e-08,6000,1.410666584968567,1.0,0.4999999403953552,0.5,1.0,8.583265298511833e-08
1191532.25,0.039848554879426956,3.3443118496734314e-08,0.039848554879426956,3.3443118496734314e-08,2.8017302611260675e-06,5.602137207461055e-06,80.0,3.5021628264075844e-08,1.2386590420021548e-08,2048,0.013203594371931282,0.4794921875,0.5205078125,0.9987861514091492,0.11669921875,1.8454556993674487e-08,3.725290298461914e-09,0.07486199904733683,0.01953125,0.98046875,0.1388005018234253,1.3904650586482603e-07,3.280172222730471e-08,6000,1.6093333959579468,1.0,0.4999999403953552,0.5000000596046448,1.0,7.002671509326319e-08
780156.625,0.028491185978055,3.651982893870809e-08,0.028491185978055,3.651982893870809e-08,2.109004526573699e-06,4.2190322346868925e-06,80.0,2.6362556582171237e-08,1.392327231286572e-08,2048,0.02213169461508573,0.49072265625,0.50927734375,0.999751627445221,0.11279296875,7.869857654441148e-09,1.3969838619232178e-09,0.06692705290322129,0.08203125,0.91796875,0.40929627418518066,1.0803341865539551e-07,2.5693509542179527e-08,6000,1.808000087738037,1.0,0.4999999403953552,0.5000000596046448,1.0,5.2737902933586156e-08
694142.0,0.020485302433371544,2.951168909248736e-08,0.020485302433371544,2.951168909248736e-08,1.5864452507230453e-06,3.1722493076813407e-06,80.0,1.9830565634038066e-08,1.1641532182693481e-08,2048,0.02569813843124765,0.4892578125,0.5107421875,0.9996670484542847,0.10400390625,1.566263563290704e-08,4.190951585769653e-09,0.06049585737303938,0.0205078125,0.9794921875,0.14428235590457916,7.916241884231567e-08,1.928566462083836e-08,6000,2.006666660308838,1.0,0.4999999701976776,0.5,1.0,3.965311634601676e-08
594069.1875,0.014252983033657074,2.3992127395899843e-08,0.014252983033657074,2.3992127395899843e-08,1.2920963854412548e-06,2.5841336537268944e-06,80.0,1.6151204818015685e-08,1.010485028984931e-08,2048,0.03302782567416835,0.44775390625,0.55224609375,0.9921094179153442,0.103515625,1.0617782209010329e-08,3.725290298461914e-09,0.13817638880981004,0.0126953125,0.9873046875,0.098173588514328,6.30156193892617e-08,1.4163845207804115e-08,6000,2.2053332328796387,1.0,0.49999991059303284,0.5000001192092896,1.0,3.230167067158618e-08
309953.0625,0.009832723997533321,3.1723267568395386e-08,0.009832723997533321,3.1723267568395386e-08,1.1632391760940664e-06,2.326357844140148e-06,80.0,1.454048970117583e-08,1.2642703772769437e-08,2048,0.0770107910781281,0.4287109375,0.5712890625,0.9852859973907471,0.1025390625,3.6837946026935242e-09,4.656612873077393e-10,0.024707160192067073,0.1103515625,0.8896484375,0.5009754300117493,6.037299726813217e-08,1.2831236517740763e-08,6000,2.4040000438690186,1.0,0.49999988079071045,0.5000001192092896,1.0,2.9079473051751847e-08
206464.78125,0.006762623321264982,3.2754368106679976e-08,0.006762623321264982,3.2754368106679976e-08,1.1342285688442644e-06,2.2683343559037894e-06,80.0,1.4177857110553305e-08,1.3166572720990644e-08,2048,0.10007274207625377,0.39453125,0.60546875,0.9676615595817566,0.099609375,8.141682883433532e-10,1.1641532182693481e-10,0.028040280294227175,0.34765625,0.65234375,0.931957483291626,5.657784640789032e-08,1.3316252989170607e-08,6000,2.6026666164398193,1.0,0.49999988079071045,0.5000001192092896,1.0,2.8354179448797368e-08
296582.6875,0.004619166254997253,1.5574631362369473e-08,0.004619166254997253,1.5574631362369473e-08,6.726418178004678e-07,1.3452427083393559e-06,80.0,8.408022722505848e-09,6.548361852765083e-09,2048,0.0556604626873895,0.42138671875,0.57861328125,0.9820939302444458,0.09912109375,7.212065611383878e-09,3.6088749766349792e-09,0.0,0.0,1.0,3.986313709680722e-11,3.243913226924633e-08,6.898943638589117e-09,6000,2.801333427429199,1.0,0.4999999403953552,0.5000000596046448,1.0,1.681553385424195e-08
230439.59375,0.0032854515593498945,1.4257322433763875e-08,0.0032854515593498945,1.4257322433763875e-08,6.088009740778944e-07,1.2174632502137683e-06,80.0,7.61001217597368e-09,5.529727786779404e-09,2048,0.054161552762611476,0.47119140625,0.52880859375,0.9976039528846741,0.09716796875,7.325695605686633e-10,5.820766091346741e-11,0.013772997042520304,0.4189453125,0.5810546875,0.9809594750404358,3.0751110102755774e-08,7.608363716826716e-09,6000,3.0,1.0,0.5,0.5,1.0,1.5218290627672104e-08
13246907.0,0.3711254298686981,2.8016007291853384e-08,0.3711254298686981,2.8016007291853384e-08,2.1259620552882552e-06,4.251414793543518e-06,80.0,2.657452569110319e-08,1.30385160446167e-08,2048,0.005021356024977161,0.43798828125,0.56201171875,0.9888757467269897,0.7880859375,1.296757545787841e-08,0.0,0.6243896040005298,0.2080078125,0.7919921875,0.7376574873924255,9.685754776000977e-08,2.1478626877069473e-08,12000,0.019999999552965164,1.0,0.4999997615814209,0.5000002384185791,1.0,5.314268491929397e-08
17304686.0,0.15787138044834137,9.123041877501237e-09,0.15787138044834137,9.123041877501237e-09,7.11188476998359e-07,1.4256147551350296e-06,80.0,8.889855962479487e-09,2.7939677238464355e-09,2048,0.003779755446556778,0.53076171875,0.46923828125,0.9972679018974304,0.77783203125,2.735760062932968e-09,0.0,0.4146702796238172,0.396484375,0.603515625,0.9688568711280823,3.725290298461914e-08,8.695678843650967e-09,12000,0.2186666578054428,1.0,0.5,0.5,1.0,1.782018443918787e-08
17878918.0,0.1229185238480568,6.875053859545233e-09,0.1229185238480568,6.875053859545233e-09,4.923549568047747e-07,9.866926120594144e-07,80.0,6.154436960059684e-09,2.2351742678949904e-09,2048,0.004972180285568836,0.5185546875,0.4814453125,0.999006450176239,0.7265625,2.2628228180110455e-09,0.0,0.3813046469716009,0.392578125,0.607421875,0.9664431810379028,2.421438694000244e-08,5.795868673885707e-09,12000,0.41733333468437195,1.0,0.5,0.5,1.0,1.233365765074268e-08
11131552.0,0.10691192001104355,9.604403494734015e-09,0.10691192001104355,9.604403494734015e-09,3.8266989577095956e-07,7.639846444362774e-07,80.0,4.7833736971369945e-09,1.3038515822572094e-09,2048,0.007943048097698599,0.5224609375,0.4775390625,0.998543918132782,0.59912109375,1.140506356023252e-09,0.0,0.2991038985831986,0.61474609375,0.38525390625,0.9616683125495911,1.862645149230957e-08,4.476078174775466e-09,12000,0.6159999966621399,1.0,0.5,0.5,1.0,9.549808055453468e-09
21272322.0,0.09403961151838303,4.420749544209457e-09,0.09403961151838303,4.420749544209457e-09,3.201739673386328e-07,6.395976015483029e-07,80.0,4.00217459173291e-09,1.3969838619232178e-09,2048,0.004148979314394653,0.52392578125,0.47607421875,0.9983475804328918,0.41552734375,1.8108039512299001e-09,0.0,0.2934970969623922,0.95556640625,0.04443359375,0.2622631788253784,1.6763806343078613e-08,4.091589289600961e-09,12000,0.8146666288375854,1.0,0.5,0.5,1.0,7.994970019353786e-09
15894043.0,0.08157234638929367,5.132259062179401e-09,0.08157234638929367,5.132259062179401e-09,2.602018867037259e-07,5.233505362411961e-07,80.0,3.252523583796574e-09,8.381903504606214e-10,2048,0.006924196380519851,0.5361328125,0.4638671875,0.9962296485900879,0.27783203125,1.057287590811029e-09,0.0,0.13664953684575412,0.4580078125,0.5419921875,0.9949060678482056,1.4901161193847656e-08,3.4092408895958215e-09,12000,1.0133333206176758,1.0,0.5,0.5,1.0,6.541881703014951e-09
12502336.0,0.06742125749588013,5.392692958849921e-09,0.06742125749588013,5.392692958849921e-09,2.1927007765043527e-07,4.3862655729753897e-07,80.0,2.740875970630441e-09,1.1175871339474952e-09,2048,0.012173469924147239,0.49609375,0.50390625,0.999955952167511,0.185546875,1.7780621419660747e-10,0.0,0.15416131875300265,0.94580078125,0.05419921875,0.3039739727973938,1.1641532182693481e-08,3.09114511765074e-09,12000,1.2120000123977661,1.0,0.5,0.5,1.0,5.482831966219237e-09
33121744.0,0.05262421816587448,1.5888118598539336e-09,0.05262421816587448,1.5888118598539336e-09,1.7637830751482397e-07,3.5196080716559663e-07,80.0,2.2047288439352997e-09,1.4435500572673732e-09,2048,0.007319686848232152,0.49365234375,0.50634765625,0.9998837113380432,0.14599609375,5.748006515204906e-10,0.0,0.10569861412980777,0.61474609375,0.38525390625,0.9616683125495911,9.313225746154785e-09,2.2867538973514456e-09,12000,1.410666584968567,1.0,0.5,0.5,1.0,4.399510089569958e-09
14902915.0,0.03968355059623718,2.66280464344959e-09,0.03968355059623718,2.66280464344959e-09,1.4454144547926262e-07,2.8885096980957314e-07,80.0,1.8067680684907828e-09,7.916242106276172e-10,2048,0.015454399566229285,0.51220703125,0.48779296875,0.9995700716972351,0.125,1.007265382213518e-09,0.0,0.0,1.0,0.0,3.986313709680722e-11,7.450580596923828e-09,1.9365984371688683e-09,12000,1.6093333959579468,1.0,0.5,0.5,1.0,3.6106371226196643e-09
16708194.0,0.028511643409729004,1.7064467616734191e-09,0.028511643409729004,1.7064467616734191e-09,1.1180418368894607e-07,2.2373569663614035e-07,80.0,1.3975522961118259e-09,3.7252903539730653e-10,2048,0.011179907392068086,0.4873046875,0.5126953125,0.9995349645614624,0.1123046875,3.410605131648481e-11,0.0,0.031072187438978906,0.93310546875,0.06689453125,0.354226291179657,6.05359673500061e-09,1.5853061086090747e-09,12000,1.808000087738037,1.0,0.5,0.5,1.0,2.7966962079517543e-09
16213285.0,0.020265011116862297,1.2499016266431795e-09,0.020265011116862297,1.2499016266431795e-09,9.461473382543772e-08,1.8917944544227794e-07,80.0,1.1826841728179716e-09,4.190951752303107e-10,2048,0.009085766954858712,0.50341796875,0.49658203125,0.9999662637710571,0.10986328125,8.549250196665525e-11,0.0,0.031092482009129258,0.91796875,0.08203125,0.40929627418518066,5.122274160385132e-09,1.2813643479603343e-09,12000,2.006666660308838,1.0,0.5,0.5,1.0,2.3647430680284742e-09
11788222.0,0.014239507727324963,1.2079436340073357e-09,0.014239507727324963,1.2079436340073357e-09,7.586095307487994e-08,1.5194473235169426e-07,80.0,9.482619134359993e-10,2.3283064365386963e-10,2048,0.009078238213901812,0.52294921875,0.47705078125,0.9984798431396484,0.1044921875,3.694822225952521e-10,0.0,0.015322654666764577,0.07763671875,0.92236328125,0.39379680156707764,3.958120942115784e-09,8.957385944086127e-10,12000,2.2053332328796387,1.0,0.5,0.5,1.0,1.899309154396178e-09
12904572.0,0.009831864386796951,7.618899955375014e-10,0.009831864386796951,7.618899955375014e-10,6.06269168201834e-08,1.2103782864869572e-07,80.0,7.578364602522925e-10,3.026798534033759e-10,2048,0.006010037425563414,0.54443359375,0.45556640625,0.9942956566810608,0.1044921875,1.510898073320277e-10,0.0,0.024139427905510633,0.4599609375,0.5400390625,0.9953693747520447,3.026798367500305e-09,7.613039088028017e-10,12000,2.4040000438690186,1.0,0.5,0.5,1.0,1.5129728581086965e-09
12094221.0,0.006761243101209402,5.590474194683281e-10,0.006761243101209402,5.590474194683281e-10,5.006540959584527e-08,9.998530003940687e-08,80.0,6.258176199480658e-10,1.396983917434369e-10,2048,0.004228740385046015,0.5498046875,0.4501953125,0.9928309321403503,0.1005859375,7.611333785462193e-11,0.0,0.1915727843053355,0.9990234375,0.0009765625,0.011173819191753864,2.5203945597240818e-09,5.782965217804303e-10,12000,2.6026666164398193,1.0,0.5,0.5,1.0,1.2498162504925858e-09
9182724.0,0.004639049991965294,5.051932205901721e-10,0.004639049991965294,5.051932205901721e-10,4.244839146849699e-08,8.475126378471032e-08,80.0,5.306048933562124e-10,3.4924596548080444e-10,2048,0.013356789590765635,0.61865234375,0.38134765625,0.9589883089065552,0.10009765625,3.019522409886122e-10,1.1641532182693481e-10,0.0,1.0,0.0,3.986313709680722e-11,1.862645149230957e-09,3.7832137422810774e-10,12000,2.801333427429199,1.0,0.5,0.5,1.0,1.059390797308879e-09
6651560.0,0.0032281845342367887,4.853274448990419e-10,0.0032281845342367887,4.853274448990419e-10,3.882746568706352e-08,7.758671927149408e-08,80.0,4.85343321088294e-10,5.122274271407434e-10,2048,0.004651422147978391,0.69091796875,0.30908203125,0.8921110033988953,0.10009765625,4.3232262214587536e-10,2.9103830456733704e-10,0.0,1.0,0.0,3.986313709680722e-11,1.280568540096283e-09,2.312674496351974e-10,12000,3.0,1.0,0.5,0.5,1.0,9.69833990893676e-10
20562714.0,0.36886098980903625,1.7938342367074256e-08,0.36886098980903625,1.7938342367074256e-08,2.104934537783265e-07,4.2673491407185793e-07,80.0,2.6311681722290814e-09,5.215406329028838e-09,2048,0.014491906740796869,0.71875,0.28125,0.8571483492851257,0.79248046875,4.754838300868869e-09,0.0,0.5082131703035401,0.72021484375,0.27978515625,0.8551579117774963,1.4901161193847656e-08,2.700289769563824e-09,18000,0.019999999552965164,1.0,0.5,0.5,1.0,5.334186425898224e-09
23778166.0,0.1558699756860733,6.555172404887344e-09,0.1558699756860733,6.555172404887344e-09,1.2716554920189083e-07,2.5604094844311476e-07,80.0,1.5895693650236353e-09,0.0,2048,0.008093904735561966,0.68115234375,0.31884765625,0.9031239151954651,0.77685546875,0.0,0.0,0.0,1.0,0.0,3.986313709680722e-11,7.450580596923828e-09,1.4815668691881e-09,18000,0.2186666578054428,1.0,0.5,0.5,1.0,3.2005118555389345e-09
8204755.5,0.12088871002197266,1.4733981146264341e-08,0.12088871002197266,1.4733981146264341e-08,1.1079464456997812e-07,2.200249582529068e-07,80.0,1.3849330571247265e-09,1.4901161415892261e-09,2048,0.007327548243964071,0.66796875,0.33203125,0.9169882535934448,0.73681640625,1.8630998965818435e-09,0.0,0.43055970248620495,0.6533203125,0.3466796875,0.9310678243637085,7.450580596923828e-09,1.3719727576244622e-09,18000,0.41733333468437195,1.0,0.5,0.5,1.0,2.750311978161335e-09
25874990.0,0.10339094698429108,3.995786812538427e-09,0.10339094698429108,3.995786812538427e-09,9.666109690442681e-08,1.9546860130503774e-07,80.0,1.2082637113053352e-09,4.656612873077393e-10,2048,0.002810460989691261,0.67626953125,0.32373046875,0.9083921313285828,0.5947265625,2.9876900953240693e-10,0.0,0.40116704058417385,0.86474609375,0.13525390625,0.5716729760169983,5.587935447692871e-09,1.1677911970764399e-09,18000,0.6159999966621399,1.0,0.5,0.5,1.0,2.4433575163129717e-09
28955940.0,0.09134601801633835,3.154655647819027e-09,0.09134601801633835,3.154655647819027e-09,8.66566551849246e-08,1.7297679733019322e-07,80.0,1.0832081898115575e-09,9.313225884932663e-11,2048,0.0033315306337744423,0.6748046875,0.3251953125,0.9099419713020325,0.41552734375,5.4569682106375694e-12,0.0,0.0,1.0,0.0,3.986313709680722e-11,4.6566128730773926e-09,9.634959496906959e-10,18000,0.8146666288375854,1.0,0.5,0.5,1.0,2.1622099666274153e-09
