A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.7281106114387512,0.7625372409820557,10,64,mnist,pca,0.7547928690910339,0.7089104652404785,0.3864000141620636,0.7703999876976013,0.022630227729678154,0.7315406799316406,0.48739999532699585,0.8600000143051147,0.01246082317084074,0.7213712334632874,0.38420000672340393,0.7670000195503235,0.02260778658092022,0.7315181493759155,0.38359999656677246,0.7674000263214111,0.022684371098876,0.7315948009490967,0.15
0.5900453329086304,0.632223904132843,10,64,mnist,pca,0.6243568062782288,0.5759231448173523,0.44699999690055847,0.7053999900817871,0.024231430143117905,0.6001545786857605,0.6212000250816345,0.8600000143051147,0.007690449710935354,0.5836136341094971,0.44119998812675476,0.6970000267028809,0.02410043217241764,0.6000235676765442,0.44200000166893005,0.6972000002861023,0.024025345221161842,0.5999484658241272,0.25
0.4824085235595703,0.5257582664489746,10,64,mnist,pca,0.5160853862762451,0.4693198800086975,0.46059998869895935,0.6381999850273132,0.025570832192897797,0.4948907196521759,0.7059999704360962,0.8600000143051147,0.004744673613458872,0.47406458854675293,0.451200008392334,0.6272000074386597,0.025480424985289574,0.49480029940605164,0.4487999975681305,0.6248000264167786,0.025611858814954758,0.49493178725242615,0.35
0.353935182094574,0.3935179114341736,10,64,mnist,pca,0.38374876976013184,0.3433399498462677,0.421999990940094,0.5320000052452087,0.026641950011253357,0.36998191475868225,0.7897999882698059,0.8600000143051147,0.002286171307787299,0.3456261157989502,0.4142000079154968,0.5216000080108643,0.02593788504600525,0.36927783489227295,0.414000004529953,0.5212000012397766,0.025890551507472992,0.3692304790019989,0.5
0.2348431795835495,0.26594701409339905,10,64,mnist,pca,0.25828561186790466,0.22754476964473724,0.3628000020980835,0.42579999566078186,0.023637142032384872,0.2511819005012512,0.855400025844574,0.8600000143051147,0.0009347384329885244,0.2284795194864273,0.3490000069141388,0.40779998898506165,0.022994264960289,0.25053900480270386,0.3472000062465668,0.40540000796318054,0.023069454357028008,0.2506142258644104,0.7
0.17324838042259216,0.19808900356292725,10,64,mnist,pca,0.19255954027175903,0.16828057169914246,0.3174000084400177,0.36079999804496765,0.02010026015341282,0.18838083744049072,0.8867999911308289,0.8600000143051147,0.0004824044299311936,0.16876298189163208,0.2897999882698059,0.3301999866962433,0.01951458491384983,0.18779514729976654,0.28540000319480896,0.32600000500679016,0.019562361761927605,0.1878429353237152,0.85
0.10477330535650253,0.12093054503202438,10,64,mnist,pca,0.11707780510187149,0.10138726234436035,0.2574000060558319,0.28200000524520874,0.014198556542396545,0.1155858188867569,0.9174000024795532,0.8600000143051147,0.0001689958298811689,0.10155625641345978,0.2303999960422516,0.2502000033855438,0.013309775851666927,0.11469704657793045,0.23119999468326569,0.24879999458789825,0.013287419453263283,0.11467467993497849,1.1
0.06996914744377136,0.08121350407600403,10,64,mnist,pca,0.07851827144622803,0.0676695704460144,0.22200000286102295,0.23899999260902405,0.01027518231421709,0.07794475555419922,0.9341999888420105,0.8600000143051147,7.438865577569231e-05,0.06774395704269409,0.1860000044107437,0.19339999556541443,0.009455705992877483,0.07712528109550476,0.1868000030517578,0.19419999420642853,0.009437195956707,0.0771067664027214,1.3
0.0468941256403923,0.05460328981280327,10,64,mnist,pca,0.05281345173716545,0.04539400711655617,0.1915999948978424,0.2046000063419342,0.007214880548417568,0.05260888487100601,0.9472000002861023,0.8600000143051147,3.1577084882883355e-05,0.04542558640241623,0.1467999964952469,0.15399999916553497,0.006583007052540779,0.0519770123064518,0.1454000025987625,0.15119999647140503,0.00658520357683301,0.05197921022772789,1.5
0.025713155046105385,0.030026625841856003,10,64,mnist,pca,0.02896413952112198,0.024819353595376015,0.16380000114440918,0.17080000042915344,0.004127508495002985,0.02894686348736286,0.9635999798774719,0.8600000143051147,9.329216482001357e-06,0.024828679859638214,0.131400004029274,0.12520000338554382,0.0036232159473001957,0.028442569077014923,0.13120000064373016,0.12520000338554382,0.0036192231345921755,0.028438573703169823,1.8
0.01557787787169218,0.018218720331788063,10,64,mnist,pca,0.017582425847649574,0.015046322718262672,0.14740000665187836,0.15600000321865082,0.002566014416515827,0.017612338066101074,0.9675999879837036,0.8600000143051147,3.4656334264582256e-06,0.015049789100885391,0.1128000020980835,0.10499999672174454,0.0022568171843886375,0.017303140833973885,0.11259999871253967,0.10480000078678131,0.0022554034367203712,0.01730172522366047,2.05
0.009444452822208405,0.011053216643631458,10,64,mnist,pca,0.010664665140211582,0.009119398891925812,0.1404000073671341,0.14319999516010284,0.0015654031885787845,0.010684800334274769,0.9775999784469604,0.8600000143051147,1.3567788528234814e-06,0.009120753966271877,0.11259999871253967,0.10339999943971634,0.001371141173876822,0.01049053855240345,0.11100000143051147,0.10180000215768814,0.0013722238363698125,0.010491622611880302,2.3
0.00633020605891943,0.0074113826267421246,10,64,mnist,pca,0.0071538216434419155,0.006114509422332048,0.12680000066757202,0.12780000269412994,0.001073984894901514,0.007188493385910988,0.9810000061988831,0.8600000143051147,5.536696789931739e-07,0.00611506262794137,0.11779999732971191,0.10639999806880951,0.0009084754274226725,0.007022984325885773,0.11739999800920486,0.10660000145435333,0.0009095214772969484,0.0070240311324596405,2.5
0.0034734797663986683,0.0040681250393390656,10,64,mnist,pca,0.003926468081772327,0.0033547936473041773,0.11739999800920486,0.11919999867677689,0.0005956432432867587,0.003950437065213919,0.9843999743461609,0.8600000143051147,1.9559072939046018e-07,0.0033549892250448465,0.11379999667406082,0.09759999811649323,0.0005018694209866226,0.0038566626608371735,0.11400000005960464,0.09719999879598618,0.0005018538213334978,0.0038566470611840487,2.8
0.0023272386752068996,0.0027263632509857416,10,64,mnist,pca,0.0026320740580558777,0.002248455071821809,0.1151999980211258,0.11599999666213989,0.00040053538396023214,0.0026489903684705496,0.9869999885559082,0.8600000143051147,8.13646465758211e-08,0.0022485365625470877,0.10920000076293945,0.09860000014305115,0.00033915668609552085,0.00258761178702116,0.1080000028014183,0.0982000008225441,0.00033997546415776014,0.0025884301867336035,3.0
