A_cond_smax_over_smin,A_rank_eps1e-8,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_4,A_sval_5,A_sval_6,A_sval_7,A_sval_8,A_sval_9,A_sval_max,A_sval_min,bayes_decision_entropy_t,beta_x,delta_A_mean_min_interexpert,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,oracle_usage_4,oracle_usage_5,oracle_usage_6,oracle_usage_7,oracle_usage_8,oracle_usage_9,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,risk_usage_4,risk_usage_5,risk_usage_6,risk_usage_7,risk_usage_8,risk_usage_9,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,teacher_usage_4,teacher_usage_5,teacher_usage_6,teacher_usage_7,teacher_usage_8,teacher_usage_9,v_t
291384.34375,10.0,0.05505121871829033,0.0001362088369205594,6.472590030170977e-05,6.185610982356593e-05,3.835892493952997e-05,1.7644333638600074e-05,1.4451318747887854e-05,1.0161417776544113e-05,6.108005436544772e-06,1.889299170443337e-07,0.05505121871829033,1.889299170443337e-07,0.04398242011666298,80.0,3.5581178963184357e-06,12288,0.010009765625,0.0077311196364462376,0.045654296875,0.19677734375,0.0022786457557231188,0.21435546875,0.01578775979578495,0.03076171875,0.3231607973575592,0.1534830778837204,0.1659342497587204,4.593865742208436e-05,9.776187653187662e-06,0.0,0.0,0.0,0.00016276042151730508,0.0,0.0,0.0,0.0,0.9794108271598816,0.02042643167078495,0.0004467813123483211,0.0001293524692300707,1.5747824907302856,0.999969482421875,0.09993509203195572,0.0996105894446373,0.09955593943595886,0.10065647959709167,0.09927812963724136,0.1003420427441597,0.09951853007078171,0.09955618530511856,0.10094240307807922,0.1006046012043953,0.9670313000679016
54080.375,10.0,0.04630902409553528,0.0001796956203179434,6.606171518797055e-05,5.275748480926268e-05,4.484505916479975e-05,1.4775109775655437e-05,1.0074603778775781e-05,8.548419828002807e-06,6.182830475154333e-06,8.563000051253766e-07,0.04630902409553528,8.563000051253766e-07,0.06027192994952202,80.0,3.6617741443478735e-06,12288,0.010498046875,0.0043131508864462376,0.0345052070915699,0.166259765625,0.00146484375,0.2242024689912796,0.009602864272892475,0.032470703125,0.3426920473575592,0.1739908903837204,0.154052734375,5.0766568165272474e-05,7.737964551779442e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688313603401184,0.03116861917078495,0.00046096157166175544,0.00012995480210520327,1.7043477296829224,0.9999685287475586,0.0999085083603859,0.09963873028755188,0.09946111589670181,0.1005798950791359,0.09927267581224442,0.10038167983293533,0.0995573103427887,0.09952017664909363,0.10098612308502197,0.10069378465414047,0.9745572805404663
60682.83203125,10.0,0.03889105096459389,0.0001581568649271503,6.114595453254879e-05,5.6013759603956714e-05,3.255513001931831e-05,1.0939307685475796e-05,8.411921953666024e-06,5.887344286747975e-06,2.9113352866261266e-06,6.40890505110292e-07,0.03889105096459389,6.40890505110292e-07,0.01149057038128376,80.0,2.210889988418785e-06,12288,0.0065104165114462376,0.0030924479942768812,0.02213541604578495,0.159423828125,0.001220703125,0.2542317807674408,0.0078125,0.02164713479578495,0.36474609375,0.1591796875,0.1488444060087204,5.453780613606796e-05,1.7431961168767884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959309697151184,0.0040690102614462376,0.00040827778866514564,0.00011051529872929677,1.833912968635559,0.9999739527702332,0.0999007597565651,0.09960158914327621,0.09951293468475342,0.1005595400929451,0.09926348179578781,0.1004481315612793,0.09950756281614304,0.09958606213331223,0.10098458081483841,0.10063538700342178,0.9803652763366699
38880.0546875,10.0,0.03283984959125519,0.00017387284606229514,6.186065002111718e-05,5.191892705624923e-05,3.147904135403223e-05,1.3875617696612608e-05,9.574866453476716e-06,7.661120434931945e-06,4.992680715076858e-06,8.446451715826697e-07,0.03283984959125519,8.446451715826697e-07,0.027060799300670624,80.0,3.2546697639190825e-06,12288,0.0055338540114462376,0.001220703125,0.015869140625,0.138671875,0.0006510416860692203,0.2705078125,0.0049641928635537624,0.0205078125,0.3639322817325592,0.1781412810087204,0.1416015625,4.645153967430815e-05,9.814638360694516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886067509651184,0.011393229477107525,0.00040147113031707704,0.00010985072003677487,1.9634782075881958,0.9999756813049316,0.09985953569412231,0.09957459568977356,0.0994872972369194,0.10048485547304153,0.0992751494050026,0.10052457451820374,0.09954310208559036,0.09964453428983688,0.10094452649354935,0.10066177695989609,0.9848474264144897
26243.181640625,10.0,0.027537504211068153,0.00014673710393253714,5.716427767765708e-05,4.962883031112142e-05,2.7410738766775467e-05,1.5017060832178686e-05,8.198019713745452e-06,5.718750799132977e-06,2.902705546148354e-06,1.0493203035366605e-06,0.027537504211068153,1.0493203035366605e-06,0.0015562899643555284,80.0,1.7545652326589334e-06,12288,0.0043131508864462376,0.001220703125,0.01318359375,0.1145833358168602,0.00040690103196538985,0.2749837338924408,0.0077311196364462376,0.015625,0.3883463442325592,0.1796061247587204,0.1338704526424408,4.7337409341707826e-05,1.85912249435205e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995930790901184,0.00040690103196538985,0.0003409165656194091,9.074983972823247e-05,2.093043327331543,0.9999798536300659,0.09983711689710617,0.09951340407133102,0.09950524568557739,0.1004120334982872,0.09935324639081955,0.1005082055926323,0.09956874698400497,0.09972768276929855,0.10094507783651352,0.10062925517559052,0.9883064031600952
128984.9296875,10.0,0.0233526099473238,0.00018045531760435551,7.636944064870477e-05,4.204661672702059e-05,2.613047035993077e-05,1.4689630006614607e-05,5.431479166873032e-06,4.988976797903888e-06,3.3154904031107435e-06,1.8104913124261657e-07,0.0233526099473238,1.8104913124261657e-07,0.03568395972251892,80.0,2.9974851258884883e-06,12288,0.0039876303635537624,0.00032552084303461015,0.008219401352107525,0.0916341170668602,0.00016276042151730508,0.294677734375,0.0044759116135537624,0.015625,0.376220703125,0.2046712189912796,0.12841796875,2.4720775400055572e-05,5.911174412176479e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839680790901184,0.01603190042078495,0.0003661637019831687,0.00010157970245927572,2.2226085662841797,0.999978244304657,0.09978524595499039,0.09951271861791611,0.0993846133351326,0.10038053244352341,0.09938234090805054,0.1006416454911232,0.09956391900777817,0.09973722696304321,0.10091385245323181,0.10069792717695236,0.9909757971763611
14279.0478515625,10.0,0.019562171772122383,0.0001451394346076995,6.590857083210722e-05,3.854652095469646e-05,2.284990478074178e-05,1.2921388588438276e-05,8.651370990264695e-06,4.942855866829632e-06,1.8121196490028524e-06,1.3699913097298122e-06,0.019562171772122383,1.3699913097298122e-06,0.00036813580663874745,80.0,2.591835936982534e-06,12288,0.0022786457557231188,0.00040690103196538985,0.0071614584885537624,0.0687662735581398,8.138021075865254e-05,0.3099772036075592,0.0048014321364462376,0.013509114272892475,0.4034017026424408,0.1896158903837204,0.1258138120174408,3.265407576691359e-05,1.7450203813496046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999186396598816,8.138021075865254e-05,0.0003285749407950789,8.37229163153097e-05,2.3521738052368164,0.9999816417694092,0.09977773576974869,0.09947598725557327,0.09942606836557388,0.10029817372560501,0.09944698214530945,0.10061776638031006,0.09958520531654358,0.09980978816747665,0.10091511160135269,0.1006472185254097,0.9930359125137329
15402.0712890625,10.0,0.01661452278494835,0.00012988736853003502,6.140990444691852e-05,3.671913145808503e-05,1.8476534023648128e-05,1.2990979485039134e-05,6.608315288758604e-06,5.410248377302196e-06,2.8189419936097693e-06,1.0787200608319836e-06,0.01661452278494835,1.0787200608319836e-06,1.0799999783372982e-10,80.0,3.295368514955044e-06,12288,0.0013020833721384406,0.0,0.0037434895057231188,0.0613606758415699,0.000244140625,0.3224283754825592,0.0044759116135537624,0.010986328125,0.4256184995174408,0.1698404997587204,0.1183268278837204,2.6884157705353573e-05,1.7898284568218514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002829798322636634,7.067139085847884e-05,2.481739044189453,0.9999841451644897,0.09975208342075348,0.09944815933704376,0.09942148625850677,0.10029938817024231,0.09949277341365814,0.10064254701137543,0.099575936794281,0.09984363615512848,0.10091087222099304,0.10061310231685638,0.9946256279945374
36021.0546875,10.0,0.014156092889606953,0.00013178768858779222,6.085892891860567e-05,3.472510434221476e-05,1.3915393537899945e-05,1.180526214739075e-05,6.6640063778322656e-06,4.43034195996006e-06,2.2191386506165145e-06,3.9299496279454615e-07,0.014156092889606953,3.9299496279454615e-07,0.002867503557354212,80.0,1.611828338354826e-06,12288,0.0010579427471384406,0.00016276042151730508,0.003173828125,0.0592447929084301,0.0,0.323974609375,0.0028483073692768812,0.0076497397385537624,0.4322102963924408,0.169677734375,0.116455078125,1.6140202205860987e-05,5.51060657016933e-06,0.0,0.0,0.0,0.0,0.0,0.0008138020639307797,0.0,0.0,0.9991862177848816,0.0,0.0002620214654598385,6.481636955868453e-05,2.61130428314209,0.9999849200248718,0.09973963350057602,0.09947735071182251,0.0993921086192131,0.10034549236297607,0.09948665648698807,0.10068321973085403,0.09951577335596085,0.09985080361366272,0.10090500861406326,0.10060396790504456,0.9958524107933044
1514058.125,9.0,0.012121549807488918,0.0001397000887664035,6.169560219859704e-05,3.287925210315734e-05,1.4553670553141274e-05,1.1900478057214059e-05,4.63742571810144e-06,3.5506564017850906e-06,1.187918201139837e-06,8.006000307148042e-09,0.012121549807488918,8.006000307148042e-09,0.09018675237894058,80.0,1.2319942470639944e-06,12288,0.0005696614389307797,8.138021075865254e-05,0.0013020833721384406,0.052734375,0.0,0.3468424379825592,0.0025227863807231188,0.0052897133864462376,0.4208984375,0.1697591096162796,0.1114908903837204,9.779601896298118e-06,1.4490448165815906e-06,0.0,0.0,0.0,0.0,0.0,0.0531412772834301,0.0,0.0,0.9468587040901184,0.0,0.00026940618408843875,6.797628157073632e-05,2.7408695220947266,0.9999849796295166,0.09973219037055969,0.09947043657302856,0.099337138235569,0.10033800452947617,0.09951252490282059,0.10071754455566406,0.09950294345617294,0.09987052530050278,0.10088180750608444,0.10063686966896057,0.9967992901802063
19891.248046875,10.0,0.01044219546020031,0.0001035333116305992,4.608260132954456e-05,3.089255915256217e-05,1.2056492778356187e-05,1.010027790471213e-05,3.676524329421227e-06,2.1838650354766287e-06,1.277792307519121e-06,5.249643209026544e-07,0.01044219546020031,5.249643209026544e-07,1.0799999783372982e-10,80.0,2.8271751943975687e-06,12288,0.000244140625,0.0,0.0015462239971384406,0.0360514335334301,0.0,0.3274739682674408,0.0017903646221384406,0.0023600261192768812,0.4886067807674408,0.1419270783662796,0.1114095076918602,2.4168984964489937e-05,1.7935108189703897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00020319732720963657,4.62316966149956e-05,2.8704347610473633,0.9999880194664001,0.09973493963479996,0.0994783490896225,0.09946151822805405,0.1003149002790451,0.09950735419988632,0.10066962987184525,0.09946616739034653,0.099857859313488,0.10092102736234665,0.10058819502592087,0.9975298643112183
25549.2578125,10.0,0.009067435748875141,6.889227370265871e-05,3.452592500252649e-05,2.8313575967331417e-05,1.0981432751577813e-05,8.496868758811615e-06,4.920091669191606e-06,3.035776217075181e-06,1.165347384812776e-06,3.549001519331796e-07,0.009067435748875141,3.549001519331796e-07,1.0799999783372982e-10,80.0,2.0395848423504503e-06,12288,0.0,0.0,0.0011393228778615594,0.0341796875,0.0,0.2259928435087204,0.0022786457557231188,0.0038248698692768812,0.629150390625,0.1034342423081398,0.1067708358168602,4.683500083046965e-05,4.3484811612870544e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00012290220183786005,2.2674626961816102e-05,3.0,0.9999908208847046,0.0997772216796875,0.09945633262395859,0.0995902419090271,0.10031747817993164,0.09954339265823364,0.10054074972867966,0.09947746247053146,0.09980957955121994,0.10095720738172531,0.10053039342164993,0.9980937838554382
