beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,spec_delta,spec_t_star,spec_window_frac,step,t_max_batch,t_mean,t_min_batch,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3,usage_4,usage_5,usage_6,usage_7,usage_8,usage_9
0.0,0.0,0.0,0.02461770363152027,0.02433365397155285,0.024577325209975243,0.0,0.2,0.5,0.85,1,2.8106749057769775,0.5844014286994934,0.117055743932724,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.023339053615927696,0.023287080228328705,0.023313309997320175,0.0,0.2,0.5,0.85,500,2.9099948406219482,0.652357816696167,0.09115064144134521,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.02381085231900215,0.023761767894029617,0.02378520742058754,0.0,0.2,0.5,0.85,1000,2.6171181201934814,0.6099218130111694,0.17619600892066956,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.02404717169702053,0.023378821089863777,0.02396186999976635,0.0,0.2,0.5,0.85,1500,2.900858163833618,0.6630306243896484,0.048585742712020874,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.023981427773833275,0.023940149694681168,0.0239559318870306,0.0,0.2,0.5,0.85,2000,2.8549466133117676,0.6658695936203003,0.053565993905067444,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.023153310641646385,0.02311193197965622,0.023127809166908264,0.0,0.2,0.5,0.85,2500,2.91027569770813,0.6128581166267395,0.10566443204879761,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.0,0.0,0.0,0.022276991978287697,0.02222786657512188,0.022251276299357414,0.0,0.2,0.5,0.85,3000,2.6156229972839355,0.6772753000259399,0.30664724111557007,0.9999998211860657,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373,0.09999997168779373
0.4050925672054291,0.4050925672054291,0.4050925672054291,0.022978151217103004,0.022934699431061745,0.022952664643526077,0.0050636574074074065,0.2,0.5,0.85,3500,2.6645612716674805,0.6092192530632019,0.08922718465328217,0.9999998807907104,0.1000000610947609,0.09999999403953552,0.10000014305114746,0.09999991953372955,0.09999996423721313,0.10000003129243851,0.09999993443489075,0.10000000894069672,0.09999993443489075,0.10000000149011612
1.5740740299224854,1.5740740299224854,1.5740740299224854,0.02324467897415161,0.02295464649796486,0.023197708651423454,0.019675925925925927,0.2,0.5,0.85,4000,2.9908461570739746,0.6406748294830322,0.13229243457317352,1.0,0.10000202804803848,0.10000892728567123,0.10000483691692352,0.09999855607748032,0.10000525414943695,0.09997683018445969,0.09999454021453857,0.10000155866146088,0.10000376403331757,0.10000371932983398
3.4375,3.4375,3.4375,0.025035154074430466,0.02474602684378624,0.024989116936922073,0.04296875,0.2,0.5,0.85,4500,2.9487593173980713,0.6654767990112305,0.06268060207366943,1.0,0.09999974071979523,0.09998844563961029,0.10003793239593506,0.10000121593475342,0.10004234313964844,0.10001116991043091,0.09998447448015213,0.09999585151672363,0.09995493292808533,0.09998387098312378
5.925926208496094,5.925926208496094,5.925926208496094,0.024927763268351555,0.02488769218325615,0.024902256205677986,0.07407407407407407,0.2,0.5,0.85,5000,2.88431978225708,0.658526599407196,0.058225106447935104,1.0,0.09999987483024597,0.10000032186508179,0.1000010147690773,0.1000002920627594,0.09999927878379822,0.1000000461935997,0.10000088810920715,0.10000039637088776,0.09999831765890121,0.0999995693564415
