A_cond_smax_over_smin,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_4,A_sval_5,A_sval_6,A_sval_7,A_sval_8,A_sval_9,A_sval_max,A_sval_min,beta_gap_mean,beta_top2_gap_mean,beta_x_mean,cost_gap_mean,delta_A_mean_min_interexpert,n,oracle_class_mi_norm,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,oracle_usage_4,oracle_usage_5,oracle_usage_6,oracle_usage_7,oracle_usage_8,oracle_usage_9,oracle_usage_entropy_norm,posterior_acc,risk_margin_mean,risk_margin_p05,risk_route_class_mi_norm,risk_route_usage_0,risk_route_usage_1,risk_route_usage_2,risk_route_usage_3,risk_route_usage_4,risk_route_usage_5,risk_route_usage_6,risk_route_usage_7,risk_route_usage_8,risk_route_usage_9,risk_route_usage_entropy_norm,route_excess_p95,route_excess_vs_sample_oracle,step,t,teacher_entropy_sample_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,teacher_usage_4,teacher_usage_5,teacher_usage_6,teacher_usage_7,teacher_usage_8,teacher_usage_9,teacher_usage_entropy_norm,top2_cost_gap_mean
77265.0390625,1.3949759006500244,0.0002169258805224672,0.00020735706493724138,0.0001565333950566128,0.00014324414951261133,0.00013142959505785257,7.924701640149578e-05,5.990620775264688e-05,4.8606547352392226e-05,1.8054424799629487e-05,1.3949759006500244,1.8054424799629487e-05,0.040963366627693176,0.014897561632096767,80.0,0.0005120420828461647,5.212426458456321e-06,1024,0.024139037527980023,0.0732421875,0.16015625,0.052734375,0.14453125,0.06640625,0.2216796875,0.04296875,0.0625,0.1376953125,0.0380859375,0.9292068481445312,0.2724609375,5.3132345783524215e-05,3.6954879760742188e-06,0.14913106732179757,0.0,0.0302734375,0.0,0.1015625,0.0,0.80078125,0.0,0.0,0.0673828125,0.0,0.3030620515346527,0.0009889889042824507,0.00035578315146267414,1,0.019999999552965164,0.999853253364563,0.09988616406917572,0.1007380485534668,0.09960536658763885,0.10055577009916306,0.09968364238739014,0.1012868881225586,0.09915561228990555,0.09957383573055267,0.10048037767410278,0.09903429448604584,0.9999894499778748,0.0001862195204012096
108541.5234375,0.4506112337112427,0.000133866720716469,0.00011029357119696215,9.948547813110054e-05,6.761415716027841e-05,6.088923692004755e-05,4.63628675788641e-05,1.993353907892015e-05,1.2641839930438437e-05,4.151509983785218e-06,0.4506112337112427,4.151509983785218e-06,0.02091960608959198,0.007292499765753746,80.0,0.00026149506447836757,1.743063307912962e-06,1024,0.02739460298581492,0.123046875,0.11328125,0.056640625,0.150390625,0.1044921875,0.125,0.10546875,0.0634765625,0.1181640625,0.0400390625,0.973446249961853,0.265625,1.9097809854429215e-05,2.514570951461792e-06,0.12487098711630858,0.0,0.0,0.0,0.7041015625,0.0,0.1220703125,0.0,0.0,0.173828125,0.0,0.35086652636528015,0.0005319491028785706,0.00020676030544564128,1,0.2186666578054428,0.9999611377716064,0.1001347005367279,0.10013094544410706,0.09982604533433914,0.10048337280750275,0.09994994103908539,0.10021567344665527,0.09982167929410934,0.09969637542963028,0.10007897764444351,0.09966230392456055,0.9999986290931702,9.11562456167303e-05
48458.0,0.29450976848602295,0.0001113545149564743,9.590548143023625e-05,6.408886838471517e-05,5.6445020163664594e-05,4.2419167584739625e-05,2.4957125788205303e-05,2.2480606276076287e-05,1.8001004718826152e-05,6.077629677747609e-06,0.29450976848602295,6.077629677747609e-06,0.017859145998954773,0.006067975424230099,80.0,0.00022323933080770075,7.83987331942626e-07,1024,0.025510090084291184,0.10546875,0.1083984375,0.0771484375,0.166015625,0.0869140625,0.1328125,0.10546875,0.0654296875,0.1123046875,0.0400390625,0.9747065305709839,0.2685546875,2.213027619291097e-05,2.042856067419052e-06,0.06857068825974501,0.0224609375,0.0,0.0,0.8525390625,0.0,0.125,0.0,0.0,0.0,0.0,0.20898349583148956,0.0004724792088381946,0.0001688666525296867,1,0.41733333468437195,0.9999710917472839,0.10009250789880753,0.09994304180145264,0.10003668814897537,0.10043936967849731,0.09997476637363434,0.10012276470661163,0.09987553209066391,0.0998271256685257,0.09995438158512115,0.09973380714654922,0.9999991655349731,7.584968989249319e-05
46540.046875,0.21290601789951324,9.374066576128826e-05,8.412115857936442e-05,6.551510887220502e-05,5.01009781146422e-05,2.7913258236367255e-05,2.4069873688858934e-05,2.2071286366553977e-05,8.610484655946493e-06,4.5746842260996345e-06,0.21290601789951324,4.5746842260996345e-06,0.01599884405732155,0.005477690603584051,80.0,0.0001999855594476685,7.130205972316617e-07,1024,0.0297774884819842,0.095703125,0.103515625,0.0771484375,0.1611328125,0.125,0.1328125,0.0849609375,0.0712890625,0.0927734375,0.0556640625,0.9807751178741455,0.2548828125,2.334143573534675e-05,1.9995495676994324e-06,0.17924817567924142,0.0009765625,0.0,0.0,0.9951171875,0.00390625,0.0,0.0,0.0,0.0,0.0,0.014462325721979141,0.0003975787840317935,0.00015512082609348,1,0.6159999966621399,0.9999761581420898,0.10003300756216049,0.09992770105600357,0.10006313771009445,0.10036341100931168,0.10006946325302124,0.10008250176906586,0.09978818148374557,0.10003125667572021,0.09979310631752014,0.09984822571277618,0.999999463558197,6.847113399999216e-05
29624.572265625,0.16146664321422577,0.00010799973824759945,7.227932655951008e-05,6.597420724574476e-05,5.668558515026234e-05,4.025280213681981e-05,2.5891411496559158e-05,1.7043996194843203e-05,1.365929620078532e-05,5.450429398479173e-06,0.16146664321422577,5.450429398479173e-06,0.014644835144281387,0.004885535687208176,80.0,0.00018306044512428343,9.841286328082788e-07,1024,0.022106543283659408,0.1318359375,0.0908203125,0.080078125,0.1357421875,0.1337890625,0.111328125,0.0859375,0.080078125,0.09375,0.056640625,0.9855756163597107,0.251953125,1.5811312550795265e-05,2.7461908302939264e-06,0.08564112048325427,0.1796875,0.0,0.0234375,0.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.2507387101650238,0.0003881766751874238,0.00014595294487662613,1,0.8146666288375854,0.9999797344207764,0.10015404224395752,0.0999412089586258,0.100120410323143,0.1003020778298378,0.09998676925897598,0.10001086443662643,0.09973644465208054,0.10007636249065399,0.09973422437906265,0.09993760287761688,0.9999992847442627,6.106919317971915e-05
49305.125,0.12220943719148636,0.00014196276606526226,7.453456055372953e-05,5.3833136917091906e-05,4.3876381823793054e-05,3.547218511812389e-05,2.6377119866083376e-05,1.8884893506765366e-05,1.39900103022228e-05,2.4786356789263664e-06,0.12220943719148636,2.4786356789263664e-06,0.01337934099137783,0.004606017842888832,80.0,0.0001672417565714568,1.594703689988819e-06,1024,0.03581659119365725,0.0908203125,0.1201171875,0.1015625,0.1728515625,0.1259765625,0.1171875,0.0595703125,0.0771484375,0.0908203125,0.0439453125,0.9733477830886841,0.2236328125,1.2592323400895111e-05,7.860362529754639e-07,0.07659584778285247,0.0302734375,0.0,0.001953125,0.830078125,0.1376953125,0.0,0.0,0.0,0.0,0.0,0.2369794100522995,0.0003350270271766931,0.00012371000775601715,1,1.0133333206176758,0.9999831914901733,0.10005678236484528,0.10004809498786926,0.1001090258359909,0.1003228947520256,0.09999460726976395,0.10000011324882507,0.09972577542066574,0.1001625582575798,0.09964518249034882,0.09993497282266617,0.9999991655349731,5.7575220125727355e-05
54552.828125,0.09340474754571915,0.00012898848217446357,6.645471876254305e-05,5.563529339269735e-05,3.6242869100533426e-05,2.6568150133243762e-05,2.4274997485917993e-05,1.9453085769782774e-05,1.2868898920714855e-05,1.7121889186455519e-06,0.09340474754571915,1.7121889186455519e-06,0.012131888419389725,0.004092419054359198,80.0,0.0001516486081527546,9.924173127728864e-07,1024,0.028067526809653184,0.0546875,0.1494140625,0.06640625,0.1787109375,0.13671875,0.1162109375,0.0625,0.1083984375,0.080078125,0.046875,0.9609814882278442,0.212890625,6.400840902642813e-06,2.0870938897132874e-06,0.08600188777675738,0.0,0.0,0.0,0.98828125,0.01171875,0.0,0.0,0.0,0.0,0.0,0.027689747512340546,0.00028250744799152017,0.00010688537440728396,1,1.2120000123977661,0.9999857544898987,0.09999100863933563,0.10006935894489288,0.10003528743982315,0.10035400092601776,0.09999197721481323,0.09995881468057632,0.09974545240402222,0.10027293860912323,0.09959021210670471,0.09999094903469086,0.9999990463256836,5.115523890708573e-05
11895.7724609375,0.0720895305275917,0.0001468296250095591,7.985322008607909e-05,5.6787765061017126e-05,3.93897425965406e-05,2.6205725589534268e-05,1.9697408788488247e-05,1.2490306289691944e-05,8.742789759708103e-06,6.060096438886831e-06,0.0720895305275917,6.060096438886831e-06,0.010802319273352623,0.003587867831811309,80.0,0.00013502899673767388,1.4654826827609213e-06,1024,0.039800852039733874,0.068359375,0.166015625,0.0478515625,0.2080078125,0.12890625,0.0947265625,0.0654296875,0.1015625,0.072265625,0.046875,0.9489020109176636,0.1865234375,7.091028237482533e-06,6.460584813794412e-07,0.07280734799486982,0.0,0.2138671875,0.0,0.7109375,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.3331039845943451,0.00026997693930752575,9.391714411322027e-05,1,1.410666584968567,0.9999889135360718,0.1000010222196579,0.10014741122722626,0.10000893473625183,0.10032541304826736,0.10000906884670258,0.09993493556976318,0.09982488304376602,0.10024335980415344,0.09958711266517639,0.09991788119077682,0.9999989867210388,4.484834789764136e-05
25572.04296875,0.05548693612217903,0.00012519779556896538,6.978448800509796e-05,6.355540972435847e-05,3.0925864848541096e-05,2.3942659026943147e-05,2.0639325157389976e-05,1.0000998372561298e-05,8.036538929445669e-06,2.1698281216231408e-06,0.05548693612217903,2.1698281216231408e-06,0.009633633308112621,0.0029089045710861683,80.0,0.00012042041635140777,1.4224555116015836e-06,1024,0.04375706372914363,0.0478515625,0.16015625,0.048828125,0.2080078125,0.1220703125,0.0869140625,0.07421875,0.1416015625,0.0732421875,0.037109375,0.9404187798500061,0.166015625,4.31609896622831e-06,5.322741571944789e-07,0.0662756574977765,0.0,0.1748046875,0.0,0.5390625,0.0,0.0,0.0,0.2861328125,0.0,0.0,0.43256235122680664,0.00022494743461720645,7.519367500208318e-05,1,1.6093333959579468,0.9999905824661255,0.09996256232261658,0.10015705972909927,0.09995420277118683,0.10032875835895538,0.09991033375263214,0.0999293327331543,0.09988796710968018,0.10032954812049866,0.09955983608961105,0.09998040646314621,0.9999988675117493,3.6361307138577104e-05
48073.7265625,0.04280741512775421,0.00011409632861614227,6.13140655332245e-05,4.055604586028494e-05,2.571857112343423e-05,1.3131250852893572e-05,1.198732297780225e-05,7.516050573030952e-06,2.770259015960619e-06,8.904534638531914e-07,0.04280741512775421,8.904534638531914e-07,0.008633327670395374,0.002692119451239705,80.0,0.00010791659587994218,1.001707346404146e-06,1024,0.042640247175111,0.0439453125,0.1494140625,0.0458984375,0.2353515625,0.103515625,0.080078125,0.0732421875,0.150390625,0.080078125,0.0380859375,0.9307937622070312,0.15625,1.082406106434064e-05,6.277579700508795e-07,0.07883912578410261,0.0,0.0,0.0,0.9306640625,0.0,0.0,0.0,0.0693359375,0.0,0.0,0.10940652340650558,0.00019287130271550268,6.281909008976072e-05,1,1.808000087738037,0.9999925494194031,0.09996645897626877,0.10014734417200089,0.09995248913764954,0.10035639256238937,0.09987756609916687,0.09992191195487976,0.09987607598304749,0.10030203312635422,0.0996512919664383,0.09994843602180481,0.9999990463256836,3.3651493140496314e-05
