beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_oracle_class_purity,test_oracle_eff_frac_min,test_oracle_soft_usage_entropy,test_oracle_usage_entropy,test_soft_oracle_mse,train_mean_expert_mse,train_oracle_best_mse,train_oracle_class_mi_norm,train_oracle_class_purity,train_oracle_eff_frac_min,train_oracle_soft_usage_entropy,train_oracle_usage_entropy,train_soft_oracle_mse,variant
0.0,0,1.0076347045898437,1.0075744934082032,5.2847868419113866e-05,0.0040000000000000036,0.8980000019073486,1.0,0.9973456263542175,1.0076347045898437,1.0076864957809448,1.007627546787262,0.0002713631156007061,0.0078125,0.931640625,1.0,0.9982082843780518,1.0076864957809448,uniform
0.0,200,0.9663433227539062,0.9662907409667969,0.00014082818139286255,0.006000000000000005,0.921999990940094,1.0,0.9979656338691711,0.9663433227539062,0.9551177620887756,0.9550668001174927,0.00012285409457088583,0.00537109375,0.9375,1.0,0.9988007545471191,0.9551177620887756,uniform
0.0,400,0.9305010070800781,0.9304530639648437,0.000222853874729727,0.007000000000000006,0.9279999732971191,1.0,0.9982938170433044,0.9305010070800781,0.9111186563968658,0.9110726118087769,0.00023668356904520685,0.0078125,0.955078125,1.0,0.9989868402481079,0.9111186563968658,uniform
0.0,600,0.8990536499023437,0.8990093383789063,3.5286242860152e-05,0.0030000000000000027,0.921999990940094,1.0,0.9980347752571106,0.8990536499023437,0.8734249174594879,0.8733826279640198,0.0001666031482625235,0.00634765625,0.955078125,1.0,0.9987244009971619,0.8734249174594879,uniform
0.0,800,0.8705951843261719,0.8705540161132812,0.00013464462384605588,0.005499999999999949,0.9340000152587891,1.0,0.9983335137367249,0.8705951843261719,0.8399790823459625,0.8399399220943451,0.0005528552245990891,0.0126953125,0.958984375,1.0,0.9989659786224365,0.8399790823459625,uniform
0.0,1000,0.8451671447753907,0.8451286315917969,8.43255141355914e-05,0.0044999999999999485,0.9240000247955322,1.0,0.9978826642036438,0.8451671447753907,0.8101876974105835,0.810151219367981,0.0012101562811775949,0.02001953125,0.95703125,1.0,0.9988998174667358,0.8101876974105835,uniform
0.0,1200,0.8224295654296875,0.8223934631347656,0.00010858591770666259,0.005499999999999949,0.9279999732971191,1.0,0.9985476732254028,0.8224295654296875,0.7836993634700775,0.7836652994155884,0.001588095077890748,0.02294921875,0.958984375,1.0,0.9990559816360474,0.7836993634700775,uniform
0.0,1400,0.8019314575195312,0.8018974609375,0.00019267211274867407,0.00649999999999995,0.9340000152587891,1.0,0.9984965324401855,0.8019314575195312,0.7601824998855591,0.7601505219936371,0.0018443625678647834,0.0244140625,0.951171875,1.0,0.9990732073783875,0.7601824998855591,uniform
0.0,1600,0.78352587890625,0.7834938354492188,0.0004742040107851257,0.010000000000000009,0.9279999732971191,1.0,0.9981333613395691,0.78352587890625,0.7390688955783844,0.7390387952327728,0.0023490920012569035,0.02783203125,0.939453125,1.0,0.9991649389266968,0.7390688955783844,uniform
0.0,1800,0.7671202087402343,0.7670899047851563,0.00032326085343325025,0.009000000000000008,0.9319999814033508,1.0,0.9985235929489136,0.7671202087402343,0.7203398048877716,0.7203114330768585,0.002192512427200687,0.02734375,0.93359375,1.0,0.9992429614067078,0.7203398048877716,uniform
