A_ck_rank,A_ck_s1,A_ck_s2,A_ck_std,bayes_risk_excess_mean,beta,beta_gap,beta_times_lambda_class,beta_times_lambda_free,beta_times_lambda_trans,cost_gap_mean,instability_class,instability_free,instability_trans,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_usage_entropy,posterior_acc,posterior_ce,rho,risk_margin_mean,risk_margin_p95,soft_oracle_mse,t,teacher_entropy_norm
4.0,0.00014027672295924276,7.71215837858108e-08,2.2462265405920334e-05,0.0,12.594400060730395,0.0003179555060341954,0.25,0.49887087631277166,0.07821242984733794,2.52457830356434e-05,0.0,0.0,0.0,0.2806812524795532,0.28065598011016846,0.28985451797476536,0.4738921821117401,0.6875,0.9175947308540344,0.5,1.3777833373751491e-05,3.584176374715753e-05,0.28068122267723083,0.5,1.0
3.0,0.46982917189598083,0.20629794895648956,0.0854976549744606,0.0,25.18880012146079,3.1474335193634033,0.5,0.9977417526255433,0.15642485969467587,0.12495368719100952,0.0,1.0,0.0,0.3558482527732849,0.2308945655822754,0.612324026572507,0.9987543821334839,0.6875,0.9175947308540344,1.0,0.0729471743106842,0.1592293083667755,0.24204351007938385,0.5,0.3930087089538574
3.0,0.5354349613189697,0.2815154194831848,0.10263809561729431,0.0,50.37760024292158,7.942675590515137,1.0,1.9954835052510866,0.31284971938935174,0.15766283869743347,1.0,1.0,0.0,0.3880056142807007,0.2303427904844284,0.662563313342027,0.9956333637237549,0.6875,0.9175947308540344,2.0,0.0980561226606369,0.1885918527841568,0.2320529818534851,0.5,0.11628436297178268
4.0,3.886502142336212e-08,2.467300319608512e-08,8.056384892540791e-09,0.0,14.272101768975189,2.895148440984485e-07,0.25,0.390290957169997,0.06236706075645759,2.028536982834339e-08,0.0,0.0,0.0,0.16637633740901947,0.16637632250785828,0.009167013127087054,0.959510087966919,0.56201171875,1.3023087978363037,0.5,1.4733814168721437e-09,1.4901161193847656e-08,0.16637633740901947,0.8,1.0
3.0,0.15256713330745697,0.05222141742706299,0.02631501853466034,0.0,28.544203537950377,0.9735630750656128,0.5,0.780581914339994,0.12473412151291519,0.034107208251953125,0.0,1.0,0.0,0.17854000627994537,0.14443279802799225,0.37798813043305823,0.9871516823768616,0.56201171875,1.3023087978363037,1.0,0.011555559933185577,0.04534967988729477,0.15733039379119873,0.8,0.822830319404602
3.0,0.233870729804039,0.13078002631664276,0.045123182237148285,0.0,57.088407075900754,4.136653900146484,1.0,1.561163828679988,0.24946824302583037,0.07246048748493195,1.0,1.0,0.0,0.20859789848327637,0.13613739609718323,0.5658547650022994,0.9991990923881531,0.56201171875,1.3023087978363037,2.0,0.037412405014038086,0.08992360532283783,0.13962361216545105,0.8,0.277687132358551
4.0,2.9050692518239885e-08,2.3980538443879595e-08,6.242159678038206e-09,0.0,19.69531729374833,3.1684137979937077e-07,0.24999999999999997,0.33957971752985544,0.041787604631310024,1.6087142284959555e-08,0.0,0.0,0.0,0.0990254133939743,0.09902539849281311,0.008400919560673133,0.9817823767662048,0.43603515625,1.667231798171997,0.5,2.1209416445344687e-09,7.450580596923828e-09,0.0990254133939743,1.1,1.0
3.0,0.04877172410488129,0.0003857516567222774,0.007809970993548632,0.0,39.39063458749666,0.3091343343257904,0.49999999999999994,0.6791594350597109,0.08357520926262005,0.007847914472222328,0.0,1.0,0.0,0.10066180676221848,0.0928138941526413,0.2670669699156191,0.7842279672622681,0.43603515625,1.667231798171997,1.0,0.002770286286249757,0.019254589453339577,0.09662659466266632,1.1,0.9482532739639282
3.0,0.10433048754930496,0.05907493829727173,0.020552851259708405,0.0,78.78126917499333,2.7269480228424072,0.9999999999999999,1.3583188701194218,0.1671504185252401,0.034614164382219315,1.0,1.0,0.0,0.11619266867637634,0.08157849311828613,0.48242849541738897,0.9971349239349365,0.43603515625,1.667231798171997,2.0,0.01378333754837513,0.03408393636345863,0.08535440266132355,1.1,0.4342518448829651
4.0,1.4753644528298082e-08,6.535685770359123e-09,2.7189321905041197e-09,0.0,30.831168813269343,4.363146217656322e-07,0.25,0.3087391717526399,0.03143331225551666,1.4151737559586763e-08,0.0,0.0,0.0,0.057085610926151276,0.05708559602499008,0.007606152740369963,0.994337797164917,0.31005859375,1.9312925338745117,0.5,1.1441443348303437e-09,3.725290298461914e-09,0.057085610926151276,1.4,1.0
2.0,0.023837074637413025,1.0405331067886436e-06,0.0038169859908521175,0.0,61.66233762653869,0.23986494541168213,0.5,0.6174783435052797,0.06286662451103332,0.003889974905177951,0.0,1.0,0.0,0.0579511821269989,0.05406121164560318,0.13839598401967143,0.8487008213996887,0.31005859375,1.9312925338745117,1.0,0.001066216267645359,0.007479323539882898,0.05619466304779053,1.4,0.963593602180481
3.0,0.05142202228307724,0.02779092639684677,0.009991896338760853,0.0,123.32467525307737,2.165205955505371,1.0,1.2349566870105595,0.12573324902206665,0.01755695603787899,1.0,1.0,0.0,0.06537263095378876,0.047815680503845215,0.41616002701893184,0.9976474642753601,0.31005859375,1.9312925338745117,2.0,0.005133939906954765,0.013499065302312374,0.05066309869289398,1.4,0.5328859090805054
4.0,1.1190309123776387e-08,7.77006725627416e-09,2.3669108895063573e-09,0.0,53.803592118013135,6.729170536345919e-07,0.25,0.2919238777725409,0.030637301448827148,1.2506916391430423e-08,0.0,0.0,0.0,0.03246481716632843,0.032464805990457535,0.005930190999941307,0.9979864954948425,0.24267578125,2.0923967361450195,0.5,2.810338628478348e-10,3.725290298461914e-09,0.03246481716632843,1.7,1.0
2.0,0.01193541381508112,2.501416247469024e-07,0.0019111956935375929,0.0,107.60718423602627,0.217879056930542,0.5,0.5838477555450818,0.061274602897654296,0.0020247630309313536,0.0,1.0,0.0,0.03300267085433006,0.03097791038453579,0.1105250015263262,0.9036591649055481,0.24267578125,2.0923967361450195,1.0,0.00034249969758093357,0.0023814288433641195,0.032141927629709244,1.7,0.9687895774841309
3.0,0.025982236489653587,0.017610130831599236,0.00535575021058321,0.0,215.21436847205254,2.0940206050872803,1.0,1.1676955110901637,0.12254920579530859,0.009729929268360138,1.0,1.0,0.0,0.037241216748952866,0.02751128561794758,0.38961397651518087,0.9961073398590088,0.24267578125,2.0923967361450195,2.0,0.001976278144866228,0.0050155529752373695,0.029162554070353508,1.7,0.5479469299316406
4.0,6.406983832363267e-09,6.11778183667866e-09,1.7205086244587164e-09,0.0,96.95866012450716,1.2221776160004083e-06,0.25,0.28303757744448527,0.021637068239460232,1.2605141819221899e-08,0.0,0.0,0.0,0.01832500845193863,0.018324995413422585,0.005713289345449983,0.9980776309967041,0.2021484375,2.195535898208618,0.5,3.6925484891980886e-10,1.862645149230957e-09,0.01832500845193863,2.0,1.0
1.0,0.0064011989161372185,3.8644888178396286e-08,0.0010250123450532556,0.0,193.91732024901432,0.22136640548706055,0.5,0.5660751548889705,0.043274136478920464,0.0011415504850447178,0.0,1.0,0.0,0.01861921325325966,0.01747766137123108,0.08833797883653605,0.9562061429023743,0.2021484375,2.195535898208618,1.0,9.404204320162535e-05,0.0007412371342070401,0.018142741173505783,2.0,0.9691080451011658
3.0,0.015473314560949802,0.009207230992615223,0.0031114560551941395,0.0,387.83464049802865,2.1005475521087646,1.0,1.132150309777941,0.08654827295784093,0.005416090600192547,1.0,1.0,0.0,0.021076999604701996,0.015660908073186874,0.39074922306640436,0.9895581603050232,0.2021484375,2.195535898208618,2.0,0.0007787164067849517,0.0018848865292966366,0.01658749207854271,2.0,0.5537207722663879
4.0,7.311204086590806e-09,3.4996989750624152e-09,1.4518265478713488e-09,0.0,175.04456419929522,2.083358594973106e-06,0.24999999999999997,0.28057161309012374,0.02962772037422571,1.1901875041075982e-08,0.0,0.0,0.0,0.010272808372974396,0.0102727971971035,0.00731439744252879,0.9996410012245178,0.1689453125,2.2588346004486084,0.5,8.139977580867708e-10,1.862645149230957e-09,0.010272808372974396,2.3,1.0
1.0,0.003167889080941677,8.00470623119054e-09,0.0005072681815363467,0.0,350.08912839859045,0.20435164868831635,0.49999999999999994,0.5611432261802475,0.05925544074845142,0.0005837131757289171,0.0,1.0,0.0,0.01038568839430809,0.009801973588764668,0.07050155966837121,0.9842914342880249,0.1689453125,2.2588346004486084,1.0,1.8897564586950466e-05,0.00010996467608492821,0.01013537310063839,2.3,0.9708483219146729
3.0,0.008869420737028122,0.0044756787829101086,0.0016895688604563475,0.0,700.1782567971809,2.0738251209259033,0.9999999999999999,1.122286452360495,0.11851088149690284,0.002961853053420782,1.0,1.0,0.0,0.011828487738966942,0.008866634219884872,0.3366896676270394,0.9864442348480225,0.1689453125,2.2588346004486084,2.0,0.00028800315340049565,0.0007290352368727326,0.009381070733070374,2.3,0.5637713670730591
4.0,5.233787181424532e-09,3.1886404627812226e-09,1.0935987670990244e-09,0.0,338.4562068218791,3.689195182232652e-06,0.25,0.2693218594098161,0.026247609216197225,1.0900066627073102e-08,0.0,0.0,0.0,0.005785486660897732,0.005785475485026836,0.00589844079746874,0.9979802966117859,0.1318359375,2.2851994037628174,0.5,6.718892109347507e-10,1.3969838619232178e-09,0.005785486660897732,2.6,1.0
2.0,0.0015581363113597035,1.351041305497347e-07,0.00024950155057013035,0.0,676.9124136437582,0.21908803284168243,0.5,0.5386437188196322,0.05249521843239445,0.00032365787774324417,0.0,1.0,0.0,0.005857258569449186,0.005533600691705942,0.05612319414421062,0.9006341099739075,0.1318359375,2.2851994037628174,1.0,1.574715042806929e-06,6.798654794692993e-08,0.0057276273146271706,2.6,0.9705393314361572
3.0,0.005284331738948822,0.002299927407875657,0.0009633033769205213,0.0,1353.8248272875164,2.2060320377349854,1.0,1.0772874376392645,0.1049904368647889,0.001629481092095375,1.0,1.0,0.0,0.006704486906528473,0.005075005814433098,0.29092978945487974,0.984264075756073,0.1318359375,2.2851994037628174,2.0,0.00012605827942024916,0.00034287857124581933,0.005332835949957371,2.6,0.551382303237915
4.0,3.7226655091870953e-09,2.8598805545954065e-09,7.934963797140426e-10,0.0,769.6112682698953,7.788469702063594e-06,0.24999999999999997,0.27182675389830335,0.027839331717883983,1.0120004390046233e-08,0.0,0.0,0.0,0.0026544947177171707,0.0026544847059994936,0.006553566593844382,0.9994231462478638,0.1259765625,2.303072214126587,0.5,7.530616130679846e-10,1.1641532182693481e-09,0.0026544947177171707,3.0,1.0
3.0,0.0007414424908347428,5.7256773544622774e-08,0.0001187258239951916,0.0,1539.2225365397906,0.2412228286266327,0.49999999999999994,0.5436535077966067,0.05567866343576797,0.00015671731671318412,0.0,1.0,0.0,0.0026943909469991922,0.002537673804908991,0.05017578044826609,0.9741066098213196,0.1259765625,2.303072214126587,1.0,3.5611947168945335e-08,9.313225746154785e-09,0.0026270789094269276,3.0,0.9660782217979431
3.0,0.003901900490745902,0.0007539534126408398,0.0006415783427655697,0.0,3078.445073079581,2.495161771774292,0.9999999999999999,1.0873070155932134,0.11135732687153593,0.000810526660643518,1.0,1.0,0.0,0.003205771092325449,0.002395244315266609,0.16715216293642052,0.9593316912651062,0.1259765625,2.303072214126587,2.0,3.529452078510076e-05,8.427972352365032e-05,0.002503880299627781,3.0,0.5612099170684814
