beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,step,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
61.4453125,61.4453125,61.4453125,0.0118172038346529,0.011817201972007751,0.0118172038346529,0.76806640625,7500,1.0,0.25,0.25,0.25,0.25
67.5,67.5,67.5,0.012590440921485424,0.01259043999016285,0.012590440921485424,0.84375,8000,1.0,0.25,0.25,0.25,0.25
72.6171875,72.6171875,72.6171875,0.014930261299014091,0.014930259436368942,0.014930261299014091,0.90771484375,8500,1.0,0.25,0.25,0.25,0.25
76.5625,76.5625,76.5625,0.012717708945274353,0.012717708945274353,0.012717710807919502,0.95703125,9000,1.0,0.25,0.25,0.25,0.25
79.1015625,79.1015625,79.1015625,0.013864535838365555,0.013864535838365555,0.013864537701010704,0.98876953125,9500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01248088851571083,0.012480886653065681,0.012480887584388256,1.0,10000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013683415949344635,0.013683415949344635,0.013683415949344635,1.0,10500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012478307820856571,0.012478306889533997,0.012478307820856571,1.0,11000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012369065545499325,0.01236906461417675,0.012369065545499325,1.0,11500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012693524360656738,0.012693522498011589,0.012693523429334164,1.0,12000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01286295335739851,0.012862952426075935,0.012862952426075935,1.0,12500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014147473499178886,0.014147472567856312,0.014147474430501461,1.0,13000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012739995494484901,0.012739994563162327,0.012739995494484901,1.0,13500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012440630234777927,0.012440630234777927,0.012440631166100502,1.0,14000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012284746393561363,0.012284745462238789,0.012284746393561363,1.0,14500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014040686190128326,0.014040686190128326,0.014040687121450901,1.0,15000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01484285295009613,0.014842851087450981,0.014842852018773556,1.0,15500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013209639117121696,0.013209639117121696,0.013209639117121696,1.0,16000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013239520601928234,0.01323951967060566,0.013239521533250809,1.0,16500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013457773253321648,0.013457771390676498,0.013457773253321648,1.0,17000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014985283836722374,0.014985283836722374,0.014985284768044949,1.0,17500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01363319531083107,0.01363319531083107,0.013633196242153645,1.0,18000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01346367783844471,0.013463676907122135,0.01346367783844471,1.0,18500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014874910935759544,0.01487491000443697,0.014874910935759544,1.0,19000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013335618190467358,0.013335618190467358,0.013335619121789932,1.0,19500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013083064928650856,0.013083064928650856,0.013083064928650856,1.0,20000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01284345705062151,0.012843456119298935,0.012843457981944084,1.0,20500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014536149799823761,0.014536149799823761,0.014536149799823761,1.0,21000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012971901334822178,0.012971900403499603,0.012971902266144753,1.0,21500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01085941307246685,0.010859412141144276,0.01085941307246685,1.0,22000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012631099671125412,0.012631098739802837,0.012631099671125412,1.0,22500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01319849956780672,0.013198498636484146,0.013198498636484146,1.0,23000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01382892020046711,0.013828919269144535,0.01382892020046711,1.0,23500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013810517266392708,0.013810517266392708,0.013810518197715282,1.0,24000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011797253973782063,0.011797253973782063,0.011797253973782063,1.0,24500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012839939445257187,0.012839939445257187,0.012839939445257187,1.0,25000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014757746830582619,0.014757746830582619,0.014757747761905193,1.0,25500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012500111944973469,0.012500111013650894,0.012500111944973469,1.0,26000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014566898345947266,0.014566897414624691,0.014566898345947266,1.0,26500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.0148543082177639,0.0148543082177639,0.0148543082177639,1.0,27000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013510653749108315,0.01351065281778574,0.013510653749108315,1.0,27500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014094797894358635,0.01409479696303606,0.014094797894358635,1.0,28000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011703605763614178,0.011703605763614178,0.011703606694936752,1.0,28500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01289395708590746,0.012893956154584885,0.01289395708590746,1.0,29000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013838470913469791,0.013838469982147217,0.013838471844792366,1.0,29500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013288210146129131,0.013288209214806557,0.013288210146129131,1.0,30000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013694077730178833,0.013694076798856258,0.013694077730178833,1.0,30500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01235891878604889,0.01235891878604889,0.01235891878604889,1.0,31000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011947579681873322,0.011947578750550747,0.011947579681873322,1.0,31500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013996396213769913,0.013996396213769913,0.013996397145092487,1.0,32000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013333525508642197,0.013333524577319622,0.013333525508642197,1.0,32500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014006974175572395,0.014006974175572395,0.01400697510689497,1.0,33000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013789241202175617,0.013789240270853043,0.013789241202175617,1.0,33500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01252879947423935,0.0125287976115942,0.01252879947423935,1.0,34000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013038752600550652,0.013038752600550652,0.013038752600550652,1.0,34500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012809325009584427,0.012809325009584427,0.012809325009584427,1.0,35000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012350902892649174,0.012350901961326599,0.012350902892649174,1.0,35500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014134583994746208,0.014134583063423634,0.014134583994746208,1.0,36000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013213751837611198,0.013213751837611198,0.013213751837611198,1.0,36500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014861081726849079,0.014861081726849079,0.014861082658171654,1.0,37000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013439214788377285,0.01343921385705471,0.01343921385705471,1.0,37500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014612256549298763,0.014612255617976189,0.014612257480621338,1.0,38000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01199878379702568,0.01199878379702568,0.01199878379702568,1.0,38500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011575113981962204,0.011575113981962204,0.011575114913284779,1.0,39000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013702547177672386,0.013702547177672386,0.01370254810899496,1.0,39500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012107396498322487,0.012107396498322487,0.012107398360967636,1.0,40000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013335281983017921,0.013335281051695347,0.01333528384566307,1.0,40500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012868927791714668,0.012868926860392094,0.012868927791714668,1.0,41000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01372116431593895,0.013721163384616375,0.01372116431593895,1.0,41500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013886294327676296,0.013886292465031147,0.013886293396353722,1.0,42000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013248029164969921,0.013248029164969921,0.013248029164969921,1.0,42500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01361776888370514,0.01361776702105999,0.01361776888370514,1.0,43000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013307306915521622,0.013307305984199047,0.013307306915521622,1.0,43500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013910778798162937,0.013910778798162937,0.013910779729485512,1.0,44000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012813360430300236,0.012813359498977661,0.012813360430300236,1.0,44500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012696459889411926,0.012696458026766777,0.012696459889411926,1.0,45000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014351594261825085,0.01435159333050251,0.014351594261825085,1.0,45500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011541999876499176,0.011541998945176601,0.011541999876499176,1.0,46000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013011329807341099,0.013011328876018524,0.013011329807341099,1.0,46500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01172185130417347,0.011721850372850895,0.01172185130417347,1.0,47000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012665005400776863,0.012665005400776863,0.012665005400776863,1.0,47500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012687332928180695,0.012687332928180695,0.01268733385950327,1.0,48000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012111864984035492,0.012111865915358067,0.012111866846680641,1.0,48500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011132575571537018,0.011132574640214443,0.011132575571537018,1.0,49000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012444531545042992,0.012444529682397842,0.012444531545042992,1.0,49500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013654876500368118,0.013654874637722969,0.013654876500368118,1.0,50000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014101250097155571,0.014101250097155571,0.014101251028478146,1.0,50500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014365975745022297,0.014365974813699722,0.014365974813699722,1.0,51000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012617751955986023,0.012617751955986023,0.012617751955986023,1.0,51500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01555137149989605,0.01555137149989605,0.015551372431218624,1.0,52000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014195457100868225,0.01419545616954565,0.0141954580321908,1.0,52500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013331068679690361,0.013331068679690361,0.013331068679690361,1.0,53000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012150336056947708,0.012150336056947708,0.012150336988270283,1.0,53500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.0145775331184268,0.014577532187104225,0.0145775331184268,1.0,54000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014415880665183067,0.014415880665183067,0.014415880665183067,1.0,54500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012601807713508606,0.012601807713508606,0.012601807713508606,1.0,55000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011763378977775574,0.011763378977775574,0.011763378977775574,1.0,55500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012978260405361652,0.012978259474039078,0.012978260405361652,1.0,56000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014169595204293728,0.014169594272971153,0.014169596135616302,1.0,56500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013374004513025284,0.013374002650380135,0.013374004513025284,1.0,57000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012308208271861076,0.012308207340538502,0.012308208271861076,1.0,57500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012391303665935993,0.012391302734613419,0.012391303665935993,1.0,58000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013168216682970524,0.01316821575164795,0.013168216682970524,1.0,58500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012240669690072536,0.012240669690072536,0.012240670621395111,1.0,59000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01443089172244072,0.01443089172244072,0.01443089172244072,1.0,59500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012811840511858463,0.012811839580535889,0.012811841443181038,1.0,60000,1.0,0.25,0.25,0.25,0.25
