beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,spec_delta,spec_t_star,spec_window_frac,step,t_max_batch,t_mean,t_min_batch,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
0.0,0.0,0.0,0.022558238357305527,0.02204860746860504,0.022325150668621063,0.0,0.2,0.6,0.85,1,2.8808250427246094,0.7302894592285156,0.044805388897657394,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.02290152758359909,0.022631611675024033,0.022677026689052582,0.0,0.2,0.6,0.85,500,2.9438107013702393,0.7191760540008545,0.05018145591020584,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.020929811522364616,0.02058994397521019,0.020701050758361816,0.0,0.2,0.6,0.85,1000,2.9581785202026367,0.740114688873291,0.24377651512622833,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.02090352587401867,0.020647739991545677,0.020679369568824768,0.0,0.2,0.6,0.85,1500,2.896695852279663,0.7403708696365356,0.12276497483253479,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.0224393829703331,0.022025465965270996,0.02219366654753685,0.0,0.2,0.6,0.85,2000,2.99710750579834,0.7593315839767456,0.062476996332407,1.0,0.25,0.25,0.25,0.25
0.8984375,0.8984375,0.8984375,0.021804554387927055,0.02151241898536682,0.021579142659902573,0.01123046875,0.2,0.6,0.85,2500,2.827733039855957,0.7258017063140869,0.14878219366073608,1.0,0.2500002980232239,0.24999915063381195,0.2500011920928955,0.24999935925006866
3.4375,3.4375,3.4375,0.021681612357497215,0.021431827917695045,0.02145790494978428,0.04296875,0.2,0.6,0.85,3000,2.964064359664917,0.6904945969581604,0.061017099767923355,1.0,0.2500019073486328,0.24999858438968658,0.24999958276748657,0.2499999701976776
7.3828125,7.3828125,7.3828125,0.022823546081781387,0.022575972601771355,0.022599991410970688,0.09228515625,0.2,0.6,0.85,3500,2.9094433784484863,0.7078732252120972,0.06658992171287537,1.0,0.25000759959220886,0.24999892711639404,0.2499939352273941,0.249999538064003
12.5,12.5,12.5,0.02245674841105938,0.022208409383893013,0.02223321795463562,0.15625,0.2,0.6,0.85,4000,2.996236801147461,0.7033014893531799,0.14984029531478882,1.0,0.24999423325061798,0.24999646842479706,0.25001806020736694,0.24999123811721802
18.5546875,18.5546875,18.5546875,0.020803602412343025,0.020431358367204666,0.020572640001773834,0.23193359375,0.2,0.6,0.85,4500,2.919370651245117,0.7395516633987427,0.04300731420516968,1.0,0.2500898540019989,0.24997901916503906,0.24993230402469635,0.24999882280826569
25.3125,25.3125,25.3125,0.020139461383223534,0.01987367868423462,0.01991531252861023,0.31640625,0.2,0.6,0.85,5000,2.9925177097320557,0.8181095123291016,0.04788793623447418,1.0,0.2499970942735672,0.24999535083770752,0.24999502301216125,0.2500125467777252
32.5390625,32.5390625,32.5390625,0.02304915525019169,0.021933186799287796,0.022484492510557175,0.40673828125,0.2,0.6,0.85,5500,2.9945435523986816,0.7152984142303467,0.05597228184342384,0.9999676942825317,0.2468007504940033,0.2486751675605774,0.25255274772644043,0.2519713342189789
