A_cond_smax_over_smin,A_rank_eps1e-8,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_max,A_sval_min,bayes_decision_entropy_t,beta_x,delta_A_mean_min_interexpert,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,v_t
6166.86376953125,4.0,0.5463356375694275,0.00017628443310968578,0.0001418059691786766,8.859213994583115e-05,0.5463356375694275,8.859213994583115e-05,0.15932513773441315,80.0,7.518455822719261e-05,16384,0.40777587890625,0.34466552734375,0.132080078125,0.115478515625,0.8048095703125,8.895924111129716e-05,7.577240467071533e-06,0.94219970703125,0.05780029296875,0.0,0.0,0.0010962772648781538,0.000294242927338928,0.019999999552965164,0.9995685815811157,0.2540881037712097,0.2524503171443939,0.24503560364246368,0.24842606484889984,0.2439037263393402
23411.58984375,4.0,0.25208327174186707,0.0001115237973863259,4.912564327241853e-05,1.0767455933091696e-05,0.25208327174186707,1.0767455933091696e-05,5.979470391048736e-11,80.0,1.1782348337874282e-05,16384,0.18072509765625,0.413330078125,0.2369384765625,0.16900634765625,0.795654296875,8.492237247992307e-05,5.867704749107361e-05,0.0,1.0,0.0,0.0,0.0005857641808688641,0.0001582587865414098,0.1495652198791504,0.9999011158943176,0.24971067905426025,0.2515889108181,0.24899649620056152,0.24970392882823944,0.4165037274360657
12177.5693359375,4.0,0.19322776794433594,4.604807327268645e-05,3.0354804039234295e-05,1.5867515685386024e-05,0.19322776794433594,1.5867515685386024e-05,0.36568593978881836,80.0,9.644218152971007e-06,16384,0.193115234375,0.3155517578125,0.262451171875,0.2288818359375,0.77398681640625,1.3270447198010515e-05,1.687556505203247e-06,0.0,0.79522705078125,0.0,0.20477294921875,0.0004790279781445861,0.00014570041093975306,0.2791304588317871,0.9999478459358215,0.24982956051826477,0.25044625997543335,0.24947777390480042,0.25024640560150146,0.5497028827667236
11431.935546875,4.0,0.16287969052791595,2.901365041907411e-05,1.9517814507707953e-05,1.4247779290599283e-05,0.16287969052791595,1.4247779290599283e-05,0.6154189109802246,80.0,3.132317260678974e-06,16384,0.2222900390625,0.2830810546875,0.2586669921875,0.2359619140625,0.73541259765625,6.613191544602159e-06,2.2351741790771484e-08,0.09344482421875,0.2593994140625,0.0,0.64715576171875,0.00039653386920690536,0.0001313376269536093,0.40869566798210144,0.999962329864502,0.2500574588775635,0.2501855790615082,0.24957069754600525,0.2501862347126007,0.6524956822395325
12881.068359375,4.0,0.1440580189228058,2.721753298828844e-05,1.5318097212002613e-05,1.1183700735273305e-05,0.1440580189228058,1.1183700735273305e-05,0.1961396038532257,80.0,2.4541282073187176e-06,16384,0.2281494140625,0.2503662109375,0.27423095703125,0.24725341796875,0.66204833984375,6.823684543633135e-06,5.178153514862061e-07,0.02801513671875,0.03302001953125,0.0,0.93896484375,0.00036748734419234097,0.0001222559076268226,0.5382608771324158,0.9999686479568481,0.25001221895217896,0.2500123977661133,0.24979567527770996,0.2501797080039978,0.7318229675292969
13428.376953125,4.0,0.1320606917142868,2.5981076760217547e-05,1.3870097973267548e-05,9.834448974288534e-06,0.1320606917142868,9.834448974288534e-06,0.6375395059585571,80.0,2.0205043256282806e-06,16384,0.21380615234375,0.25286865234375,0.28790283203125,0.24542236328125,0.5555419921875,6.541014954564162e-06,9.611248970031738e-07,0.20782470703125,0.14215087890625,0.0,0.6500244140625,0.0003586180100683123,0.00011856676428578794,0.6678261160850525,0.9999711513519287,0.2499740570783615,0.25001636147499084,0.24984832108020782,0.2501612901687622,0.7930418252944946
11473.203125,4.0,0.12317781150341034,2.6093342967214994e-05,1.9067039829678833e-05,1.0736131116573233e-05,0.12317781150341034,1.0736131116573233e-05,0.2610953748226166,80.0,2.342835159652168e-06,16384,0.19635009765625,0.25860595703125,0.3055419921875,0.239501953125,0.43365478515625,7.051135526126018e-06,1.5574507870041998e-06,0.0,0.11297607421875,0.001220703125,0.88580322265625,0.0003439389111008495,0.00011467077274573967,0.7973913550376892,0.999972939491272,0.24988719820976257,0.2500273883342743,0.24995942413806915,0.2501260042190552,0.8402858972549438
7542.53369140625,4.0,0.1144510880112648,2.8521306376205757e-05,1.9139204596285708e-05,1.5174090549407993e-05,0.1144510880112648,1.5174090549407993e-05,0.172993466258049,80.0,2.242531763840816e-06,16384,0.18597412109375,0.256103515625,0.31439208984375,0.2435302734375,0.33148193359375,7.562306109321071e-06,1.8142163753509521e-06,0.0001220703125,0.06207275390625,0.000732421875,0.93707275390625,0.0003312276676297188,0.00011080456170020625,0.9269565939903259,0.9999748468399048,0.2498641461133957,0.2500031590461731,0.250006765127182,0.250125914812088,0.8767450451850891
6809.51806640625,4.0,0.10439084470272064,4.1148301534121856e-05,3.2958792871795595e-05,1.5330137102864683e-05,0.10439084470272064,1.5330137102864683e-05,0.12174340337514877,80.0,3.2129698865901446e-06,16384,0.1783447265625,0.26214599609375,0.31939697265625,0.2401123046875,0.25299072265625,1.2525395504781045e-05,3.4999102354049683e-06,0.0,0.02008056640625,0.0133056640625,0.96661376953125,0.0003093981940764934,0.00010451943671796471,1.0565217733383179,0.9999777674674988,0.2498108595609665,0.24998749792575836,0.25008153915405273,0.2501201033592224,0.9048812985420227
4359.94482421875,4.0,0.09384710341691971,4.9951042456086725e-05,3.177110556862317e-05,2.1524836483877152e-05,0.09384710341691971,2.1524836483877152e-05,0.06841307133436203,80.0,4.938291567668784e-06,16384,0.18023681640625,0.26043701171875,0.31402587890625,0.24530029296875,0.19586181640625,1.0812183063535485e-05,5.499646249518264e-06,0.0,0.01873779296875,0.00018310546875,0.9810791015625,0.00028376159025356174,9.585329098626971e-05,1.1860870122909546,0.9999810457229614,0.24984481930732727,0.2500285506248474,0.24999865889549255,0.25012803077697754,0.9265948534011841
