beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,step,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
80.0,80.0,80.0,0.011590676382184029,0.011590676382184029,0.011590676382184029,1.0,10500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013438932597637177,0.013438932597637177,0.013438932597637177,1.0,11000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015024538151919842,0.015024536289274693,0.015024539083242416,1.0,11500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013899477198719978,0.013899477198719978,0.013899477198719978,1.0,12000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013247337192296982,0.013247337192296982,0.013247337192296982,1.0,12500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014521000906825066,0.014521000906825066,0.01452100183814764,1.0,13000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015072895213961601,0.015072895213961601,0.015072896145284176,1.0,13500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01254083588719368,0.01254083588719368,0.012540836818516254,1.0,14000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013901984319090843,0.013901983387768269,0.013901984319090843,1.0,14500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014179166406393051,0.014179165475070477,0.014179167337715626,1.0,15000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012290174141526222,0.012290172278881073,0.012290173210203648,1.0,15500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013629114255309105,0.01362911332398653,0.013629114255309105,1.0,16000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01279614306986332,0.01279614306986332,0.01279614306986332,1.0,16500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012854491360485554,0.012854490429162979,0.012854492291808128,1.0,17000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012972680851817131,0.012972679920494556,0.012972680851817131,1.0,17500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01385203655809164,0.013852034695446491,0.013852035626769066,1.0,18000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013646997511386871,0.013646995648741722,0.013646997511386871,1.0,18500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.0125165656208992,0.0125165656208992,0.0125165656208992,1.0,19000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013185212388634682,0.013185212388634682,0.013185212388634682,1.0,19500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014528058469295502,0.014528058469295502,0.014528059400618076,1.0,20000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014005864039063454,0.014005862176418304,0.014005864039063454,1.0,20500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01566287875175476,0.01566287875175476,0.01566287875175476,1.0,21000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012215888127684593,0.012215887196362019,0.012215888127684593,1.0,21500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014182699844241142,0.014182698912918568,0.014182699844241142,1.0,22000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012082920409739017,0.012082920409739017,0.012082920409739017,1.0,22500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011905507184565067,0.011905506253242493,0.011905508115887642,1.0,23000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012638729065656662,0.012638729065656662,0.012638729065656662,1.0,23500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012510789558291435,0.012510789558291435,0.01251079048961401,1.0,24000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011974906548857689,0.01197490468621254,0.011974906548857689,1.0,24500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011283354833722115,0.011283354833722115,0.01128335576504469,1.0,25000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01340586505830288,0.01340586505830288,0.01340586505830288,1.0,25500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012665614485740662,0.012665614485740662,0.012665614485740662,1.0,26000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012796519324183464,0.012796519324183464,0.012796520255506039,1.0,26500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012993941083550453,0.012993941083550453,0.012993941083550453,1.0,27000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012820567935705185,0.012820566073060036,0.012820567935705185,1.0,27500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012029522098600864,0.01202952116727829,0.012029522098600864,1.0,28000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013109960593283176,0.013109960593283176,0.013109961524605751,1.0,28500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011323455721139908,0.011323455721139908,0.011323456652462482,1.0,29000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013426527380943298,0.013426527380943298,0.013426527380943298,1.0,29500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013905973173677921,0.013905972242355347,0.013905974105000496,1.0,30000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014222117140889168,0.014222116209566593,0.014222116209566593,1.0,30500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013143323361873627,0.013143323361873627,0.013143323361873627,1.0,31000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013772972859442234,0.013772972859442234,0.013772973790764809,1.0,31500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01394878700375557,0.01394878700375557,0.013948788866400719,1.0,32000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012559842318296432,0.012559842318296432,0.012559844180941582,1.0,32500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013634135946631432,0.013634135946631432,0.013634135946631432,1.0,33000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013416585512459278,0.013416584581136703,0.013416585512459278,1.0,33500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01261226087808609,0.012612259946763515,0.01261226087808609,1.0,34000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011900244280695915,0.011900242418050766,0.011900244280695915,1.0,34500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012866003438830376,0.012866003438830376,0.01286600437015295,1.0,35000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013863766565918922,0.013863766565918922,0.013863768428564072,1.0,35500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012525834143161774,0.012525834143161774,0.012525834143161774,1.0,36000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013563154265284538,0.013563154265284538,0.013563154265284538,1.0,36500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013917437754571438,0.013917436823248863,0.013917437754571438,1.0,37000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01255456916987896,0.01255456730723381,0.01255456916987896,1.0,37500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014303209260106087,0.014303207397460938,0.014303209260106087,1.0,38000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011900082230567932,0.011900081299245358,0.011900082230567932,1.0,38500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013054914772510529,0.013054914772510529,0.013054914772510529,1.0,39000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01263383962213993,0.012633837759494781,0.01263383962213993,1.0,39500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014406965114176273,0.014406964182853699,0.014406966045498848,1.0,40000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013930218294262886,0.013930217362940311,0.013930218294262886,1.0,40500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013215999118983746,0.013215999118983746,0.013215999118983746,1.0,41000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01297350600361824,0.01297350600361824,0.01297350600361824,1.0,41500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012680605053901672,0.012680605053901672,0.012680605053901672,1.0,42000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013236330822110176,0.013236330822110176,0.013236330822110176,1.0,42500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012641681358218193,0.012641680426895618,0.012641681358218193,1.0,43000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012444433756172657,0.012444432824850082,0.012444434687495232,1.0,43500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013167791068553925,0.013167791068553925,0.0131677919998765,1.0,44000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01227525807917118,0.01227525807917118,0.012275259010493755,1.0,44500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014230744913220406,0.014230743050575256,0.014230743050575256,1.0,45000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014237415045499802,0.014237413182854652,0.014237414114177227,1.0,45500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01254657655954361,0.01254657469689846,0.012546575628221035,1.0,46000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011965867131948471,0.011965867131948471,0.011965868063271046,1.0,46500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011653254739940166,0.011653253808617592,0.011653254739940166,1.0,47000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01321138720959425,0.013211386278271675,0.013211388140916824,1.0,47500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014356772415339947,0.014356771484017372,0.014356773346662521,1.0,48000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014506172388792038,0.014506172388792038,0.014506172388792038,1.0,48500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013865040615200996,0.013865039683878422,0.013865040615200996,1.0,49000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012400684878230095,0.012400683015584946,0.012400684878230095,1.0,49500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012969623319804668,0.012969622388482094,0.012969623319804668,1.0,50000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013586528599262238,0.013586527667939663,0.013586528599262238,1.0,50500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013131191954016685,0.013131191022694111,0.013131191954016685,1.0,51000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013940547592937946,0.013940547592937946,0.013940548524260521,1.0,51500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014456965029239655,0.014456963166594505,0.014456965029239655,1.0,52000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012132352218031883,0.012132352218031883,0.012132352218031883,1.0,52500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012940810061991215,0.01294080913066864,0.01294080913066864,1.0,53000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014138789847493172,0.014138788916170597,0.014138789847493172,1.0,53500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011392240412533283,0.011392240412533283,0.011392241343855858,1.0,54000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013261711224913597,0.013261709362268448,0.013261711224913597,1.0,54500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01353486068546772,0.01353486068546772,0.01353486068546772,1.0,55000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013018960133194923,0.013018959201872349,0.013018959201872349,1.0,55500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015085390768945217,0.015085389837622643,0.015085389837622643,1.0,56000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013310376554727554,0.01331037562340498,0.013310376554727554,1.0,56500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013245574198663235,0.01324557326734066,0.013245574198663235,1.0,57000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012053677812218666,0.012053677812218666,0.01205367874354124,1.0,57500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013771419413387775,0.0137714184820652,0.013771419413387775,1.0,58000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013965306803584099,0.01396530494093895,0.013965306803584099,1.0,58500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011649316176772118,0.011649316176772118,0.011649317108094692,1.0,59000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011527436785399914,0.01152743585407734,0.011527436785399914,1.0,59500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013765906915068626,0.013765906915068626,0.013765906915068626,1.0,60000,1.0,0.25,0.25,0.25,0.25
