beta_x,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,v_t
80.0,16384,0.22283935546875,0.2208251953125,0.2908935546875,0.26544189453125,0.159912109375,1.2471235777411493e-07,2.0489096641540527e-08,0.0040283203125,0.158935546875,0.83306884765625,0.00396728515625,2.9277980502229184e-06,9.413308816874633e-07,1.3156522512435913,1.0,0.24999910593032837,0.2500005066394806,0.25000032782554626,0.2500000596046448,0.9433515071868896
80.0,16384,0.2275390625,0.197509765625,0.30291748046875,0.27203369140625,0.138427734375,1.7313016087427968e-07,4.0046870708465576e-08,0.0020751953125,0.01348876953125,0.98443603515625,0.0,2.674198185559362e-06,8.367991313207312e-07,1.445217490196228,1.0,0.24999994039535522,0.24999982118606567,0.2500007152557373,0.2499995082616806,0.9562830924987793
80.0,16384,0.237548828125,0.19171142578125,0.286865234375,0.28387451171875,0.12542724609375,1.6917124412429985e-07,7.543712854385376e-08,0.00115966796875,0.00250244140625,0.99627685546875,6.103515625e-05,2.2746853574062698e-06,7.297037427633768e-07,1.5747824907302856,1.0,0.25000014901161194,0.24999971687793732,0.2499999850988388,0.25000014901161194,0.9662628173828125
80.0,16384,0.23541259765625,0.18646240234375,0.2801513671875,0.2979736328125,0.11505126953125,1.334679495812452e-07,6.891787052154541e-08,0.00048828125,0.0074462890625,0.99200439453125,6.103515625e-05,1.974193764908705e-06,6.368951517288224e-07,1.7043477296829224,1.0,0.2499999850988388,0.2499997764825821,0.2500000596046448,0.2500002086162567,0.9739641547203064
80.0,16384,0.24310302734375,0.171630859375,0.2784423828125,0.30682373046875,0.11053466796875,1.6447791040263837e-07,1.0011717677116394e-07,0.0001220703125,0.00396728515625,0.99578857421875,0.0001220703125,1.6046687960624695e-06,5.355143457563827e-07,1.833912968635559,1.0,0.24999994039535522,0.2499997913837433,0.2499997913837433,0.2500005066394806,0.9799076318740845
80.0,16384,0.23040771484375,0.21319580078125,0.2601318359375,0.2962646484375,0.10516357421875,1.345853206657921e-07,9.972137604563613e-08,0.0001220703125,0.0,0.9998779296875,0.0,1.3782173482468352e-06,4.699699047705508e-07,1.9634782075881958,1.0,0.2499997913837433,0.2500001788139343,0.24999961256980896,0.2500004172325134,0.9844942092895508
80.0,16384,0.22918701171875,0.20068359375,0.289794921875,0.28033447265625,0.10467529296875,2.505343559278117e-07,1.494772732257843e-07,0.0,0.0,1.0,0.0,1.1506140253914054e-06,3.8609800867561717e-07,2.093043327331543,1.0,0.24999985098838806,0.24999988079071045,0.2500000596046448,0.2500002384185791,0.9880338311195374
80.0,16384,0.231201171875,0.2159423828125,0.24090576171875,0.31195068359375,0.10205078125,1.0462187560733582e-08,3.259629011154175e-09,0.00091552734375,0.0,0.973388671875,0.02569580078125,9.399022928846534e-07,3.307778229100222e-07,2.2226085662841797,1.0,0.24999935925006866,0.2500000596046448,0.24999989569187164,0.2500007450580597,0.9907654523849487
80.0,16384,0.179931640625,0.11846923828125,0.27117919921875,0.430419921875,0.0997314453125,1.6923743828556326e-07,8.734642165109108e-08,0.0,0.0,0.9986572265625,0.0013427734375,1.1329364042467205e-06,3.7838270827705855e-07,2.3521738052368164,1.0,0.24999962747097015,0.2499997764825821,0.24999897181987762,0.2500016391277313,0.9928736090660095
80.0,16384,0.21929931640625,0.13397216796875,0.23748779296875,0.40924072265625,0.10003662109375,3.026642758641174e-08,2.1886080503463745e-08,0.0,0.0,0.9993896484375,0.0006103515625,7.897090199548984e-07,2.7844131977872166e-07,2.481739044189453,1.0,0.24999919533729553,0.24999970197677612,0.24999995529651642,0.25000110268592834,0.9945003986358643
80.0,16384,0.21588134765625,0.16229248046875,0.2340087890625,0.3878173828125,0.0997314453125,5.163428795640357e-08,4.132743924856186e-08,0.0,0.0,0.99932861328125,0.00067138671875,6.478626346506644e-07,2.3072379917721264e-07,2.61130428314209,1.0,0.2499992996454239,0.24999991059303284,0.24999991059303284,0.25000083446502686,0.9957557320594788
80.0,16384,0.2271728515625,0.2540283203125,0.25140380859375,0.26739501953125,0.0989990234375,4.372452622192213e-09,2.3283064365386963e-10,0.0,0.0,0.80926513671875,0.19073486328125,4.802044486496015e-07,1.711130721560039e-07,2.7408695220947266,1.0,0.24999994039535522,0.2499999701976776,0.2499999850988388,0.25000011920928955,0.9967247247695923
80.0,16384,0.27655029296875,0.2047119140625,0.24700927734375,0.271728515625,0.098876953125,1.124583448586236e-08,1.1641532182693481e-09,0.88800048828125,0.0,0.01458740234375,0.097412109375,4.908564505967661e-07,1.6605179098405642e-07,2.8704347610473633,1.0,0.2500000596046448,0.2499995082616806,0.2500002086162567,0.2500002980232239,0.9974722862243652
80.0,16384,0.57049560546875,0.1033935546875,0.11627197265625,0.2098388671875,0.09771728515625,2.1218556867097504e-07,1.891166903078556e-07,1.0,0.0,0.0,0.0,3.398657781872316e-07,7.427482273669739e-08,3.0,1.0,0.25000250339508057,0.24999846518039703,0.24999937415122986,0.24999965727329254,0.9980493783950806
