acc,beta,beta_theory,dataset,ece,feature_mode,mult,nll,t
0.7854999899864197,3.2092846580358714,64.18569316071742,cifar10,0.27329686284065247,pca,0.05,0.6756667494773865,0.15
0.7854999899864197,3.5463035475543987,64.18569316071742,cifar10,0.2720170319080353,pca,0.05525068551763788,0.6738828420639038,0.15
0.7854999899864197,3.9187140411202335,64.18569316071742,cifar10,0.27060332894325256,pca,0.06105276500337841,0.6719229817390442,0.15
0.7854999899864197,4.3302327423897164,64.18569316071742,cifar10,0.2690419554710388,pca,0.06746414238367815,0.6697713732719421,0.15
0.7854999899864197,4.7849665493590585,64.18569316071742,cifar10,0.2673175632953644,pca,0.07454880229115493,0.6674107909202576,0.15
0.7854999899864197,5.287453640621085,64.18569316071742,cifar10,0.2654136121273041,pca,0.08237744862210328,0.6648229956626892,0.15
0.7854999899864197,5.842708765740902,64.18569316071742,cifar10,0.26331162452697754,pca,0.09102821015130401,0.6619888544082642,0.15
0.7854999899864197,6.456273291741936,64.18569316071742,cifar10,0.2609914243221283,pca,0.10058742024606301,0.6588879227638245,0.15
0.7854999899864197,7.134270505159167,64.18569316071742,cifar10,0.25843098759651184,pca,0.11115047846091416,0.6554990410804749,0.15
0.7854999899864197,7.883466721566173,64.18569316071742,cifar10,0.25560614466667175,pca,0.12282280261157902,0.6518000960350037,0.15
0.7854999899864197,8.711338812440328,64.18569316071742,cifar10,0.25249090790748596,pca,0.13572088082974532,0.6477685570716858,0.15
0.7854999899864197,9.626148823274672,64.18569316071742,cifar10,0.2490568459033966,pca,0.14997343409802133,0.6433815956115723,0.15
0.7854999899864197,10.63702642761458,64.18569316071742,cifar10,0.24527320265769958,pca,0.16572270086699936,0.638616681098938,0.15
0.7854999899864197,11.754060039898723,64.18569316071742,cifar10,0.24110715091228485,pca,0.1831258565747231,0.6334518194198608,0.15
0.7854999899864197,12.988397496397573,64.18569316071742,cifar10,0.23652344942092896,pca,0.20235658223516173,0.6278666257858276,0.15
0.7854999899864197,14.352357309030749,64.18569316071742,cifar10,0.2314848005771637,pca,0.22360679774997896,0.6218429803848267,0.15
0.7854999899864197,15.85955160236059,64.18569316071742,cifar10,0.22595232725143433,pca,0.24708857724180294,0.6153659224510193,0.15
0.7854999899864197,17.5250219606555,64.18569316071742,cifar10,0.21988561749458313,pca,0.27303626552374866,0.6084253191947937,0.15
0.7854999899864197,19.365389540757487,64.18569316071742,cifar10,0.21324364840984344,pca,0.30170881682725814,0.6010172963142395,0.15
0.7854999899864197,21.39902094885892,64.18569316071742,cifar10,0.20598557591438293,pca,0.33339237912842906,0.5931458473205566,0.15
0.7854999899864197,23.64621153661498,64.18569316071742,cifar10,0.19807200133800507,pca,0.36840314986403866,0.584825336933136,0.15
0.7854999899864197,26.129387945861104,64.18569316071742,cifar10,0.18946634232997894,pca,0.4070905315369044,0.5760824084281921,0.15
0.7854999899864197,28.8733319233026,64.18569316071742,cifar10,0.18013696372509003,pca,0.44984061870307107,0.5669589638710022,0.15
0.7854999899864197,31.90542763881533,64.18569316071742,cifar10,0.17005901038646698,pca,0.4970800511404606,0.5575147271156311,0.15
0.7854999899864197,35.25593497555876,64.18569316071742,cifar10,0.1592174917459488,pca,0.549280271653059,0.5478301048278809,0.15
0.7854999899864197,38.95829151929773,64.18569316071742,cifar10,0.14760920405387878,pca,0.6069622310029172,0.5380088686943054,0.15
0.7854999899864197,43.04944626074356,64.18569316071742,cifar10,0.13524603843688965,pca,0.6707015869245212,0.5281805992126465,0.15
