A_diag,A_offdiag,C,d,dataset,feature_mode,mean_expert_mse,oracle_mse,posterior_argmax_agree_oracle,posterior_argmax_class_acc,posterior_argmax_excess_vs_oracle,posterior_argmax_mse,qeps_argmax_agree_oracle,qeps_argmax_class_acc,qeps_argmax_excess_vs_oracle,qeps_argmax_mse,risk_analytic_agree_oracle,risk_analytic_class_acc,risk_analytic_excess_vs_oracle,risk_analytic_mse,risk_empA_agree_oracle,risk_empA_class_acc,risk_empA_excess_vs_oracle,risk_empA_mse,t
0.7401657104492188,0.7430058717727661,2,128,cifar10,pca,0.7436703443527222,0.7404254674911499,0.5264999866485596,0.7854999899864197,0.0030552104581147432,0.7434807419776917,0.6725000143051147,0.8414999842643738,0.0015312094474211335,0.7419566512107849,0.5264999866485596,0.7854999899864197,0.0030552104581147432,0.7434807419776917,0.527999997138977,0.781000018119812,0.0030597804579883814,0.7434852123260498,0.15
0.6051846742630005,0.6086996793746948,2,128,cifar10,pca,0.6091879606246948,0.6059213876724243,0.5394999980926514,0.7534999847412109,0.002954808995127678,0.6088761687278748,0.7285000085830688,0.8414999842643738,0.0010979684302583337,0.607019305229187,0.5394999980926514,0.7534999847412109,0.002954808995127678,0.6088761687278748,0.5414999723434448,0.7505000233650208,0.002953681629151106,0.608875036239624,0.25
0.49517112970352173,0.49901145696640015,2,128,cifar10,pca,0.4987797141075134,0.49570485949516296,0.5264999866485596,0.7089999914169312,0.003099905326962471,0.4988047778606415,0.7730000019073486,0.8414999842643738,0.0008353497833013535,0.4965401887893677,0.5264999866485596,0.7089999914169312,0.003099905326962471,0.4988047778606415,0.5270000100135803,0.7095000147819519,0.003085940843448043,0.49879080057144165,0.35
0.36761048436164856,0.37100401520729065,2,128,cifar10,pca,0.3678649961948395,0.3651878237724304,0.5184999704360962,0.6669999957084656,0.0026787579990923405,0.3678666353225708,0.8240000009536743,0.8414999842643738,0.00046983265201561153,0.36565765738487244,0.5184999704360962,0.6669999957084656,0.0026787579990923405,0.3678666353225708,0.5180000066757202,0.6654999852180481,0.0026772362180054188,0.36786511540412903,0.5
0.24590688943862915,0.2487039864063263,2,128,cifar10,pca,0.24766947329044342,0.24578461050987244,0.527999997138977,0.6420000195503235,0.0018083996837958694,0.2475930154323578,0.8395000100135803,0.8414999842643738,0.00023931694158818573,0.24602395296096802,0.527999997138977,0.6420000195503235,0.0018083996837958694,0.2475930154323578,0.5289999842643738,0.6449999809265137,0.0018125311471521854,0.24759715795516968,0.7
0.18255311250686646,0.1847812831401825,2,128,cifar10,pca,0.1829005479812622,0.18143188953399658,0.5260000228881836,0.6190000176429749,0.0014430489391088486,0.18287493288516998,0.8755000233650208,0.8414999842643738,0.00011000691301887855,0.18154190480709076,0.5260000228881836,0.6190000176429749,0.0014430489391088486,0.18287493288516998,0.5224999785423279,0.6184999942779541,0.0014461921527981758,0.18287809193134308,0.85
0.1107640415430069,0.11221644282341003,2,128,cifar10,pca,0.11130224168300629,0.11037687957286835,0.5139999985694885,0.6010000109672546,0.0009409753256477416,0.11131785809993744,0.906499981880188,0.8414999842643738,4.363133120932616e-05,0.11042051762342453,0.5139999985694885,0.6010000109672546,0.0009409753256477416,0.11131785809993744,0.5090000033378601,0.5950000286102295,0.0009511255193501711,0.11132800579071045,1.1
0.07408038526773453,0.07510372251272202,2,128,cifar10,pca,0.07458899170160294,0.07394924014806747,0.5080000162124634,0.5899999737739563,0.000648523448035121,0.07459776103496552,0.9275000095367432,0.8414999842643738,2.0523670173133723e-05,0.073969766497612,0.5080000162124634,0.5899999737739563,0.000648523448035121,0.07459776103496552,0.5090000033378601,0.5910000205039978,0.00064734963234514,0.0745965912938118,1.3
0.049721360206604004,0.05041615664958954,2,128,cifar10,pca,0.050001226365566254,0.049571093171834946,0.5260000228881836,0.5730000138282776,0.0004168222367297858,0.04998791590332985,0.940500020980835,0.8414999842643738,8.505834557581693e-06,0.049579598009586334,0.5260000228881836,0.5730000138282776,0.0004168222367297858,0.04998791590332985,0.5245000123977661,0.5705000162124634,0.0004198077949695289,0.049990907311439514,1.5
0.02726117894053459,0.02765451744198799,2,128,cifar10,pca,0.027417853474617004,0.02717568352818489,0.5164999961853027,0.5494999885559082,0.00023884911206550896,0.027414534240961075,0.953499972820282,0.8414999842643738,3.2938694403128466e-06,0.02717897668480873,0.5164999961853027,0.5494999885559082,0.00023884911206550896,0.027414534240961075,0.515500009059906,0.5494999885559082,0.00023841972870286554,0.027414100244641304,1.8
