beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_oracle_eff_frac_min,test_oracle_soft_usage_entropy,test_oracle_usage_entropy,test_soft_oracle_mse,train_mean_expert_mse,train_oracle_best_mse,train_oracle_class_mi_norm,train_oracle_eff_frac_min,train_oracle_soft_usage_entropy,train_oracle_usage_entropy,train_soft_oracle_mse,variant
0.0,0,0.9941700744628906,0.9940474700927734,0.0031660444082162098,0.800000011920929,1.0,0.983928382396698,0.9941700744628906,1.00260498046875,1.0024805297851562,0.0019794053738582244,0.7940000295639038,1.0,0.9863465428352356,1.00260498046875,uniform
0.0,150,0.7379863739013672,0.7379019927978515,0.005027327051661922,0.8149999976158142,1.0,0.9890360832214355,0.7379863739013672,0.7279947509765625,0.7279109191894532,0.0011403756958177785,0.7820000052452087,1.0,0.9825241565704346,0.7279947509765625,uniform
0.0,300,0.5700774002075195,0.5700168609619141,0.005793289400222679,0.824999988079071,1.0,0.9862968325614929,0.5700774002075195,0.5506119079589844,0.5505528259277344,0.001495231330633448,0.7540000081062317,1.0,0.9781532883644104,0.5506119079589844,uniform
0.0,450,0.45579505920410157,0.4557496643066406,0.0031258881671271436,0.8199999928474426,1.0,0.9864295125007629,0.45579505920410157,0.4319417419433594,0.43189833068847655,0.0010960512362093802,0.7480000257492065,1.0,0.9791097640991211,0.4319417419433594,uniform
0.0,600,0.3750634765625,0.3750282287597656,0.0005341563154519942,0.800000011920929,1.0,0.9855741858482361,0.3750634765625,0.34967738342285154,0.34964427185058594,0.0006503534934957382,0.7239999771118164,1.0,0.9780633449554443,0.34967738342285154,uniform
0.0,750,0.3162384605407715,0.31621028900146486,0.0020344686328896814,0.7649999856948853,1.0,0.9834762215614319,0.3162384605407715,0.2908733825683594,0.2908473358154297,0.0006553540971606341,0.734000027179718,1.0,0.9812045097351074,0.2908733825683594,uniform
0.0,900,0.27257715225219725,0.2725541305541992,0.005123991040675025,0.8149999976158142,1.0,0.9898968935012817,0.27257715225219725,0.2477755889892578,0.2477545166015625,0.0006649532246758959,0.7279999852180481,1.0,0.9840940237045288,0.2477755889892578,uniform
0.0,1050,0.23945323944091798,0.23943397521972656,0.0029257155602132358,0.7950000166893005,1.0,0.9871301651000977,0.23945323944091798,0.2155100860595703,0.21549254608154297,0.0008262145942478707,0.7459999918937683,1.0,0.9864972829818726,0.2155100860595703,uniform
0.0,1200,0.2140546226501465,0.21403804779052735,0.0038901615721602858,0.8349999785423279,1.0,0.9920586347579956,0.2140546226501465,0.19105300903320313,0.19103806304931642,0.0015148639394657044,0.7639999985694885,1.0,0.9906057715415955,0.19105300903320313,uniform
1.0637930048758928,0,0.9941808319091797,0.9940574645996094,0.002594197322498821,0.9049999713897705,1.0,0.9940803647041321,0.9941808319091797,1.0026102905273437,1.0024862670898438,0.0010988303475718514,0.9079999923706055,1.0,0.9978110194206238,1.0026102905273437,fixed_class
1.0637930048758928,150,0.7383940124511719,0.7383089447021485,0.00014549067948786985,0.8899999856948853,1.0,0.9960318207740784,0.7383940124511719,0.7283861694335938,0.728301025390625,0.0009996777143965116,0.8899999856948853,1.0,0.9953689575195312,0.7283861694335938,fixed_class
1.0637930048758928,300,0.5704035949707031,0.5703422546386718,0.0003945048858955027,0.9399999976158142,1.0,0.9982506632804871,0.5704035949707031,0.5509156799316406,0.5508550109863282,0.0017054838043275597,0.9039999842643738,1.0,0.9972203969955444,0.5509157104492187,fixed_class
1.0637930048758928,450,0.4556713104248047,0.45562530517578126,0.000326807504796024,0.9350000023841858,1.0,0.9983720183372498,0.4556713104248047,0.4320499420166016,0.4320050506591797,0.0021501042697041122,0.9100000262260437,1.0,0.9978230595588684,0.4320499420166016,fixed_class
1.0637930048758928,600,0.37492511749267576,0.3748894119262695,0.002718756619431139,0.949999988079071,1.0,0.9985536932945251,0.37492511749267576,0.34970314025878907,0.34966891479492185,0.002362224124738094,0.9120000004768372,0.9999999403953552,0.9981334805488586,0.3497031707763672,fixed_class
1.0637930048758928,750,0.31627586364746096,0.3162472534179688,0.0005896234361990942,0.8949999809265137,1.0,0.9972283840179443,0.31627586364746096,0.29091386413574216,0.2908868408203125,0.0009846773687641126,0.8920000195503235,1.0,0.9979453086853027,0.29091386413574216,fixed_class
1.0637930048758928,900,0.2725639724731445,0.27254032135009765,0.0002343279489765746,0.8550000190734863,1.0,0.9973732233047485,0.2725639724731445,0.24772794342041016,0.24770596313476562,0.0012901953275547419,0.871999979019165,1.0,0.9969910979270935,0.2477279510498047,fixed_class
1.0637930048758928,1050,0.23953857421875,0.2395186424255371,0.0005622340098251701,0.8450000286102295,1.0,0.9968462586402893,0.23953857421875,0.2155036849975586,0.2154853515625,0.0009256867278565616,0.8519999980926514,1.0,0.9969128370285034,0.2155036849975586,fixed_class
1.0637930048758928,1200,0.21411022186279297,0.214093017578125,0.0003974509080980062,0.8600000143051147,1.0,0.997501790523529,0.21411022186279297,0.19104935455322267,0.19103371429443358,0.0007119752271632909,0.8560000061988831,1.0,0.9969532489776611,0.1910493621826172,fixed_class
2.659482512189732,0,0.9941771697998046,0.9940541076660157,0.0035844902304158453,0.9150000214576721,1.0,0.99882972240448,0.9941771697998046,1.0026082763671875,1.0024867553710937,0.000607353045067869,0.9279999732971191,1.0,0.9986659288406372,1.0026082763671875,fixed_good
2.659482512189732,150,0.7381806945800782,0.7380966186523438,0.0059974685282527355,0.9350000023841858,1.0,0.9994209408760071,0.7381806945800782,0.7281592102050781,0.7280726928710938,0.0006193091644775662,0.9380000233650208,0.9999999403953552,0.9987658262252808,0.7281592102050781,fixed_good
2.659482512189732,300,0.5700856018066406,0.5700260162353515,0.005371983823483895,0.8650000095367432,1.0,0.9971334934234619,0.5700856018066406,0.5506609191894531,0.5505976867675781,0.001998504901928682,0.9599999785423279,1.0,0.9995893836021423,0.5506609191894531,fixed_good
2.659482512189732,450,0.45584495544433595,0.4558007049560547,0.005128379304850384,0.8450000286102295,1.0,0.9965478181838989,0.45584495544433595,0.4321396789550781,0.4320919952392578,0.002150154453157594,0.9179999828338623,1.0,0.9990468621253967,0.4321396789550781,fixed_good
2.659482512189732,600,0.3749783325195313,0.37494415283203125,0.006839120525248125,0.9049999713897705,0.9999999403953552,0.9988278746604919,0.3749783325195313,0.3497926788330078,0.34975592041015624,0.0031121949197227385,0.9139999747276306,1.0,0.9989833235740662,0.34979269409179686,fixed_good
2.659482512189732,750,0.31615882873535156,0.31613136291503907,0.003617178481525255,0.824999988079071,1.0,0.995306670665741,0.31615882873535156,0.2908487548828125,0.29081964111328124,0.0021710495111110354,0.9020000100135803,1.0,0.9981415271759033,0.2908487548828125,fixed_good
2.659482512189732,900,0.27244857788085936,0.27242589950561524,0.004654498658103805,0.8050000071525574,1.0,0.993825376033783,0.27244857788085936,0.24768966674804688,0.24766606903076172,0.002649693627228385,0.8920000195503235,1.0,0.9973219633102417,0.24768966674804688,fixed_good
2.659482512189732,1050,0.23941572189331053,0.23939647674560546,0.004903710387833204,0.8050000071525574,1.0,0.9922612309455872,0.23941572189331053,0.2154738540649414,0.21545421600341796,0.003183018260748622,0.8960000276565552,1.0,0.9962535500526428,0.2154738540649414,fixed_good
2.659482512189732,1200,0.21413177490234375,0.21411508560180664,0.006618923758676708,0.8149999976158142,1.0,0.993689239025116,0.21413177490234375,0.19102625274658203,0.19100955200195313,0.004163504333646935,0.9039999842643738,1.0,0.9968740344047546,0.19102626037597656,fixed_good
26.293392831000833,0,0.9941743469238281,0.994049072265625,0.0034587577885265204,0.9150000214576721,1.0,0.9983936548233032,0.9941740417480469,1.0026087036132814,1.002483642578125,0.00046313370973012044,0.8920000195503235,0.9999999403953552,0.9980963468551636,1.0026083984375,hard_cold
26.293392831000833,150,0.7379920959472657,0.7378843688964843,0.0006605660088124981,0.625,0.9999999403953552,0.9746600985527039,0.737991943359375,0.7278880310058594,0.7277100219726562,0.0002318320828670463,0.7639999985694885,0.9999999403953552,0.9907881021499634,0.7278873901367188,hard_cold
26.293392831000833,300,0.5696072006225585,0.5692766571044922,0.0020225664307156324,0.0,0.9999772310256958,0.3342745006084442,0.5696044921875,0.5503368530273437,0.5499136962890625,0.0004164489425860645,0.00800000037997961,0.9999743103981018,0.6339641809463501,0.5503327026367187,hard_cold
26.293392831000833,450,0.45535926818847655,0.45310737609863283,0.0,0.0,0.9989396333694458,5.979470391048736e-11,0.4552442169189453,0.43175338745117187,0.4294176025390625,0.00014078389111538478,0.0,0.9988624453544617,0.010407017543911934,0.43162648010253907,hard_cold
26.293392831000833,600,0.3749547958374023,0.36630485534667967,0.0,0.0,0.986493706703186,5.979470391048736e-11,0.3734547424316406,0.3498597869873047,0.34105189514160156,0.0,0.0,0.9860579967498779,5.979470391048736e-11,0.34828265380859375,hard_cold
26.293392831000833,750,0.3179523277282715,0.29677797317504884,0.0,0.0,0.9366145730018616,5.979470391048736e-11,0.31060535430908204,0.29273638916015626,0.2714850311279297,0.0,0.0,0.9365872740745544,5.979470391048736e-11,0.2852211456298828,hard_cold
26.293392831000833,900,0.278387508392334,0.24189212799072266,0.0,0.0,0.8490200638771057,5.979470391048736e-11,0.2600730514526367,0.2537968978881836,0.217627685546875,0.0,0.0,0.8527053594589233,5.979470391048736e-11,0.23543609619140626,hard_cold
26.293392831000833,1050,0.2514262962341309,0.20279800415039062,0.0,0.0,0.7683417797088623,5.979470391048736e-11,0.22203655242919923,0.22771592712402344,0.18002974700927735,0.0,0.0,0.778586208820343,5.979470391048736e-11,0.19870899963378907,hard_cold
26.293392831000833,1200,0.2325371551513672,0.17724725723266602,0.0,0.0,0.7264448404312134,5.979470391048736e-11,0.19618383407592774,0.2095590362548828,0.15570246887207032,0.0,0.0,0.7419154644012451,5.979470391048736e-11,0.17393072509765625,hard_cold
0.0,0,0.9941799926757813,0.9940568542480469,0.0036016964867651665,0.7549999952316284,1.0,0.9875708222389221,0.9941799926757813,1.0026088256835937,1.0024866333007814,0.0008698334164222814,0.8579999804496765,1.0,0.9943495988845825,1.0026088256835937,theory_anneal
0.0,150,0.7382906341552734,0.7382063293457031,0.004054503666232696,0.7749999761581421,1.0,0.9890921115875244,0.7382906341552734,0.7281775207519531,0.728096435546875,0.0004977510113189636,0.8240000009536743,1.0,0.9923832416534424,0.7281775207519531,theory_anneal
0.0,300,0.5700901794433594,0.5700294494628906,0.004285330265682182,0.824999988079071,1.0,0.9914706349372864,0.5700901794433594,0.5506698913574218,0.5506134948730469,0.0006408142539223467,0.828000009059906,1.0,0.9915193915367126,0.5506698913574218,theory_anneal
0.0,450,0.45565902709960937,0.4556133270263672,0.004821466289614076,0.8799999952316284,1.0,0.9939082860946655,0.45565902709960937,0.43197854614257813,0.4319373779296875,0.000959304925427473,0.8479999899864197,1.0,0.9938545227050781,0.43197854614257813,theory_anneal
0.0,600,0.37481910705566407,0.37478347778320314,0.001850429686478088,0.8899999856948853,1.0,0.9949390888214111,0.37481910705566407,0.34971339416503905,0.34968190002441407,0.0005983425335713017,0.8700000047683716,1.0,0.9937791228294373,0.34971339416503905,theory_anneal
0.1969987046066468,750,0.3160244369506836,0.3159959411621094,0.0010068949365146013,0.8799999952316284,1.0,0.9960214495658875,0.3160244369506836,0.29088807678222656,0.29086306762695313,0.0005949115811552672,0.8700000047683716,1.0,0.9938638210296631,0.2908880920410156,theory_anneal
