bayes_risk_excess_mean,beta,beta_times_lambda_class,linear_router_acc_vs_risk,linear_router_class_mi_norm,linear_router_excess_mean,linear_router_excess_p95,linear_router_mean_conf,linear_router_usage_entropy,posterior_acc,rho,risk_label_class_mi_norm,risk_label_usage_entropy,risk_margin_mean,risk_margin_train_mean,t
0.0,31.039431059012458,0.25,0.9825000762939453,0.14534673422712588,3.427267358802055e-10,0.0,0.9156660437583923,0.9926289916038513,0.7255000472068787,0.5,0.15288139246735488,0.9930610656738281,3.1559170565742534e-07,3.1153859936239314e-07,0.6
0.0,62.078862118024915,0.5,0.9830000400543213,0.15165614215215928,5.1389338295848574e-06,0.0,0.917253851890564,0.9960463047027588,0.7255000472068787,1.0,0.1511049425514945,0.9974015951156616,0.0065467082895338535,0.00647536339238286,0.6
0.0,124.15772423604983,1.0,0.9820000529289246,0.15255533270415333,8.77936963661341e-06,0.0,0.9188032150268555,0.9990122318267822,0.7255000472068787,2.0,0.15828601801241102,0.9989025592803955,0.0080550042912364,0.008022177033126354,0.6
0.0,43.37232761817358,0.25,1.0,0.0,0.0,0.0,0.9217833876609802,3.986313709680722e-11,0.6795000433921814,0.5,0.0,3.986313709680722e-11,7.424504122610642e-09,7.473864194196267e-09,1.0
0.0,86.74465523634716,0.5,0.9745000600814819,0.08760578391718853,9.34630691062921e-07,0.0,0.9077548384666443,0.9885174036026001,0.6795000433921814,1.0,0.08959253021801582,0.9914125800132751,0.00056559091899544,0.0005608533974736929,1.0
0.0,173.4893104726943,1.0,0.9805000424385071,0.07847674163123483,4.329681644321681e-07,0.0,0.8599568009376526,0.5533100366592407,0.6795000433921814,2.0,0.0770554736613167,0.560174286365509,0.00036693300353363156,0.00037388154305517673,1.0
0.0,66.05834637489336,0.24999999999999997,0.9670000672340393,0.036896472274027016,2.100691318673853e-07,0.0,0.8810333013534546,0.8421811461448669,0.6270000338554382,0.5,0.03215978834449699,0.8008123636245728,9.115069406107068e-05,8.93296892172657e-05,1.4
0.0,132.11669274978672,0.49999999999999994,0.9750000238418579,0.039367433496610156,3.5723300584322715e-07,0.0,0.8868102431297302,0.8719288110733032,0.6270000338554382,1.0,0.04572801949973832,0.8478479981422424,0.00021332716278266162,0.0002166760095860809,1.4
0.0,264.23338549957344,0.9999999999999999,0.9665000438690186,0.05447953452795838,9.209607014781795e-07,0.0,0.8837178349494934,0.10627368837594986,0.6270000338554382,2.0,0.062328581632497174,0.27568069100379944,0.00032904595718719065,0.00033486337633803487,1.4
0.0,119.33702722449803,0.25,0.9765000343322754,0.014773972128967357,1.4149956939490949e-07,0.0,0.8892222046852112,0.9715325832366943,0.5740000009536743,0.5,0.01329852728602217,0.9718212485313416,0.00010287461191182956,0.00010424479842185974,1.8
0.0,238.67405444899606,0.5,0.9760000705718994,0.014204683001788879,2.723820671235444e-07,0.0,0.8945311903953552,0.9455500841140747,0.5740000009536743,1.0,0.017111438140040694,0.9525723457336426,0.0001931781880557537,0.0001963130634976551,1.8
0.0,477.3481088979921,1.0,1.0,0.0,0.0,0.0,0.9212908148765564,3.986313709680722e-11,0.5740000009536743,2.0,0.0,3.986313709680722e-11,0.0006861844449304044,0.0006942813633941114,1.8
0.0,236.04326785734503,0.25,0.9740000367164612,0.005166346143355699,5.818950299385506e-08,0.0,0.8632201552391052,0.6085876226425171,0.5575000047683716,0.5,0.004875974681183669,0.6010118126869202,3.195249882992357e-05,3.224468309781514e-05,2.2
0.0,472.08653571469006,0.5,0.9665000438690186,0.00024753016012582475,3.651529709713941e-07,0.0,0.8883821964263916,0.07745996862649918,0.5575000047683716,1.0,0.009991306491856911,0.2558818757534027,8.503373101120815e-05,8.559272100683302e-05,2.2
0.0,944.1730714293801,1.0,1.0,0.0,0.0,0.0,0.9248490929603577,3.986313709680722e-11,0.5575000047683716,2.0,0.0,3.986313709680722e-11,0.0004389745299704373,0.00043974866275675595,2.2
0.0,496.36154348697625,0.25,1.0,0.0,0.0,0.0,0.9130571484565735,3.986313709680722e-11,0.5235000252723694,0.5,0.0,3.986313709680722e-11,3.4924669307656586e-05,3.4927910746773705e-05,2.6
0.0,992.7230869739525,0.5,1.0,0.0,0.0,0.0,0.9221248030662537,3.986313709680722e-11,0.5235000252723694,1.0,0.0,3.986313709680722e-11,5.843010876560584e-05,5.834443072672002e-05,2.6
0.0,1985.446173947905,1.0,1.0,0.0,0.0,0.0,0.9218229055404663,3.986313709680722e-11,0.5235000252723694,2.0,0.0,3.986313709680722e-11,0.00039677758468315005,0.00039685380761511624,2.6
0.0,1081.4215390596319,0.24999999999999997,1.0,0.0,0.0,0.0,0.9215738773345947,3.986313709680722e-11,0.4865000247955322,0.5,0.0,3.986313709680722e-11,5.671343387803063e-05,5.6739758292678744e-05,3.0
0.0,2162.8430781192637,0.49999999999999994,1.0,0.0,0.0,0.0,0.9182853102684021,3.986313709680722e-11,0.4865000247955322,1.0,0.0,3.986313709680722e-11,0.00011117840767838061,0.0001110459488700144,3.0
0.0,4325.6861562385275,0.9999999999999999,1.0,0.0,0.0,0.0,0.9212379455566406,3.986313709680722e-11,0.4865000247955322,2.0,0.0,3.986313709680722e-11,0.0003074644773732871,0.00030708187841810286,3.0
