fid_diff_mix_minus_soft,fid_mixture_score,fid_risk_softmix,pair_id
-0.0017622714682232754,44.415804577070205,44.41756684853843,0.0
0.0010445160166270284,42.842415349151715,42.84137083313509,1.0
0.0001465363062607139,49.190377048738476,49.190230512432215,2.0
0.0010967730150994726,43.49011511879456,43.48901834577946,3.0
-6.69613104093969e-05,42.94620740714363,42.94627436845404,4.0
-0.0005702017721702646,47.40067217455737,47.40124237632954,5.0
-0.00017703101178057068,43.05762446074424,43.057801491756024,6.0
0.0008495630099645268,41.326297903758,41.32544834074803,7.0
0.0010823224618974336,46.09532260616071,46.09424028369881,8.0
-0.0014632694546818925,50.83269212138794,50.834155390842625,9.0
