beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_soft_oracle_mse,test_teacher_entropy_norm,variant
0.0,0,0.30705341696739197,0.30701905488967896,0.0030742169270359743,0.30705341696739197,1.0,uniform
0.0,200,0.30741921067237854,0.30739811062812805,0.002840120075408368,0.30741921067237854,1.0,uniform
0.0,400,0.3075735569000244,0.3075582981109619,0.0024003588363843862,0.3075735569000244,1.0,uniform
0.0,600,0.30758705735206604,0.30757489800453186,0.0017700290146546321,0.30758705735206604,1.0,uniform
0.0,800,0.3076135814189911,0.3076034188270569,0.0020114592006971886,0.3076135814189911,1.0,uniform
0.0,1000,0.3076601028442383,0.30765125155448914,0.0009172645747716386,0.3076601028442383,1.0,uniform
0.0,1200,0.3077290654182434,0.30772125720977783,0.00043384799627022957,0.3077290654182434,1.0,uniform
0.0,1400,0.3076864778995514,0.3076794445514679,0.0006347441359349827,0.3076864778995514,1.0,uniform
0.0,1600,0.3076997697353363,0.3076933026313782,0.0003974881968977528,0.3076997697353363,1.0,uniform
0.0,1800,0.30771368741989136,0.3077077865600586,8.152692771756388e-05,0.30771368741989136,1.0,uniform
0.0,2000,0.3077206015586853,0.30771517753601074,0.00015397149956983795,0.3077206015586853,1.0,uniform
0.0,2200,0.30776143074035645,0.30775633454322815,0.00014060942767721212,0.30776143074035645,1.0,uniform
0.0,2400,0.3077630400657654,0.30775830149650574,0.0001618844903068929,0.3077630400657654,1.0,uniform
0.0,2600,0.3077475130558014,0.30774304270744324,0.0002473156684097106,0.3077475130558014,1.0,uniform
0.0,2800,0.30772146582603455,0.30771729350090027,0.00012129247376093927,0.30772146582603455,1.0,uniform
0.0,3000,0.3077402114868164,0.30773627758026123,0.0001205324232909023,0.3077402114868164,1.0,uniform
0.24206950384831255,0,0.30705398321151733,0.3070192337036133,0.00038404894593243054,0.30705398321151733,1.0,fixed_class
0.24206950384831255,200,0.30747321248054504,0.30745238065719604,0.0005850563384171415,0.30747321248054504,1.0,fixed_class
0.24206950384831255,400,0.30755171179771423,0.30753666162490845,0.0008475317293934397,0.30755171179771423,1.0,fixed_class
0.24206950384831255,600,0.30756905674934387,0.3075571656227112,0.0010768899769974126,0.30756908655166626,1.0,fixed_class
0.24206950384831255,800,0.3076103627681732,0.3076004087924957,0.0009452192317720056,0.307610422372818,1.0,fixed_class
0.24206950384831255,1000,0.3076656460762024,0.30765703320503235,0.0010327311492096167,0.3076656460762024,1.0,fixed_class
0.24206950384831255,1200,0.30769747495651245,0.3076898455619812,0.0013590519603602015,0.30769747495651245,1.0,fixed_class
0.24206950384831255,1400,0.3076697587966919,0.3076629042625427,0.0008896481412962342,0.3076697587966919,1.0,fixed_class
0.24206950384831255,1600,0.307702898979187,0.307696670293808,0.0005068174358371528,0.307702898979187,1.0,fixed_class
0.24206950384831255,1800,0.3076998293399811,0.30769410729408264,0.0009742086416871114,0.3076998293399811,1.0,fixed_class
0.24206950384831255,2000,0.3077058494091034,0.3077005445957184,0.0012324851099989322,0.3077058494091034,1.0,fixed_class
0.24206950384831255,2200,0.3077569305896759,0.30775198340415955,0.0013977123873556182,0.3077569305896759,1.0,fixed_class
0.24206950384831255,2400,0.3078024983406067,0.30779793858528137,0.0015766083830359616,0.3078024983406067,1.0,fixed_class
0.24206950384831255,2600,0.30779555439949036,0.30779120326042175,0.0016529968177430333,0.30779555439949036,1.0,fixed_class
0.24206950384831255,2800,0.3078043758869171,0.30780029296875,0.0007456405833300543,0.3078043758869171,1.0,fixed_class
0.24206950384831255,3000,0.30786362290382385,0.3078598082065582,0.001174200525426708,0.30786362290382385,1.0,fixed_class
0.6051737596207813,0,0.3070542812347412,0.30702006816864014,0.000841971297465674,0.3070542812347412,1.0,fixed_good
0.6051737596207813,200,0.3074374496936798,0.30741655826568604,0.0018780798778619274,0.3074374496936798,1.0,fixed_good
0.6051737596207813,400,0.307496577501297,0.3074814975261688,0.0013409884797454608,0.307496577501297,1.0,fixed_good
0.6051737596207813,600,0.3075453042984009,0.3075334131717682,0.001166331352026369,0.3075453042984009,1.0,fixed_good
0.6051737596207813,800,0.3076164722442627,0.3076064884662628,0.0011426832655198654,0.3076164722442627,1.0,fixed_good
0.6051737596207813,1000,0.30766060948371887,0.30765199661254883,0.001051443152881337,0.30766060948371887,1.0,fixed_good
0.6051737596207813,1200,0.307675302028656,0.30766767263412476,0.0011674790108482332,0.307675302028656,1.0,fixed_good
0.6051737596207813,1400,0.30770692229270935,0.3077000379562378,0.0009355995643547011,0.30770692229270935,1.0,fixed_good
0.6051737596207813,1600,0.3076763451099396,0.30767005681991577,0.0005197270529678767,0.3076763451099396,1.0,fixed_good
0.6051737596207813,1800,0.307784765958786,0.3077790141105652,0.0003858476162129515,0.307784765958786,1.0,fixed_good
0.6051737596207813,2000,0.3077543377876282,0.3077490031719208,0.0008727632206804413,0.3077543377876282,1.0,fixed_good
0.6051737596207813,2200,0.30773505568504333,0.307730108499527,0.0004819367373431359,0.30773505568504333,1.0,fixed_good
0.6051737596207813,2400,0.30778318643569946,0.3077785074710846,0.0005795404513024559,0.30778318643569946,1.0,fixed_good
0.6051737596207813,2600,0.307837575674057,0.307833194732666,0.00048702801102161594,0.307837575674057,1.0,fixed_good
0.6051737596207813,2800,0.30782127380371094,0.30781716108322144,0.000546763729344294,0.30782127380371094,1.0,fixed_good
0.6051737596207813,3000,0.3077832758426666,0.30777937173843384,8.111188817616112e-05,0.3077832758426666,1.0,fixed_good
9.123773598706363,0,0.30705371499061584,0.3070201575756073,0.00033284424774393106,0.30705371499061584,1.0,hard_cold
9.123773598706363,200,0.30741211771965027,0.307391494512558,0.0011897376259095015,0.30741211771965027,1.0,hard_cold
9.123773598706363,400,0.30748963356018066,0.30747485160827637,0.0010115582764604189,0.30748963356018066,1.0,hard_cold
9.123773598706363,600,0.3075806200504303,0.3075689375400543,0.0016995845213218154,0.3075806200504303,1.0,hard_cold
9.123773598706363,800,0.3075919449329376,0.30758213996887207,0.002250294847760807,0.3075919449329376,1.0,hard_cold
9.123773598706363,1000,0.3076167702674866,0.3076082766056061,0.0015516081702991822,0.3076167702674866,1.0,hard_cold
9.123773598706363,1200,0.30760321021080017,0.30759572982788086,0.0010994902782946367,0.30760321021080017,1.0,hard_cold
9.123773598706363,1400,0.3076538145542145,0.3076470196247101,0.0008563335696335988,0.3076538145542145,1.0,hard_cold
9.123773598706363,1600,0.30768561363220215,0.3076794445514679,0.001323457382151208,0.30768564343452454,1.0,hard_cold
9.123773598706363,1800,0.30771753191947937,0.3077118694782257,0.00110223281645736,0.30771753191947937,1.0,hard_cold
9.123773598706363,2000,0.30769312381744385,0.3076878786087036,0.0007084693280211406,0.30769312381744385,1.0,hard_cold
9.123773598706363,2200,0.3077384829521179,0.30773356556892395,0.0011159806748024645,0.3077384829521179,1.0,hard_cold
9.123773598706363,2400,0.30768176913261414,0.30767717957496643,0.0007285195246462704,0.30768176913261414,1.0,hard_cold
9.123773598706363,2600,0.30775266885757446,0.30774831771850586,0.0005951550522716565,0.30775266885757446,1.0,hard_cold
9.123773598706363,2800,0.3077571988105774,0.3077530860900879,0.0006316600040653449,0.3077571988105774,1.0,hard_cold
9.123773598706363,3000,0.30773693323135376,0.30773305892944336,0.0007093398418786432,0.30773693323135376,1.0,hard_cold
0.0,0,0.3070541024208069,0.3070199489593506,0.0007974085490600521,0.3070541024208069,1.0,theory_anneal
0.0,200,0.30742189288139343,0.30740126967430115,0.000424683523399525,0.30742189288139343,1.0,theory_anneal
0.0,400,0.30750927329063416,0.3074943721294403,0.0003604005567972481,0.30750927329063416,1.0,theory_anneal
0.0,600,0.30757656693458557,0.3075646758079529,0.0013390570606564463,0.30757656693458557,1.0,theory_anneal
0.07637309449260889,800,0.3075987696647644,0.3075888156890869,0.0005498281168324194,0.3075987696647644,1.0,theory_anneal
0.25236326875818593,1000,0.3076643943786621,0.30765578150749207,0.00036739687323704824,0.3076643943786621,1.0,theory_anneal
0.4482768589783565,1200,0.30766230821609497,0.30765461921691895,0.0003109935819387046,0.30766230821609497,1.0,theory_anneal
0.5844202013347463,1400,0.3076763153076172,0.30766940116882324,0.0007246808875782846,0.3076763451099396,1.0,theory_anneal
0.6051737596207813,1600,0.30769991874694824,0.30769363045692444,0.0012644517832030135,0.307699978351593,1.0,theory_anneal
