beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,step,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
0.0,0.0,0.0,0.01369534619152546,0.013480933383107185,0.01369534619152546,0.0,1,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.015525644645094872,0.015511168166995049,0.015525644645094872,0.0,500,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.014297254383563995,0.014291432686150074,0.014297254383563995,0.0,1000,1.0,0.25,0.25,0.25,0.25
2.240000009536743,2.240000009536743,2.240000009536743,0.013572460040450096,0.013568932190537453,0.013572456315159798,0.028000000000000004,1500,1.0,0.25000008940696716,0.2500000596046448,0.2499999850988388,0.24999988079071045
8.319999694824219,8.319999694824219,8.319999694824219,0.012804637663066387,0.01280265673995018,0.012804636731743813,0.10400000000000002,2000,0.9999999403953552,0.24999985098838806,0.24999994039535522,0.24999985098838806,0.25000035762786865
17.280000686645508,17.280000686645508,17.280000686645508,0.014611741527915001,0.014610161073505878,0.014611740596592426,0.216,2500,1.0,0.25000089406967163,0.24999967217445374,0.2500000298023224,0.24999941885471344
28.15999984741211,28.15999984741211,28.15999984741211,0.013376906514167786,0.01337583176791668,0.013376906514167786,0.3520000000000001,3000,1.0,0.24999944865703583,0.2499994933605194,0.25,0.25000104308128357
40.0,40.0,40.0,0.0152165861800313,0.015215752646327019,0.0152165861800313,0.5,3500,1.0,0.24999961256980896,0.2499997615814209,0.2500002384185791,0.25000035762786865
51.84000015258789,51.84000015258789,51.84000015258789,0.015181169845163822,0.015180529095232487,0.015181169845163822,0.648,4000,1.0,0.25000065565109253,0.25000056624412537,0.24999961256980896,0.24999916553497314
62.71999740600586,62.71999740600586,62.71999740600586,0.013546653091907501,0.013546230271458626,0.013546653091907501,0.7839999999999999,4500,1.0,0.24999961256980896,0.2500000596046448,0.2500006854534149,0.24999970197677612
