A_cond_smax_over_smin,A_rank_eps1e-8,A_sval_0,A_sval_1,A_sval_2,A_sval_3,A_sval_max,A_sval_min,bayes_decision_entropy_t,beta_x,delta_A_mean_min_interexpert,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,v_t
200688640.0,2.0,0.5115667581558228,1.9618793700715287e-08,6.99528124314952e-09,2.5490569655062245e-09,0.5115667581558228,2.5490569655062245e-09,0.2641465961933136,80.0,0.0,12288,0.582763671875,0.2295735627412796,0.1201171875,0.0675455704331398,0.8041178584098816,2.1221544486971222e-12,0.0,0.88037109375,0.0,0.11962890625,0.0,1.4901161193847656e-08,3.7528784524454295e-09,0.019999999552965164,1.0,0.25,0.25,0.25,0.25,0.2439037263393402
4649574912.0,1.0,0.2509973347187042,7.712416483229845e-09,1.6441156214241914e-09,5.398285637947531e-11,0.2509973347187042,5.398285637947531e-11,0.22682040929794312,80.0,0.0,12288,0.5686848759651184,0.2350260466337204,0.1134440079331398,0.0828450545668602,0.79541015625,1.090787349333766e-09,0.0,0.90478515625,0.09521484375,0.0,0.0,7.450580596923828e-09,1.9922861138610415e-09,0.1495652198791504,1.0,0.25,0.25,0.25,0.25,0.4165037274360657
79803472.0,2.0,0.19877339899539948,1.5513503370812032e-08,3.543626281299339e-09,2.4907862439249584e-09,0.19877339899539948,2.4907862439249584e-09,0.35738739371299744,80.0,0.0,12288,0.5362141728401184,0.261474609375,0.1110026016831398,0.09130859375,0.7786458730697632,2.0827428670600057e-10,0.0,0.8035481572151184,0.1964518278837204,0.0,0.0,7.450580596923828e-09,1.6787756740299642e-09,0.2791304588317871,1.0,0.25,0.25,0.25,0.25,0.5497028827667236
161823056.0,1.0,0.17164836823940277,5.764340116343192e-09,3.063782783030433e-09,1.0607164036002814e-09,0.17164836823940277,1.0607164036002814e-09,0.27451127767562866,80.0,0.0,12288,0.5601399540901184,0.2054850310087204,0.1306966096162796,0.1036783829331398,0.739501953125,1.5158245752350252e-12,0.0,0.873046875,0.126953125,0.0,0.0,5.587935447692871e-09,1.4302941053756513e-09,0.40869566798210144,1.0,0.25,0.25,0.25,0.25,0.6524956822395325
56954532.0,2.0,0.1541740745306015,1.3071405291498195e-08,3.072349485933046e-09,2.7069675390123393e-09,0.1541740745306015,2.7069675390123393e-09,0.23032864928245544,80.0,0.0,12288,0.54052734375,0.2307942658662796,0.1288248747587204,0.099853515625,0.663330078125,1.2581343952766666e-11,0.0,0.9072265625,0.0,0.090576171875,0.002197265625,5.587935447692871e-09,1.3244327856654081e-09,0.5382608771324158,1.0,0.25,0.25,0.25,0.25,0.7318229675292969
87872152.0,1.0,0.1412937343120575,8.018217201311018e-09,2.5718449592204706e-09,1.6079466647056506e-09,0.1412937343120575,1.6079466647056506e-09,0.1919197142124176,80.0,0.0,12288,0.54150390625,0.2235514372587204,0.138916015625,0.0960286483168602,0.5579427480697632,3.326476871734485e-10,0.0,0.9251301884651184,0.0,0.0748697891831398,0.0,3.725290298461914e-09,1.2168186458438868e-09,0.6678261160850525,1.0,0.25,0.25,0.25,0.25,0.7930418252944946
175330208.0,1.0,0.13109467923641205,5.6313429475096655e-09,3.1243068132624785e-09,7.47701622838548e-10,0.13109467923641205,7.47701622838548e-10,0.24714955687522888,80.0,0.0,12288,0.5396321415901184,0.2277018278837204,0.13818359375,0.094482421875,0.430419921875,1.9220655622653737e-10,0.0,0.91748046875,0.0562337227165699,0.024658203125,0.0016276041278615594,3.725290298461914e-09,1.1329557292327763e-09,0.7973913550376892,1.0,0.25,0.25,0.25,0.25,0.8402858972549438
120077475840.0,1.0,0.1200774759054184,5.199487951301762e-09,2.610604843411579e-09,3.3260673026917146e-16,0.1200774759054184,3.3260673026917146e-16,5.979470391048736e-11,80.0,0.0,12288,0.5813801884651184,0.1781412810087204,0.1490071564912796,0.0914713516831398,0.3245442807674408,5.760133342525009e-11,0.0,1.0,0.0,0.0,0.0,3.725290298461914e-09,9.306025949840091e-10,0.9269565939903259,1.0,0.25,0.25,0.25,0.25,0.8767450451850891
89122256.0,1.0,0.10836747288703918,2.481449268287861e-09,1.4056114050475799e-09,1.2159417916990378e-09,0.10836747288703918,1.2159417916990378e-09,0.0986933708190918,80.0,0.0,12288,0.531982421875,0.2275390625,0.1468912810087204,0.0935872420668602,0.2445475310087204,5.775291356258094e-11,0.0,0.9694010615348816,0.0,0.03059895895421505,0.0,3.725290298461914e-09,9.562484137859428e-10,1.0565217733383179,1.0,0.25,0.25,0.25,0.25,0.9048812985420227
119219760.0,1.0,0.09555447101593018,5.314783280141455e-09,1.9863646283369008e-09,8.014985897197846e-10,0.09555447101593018,8.014985897197846e-10,5.979470391048736e-11,80.0,0.0,12288,0.5585123896598816,0.1946614533662796,0.146728515625,0.10009765625,0.1979166716337204,4.320099833421409e-12,0.0,1.0,0.0,0.0,0.0,3.725290298461914e-09,8.207147739192067e-10,1.1860870122909546,1.0,0.25,0.25,0.25,0.25,0.9265948534011841
88844832.0,1.0,0.08205099403858185,6.961188070420121e-09,1.8588174333089569e-09,9.235314180067178e-10,0.08205099403858185,9.235314180067178e-10,5.979470391048736e-11,80.0,0.0,12288,0.5481770634651184,0.2088216096162796,0.1482747346162796,0.0947265625,0.1595865935087204,3.168831308464348e-10,0.0,1.0,0.0,0.0,0.0,2.7939677238464355e-09,7.33895944016183e-10,1.3156522512435913,1.0,0.25,0.25,0.25,0.25,0.9433515071868896
60149176.0,1.0,0.06973589211702347,2.7048430162324166e-09,1.9921027050173734e-09,1.159382367887929e-09,0.06973589211702347,1.159382367887929e-09,0.0006114602438174188,80.0,0.0,12288,0.540283203125,0.2054036408662796,0.1556803435087204,0.0986328125,0.136962890625,1.39531650122926e-10,0.0,0.9999186396598816,0.0,8.138021075865254e-05,0.0,2.7939677238464355e-09,6.553383391505463e-10,1.445217490196228,1.0,0.25,0.25,0.25,0.25,0.9562830924987793
57829056512.0,1.0,0.057829055935144424,1.2520507963742489e-09,1.1318983528241233e-09,1.1789700715088877e-16,0.057829055935144424,1.1789700715088877e-16,0.03324125334620476,80.0,0.0,12288,0.5118001103401184,0.2236328125,0.1585286408662796,0.1060384139418602,0.1246744841337204,2.379844585287394e-11,0.0,0.9921061396598816,0.0,0.007893879897892475,0.0,1.862645149230957e-09,6.067656377339858e-10,1.5747824907302856,1.0,0.25,0.25,0.25,0.25,0.9662627577781677
