beta_max,beta_mean,beta_min,loss,mcl_e_best,mcl_e_mean,ramp,step,teacher_entropy_usage,usage_0,usage_1,usage_2,usage_3
0.0,0.0,0.0,0.015519704669713974,0.015394773334264755,0.015519704669713974,0.0,1,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.01511806808412075,0.01511557400226593,0.01511806808412075,0.0,500,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.018043406307697296,0.01804209128022194,0.018043406307697296,0.0,1000,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.013458602130413055,0.013458076864480972,0.013458602130413055,0.0,1500,1.0,0.25,0.25,0.25,0.25
0.0,0.0,0.0,0.017746329307556152,0.017745910212397575,0.017746329307556152,0.0,2000,1.0,0.25,0.25,0.25,0.25
0.8984375,0.8984375,0.8984375,0.015940925106406212,0.01594068482518196,0.01594093069434166,0.01123046875,2500,1.0,0.25,0.25,0.25,0.25
3.4375,3.4375,3.4375,0.01496644876897335,0.014966286718845367,0.014966443181037903,0.04296875,3000,1.0,0.25,0.25,0.25,0.2500000298023224
7.3828125,7.3828125,7.3828125,0.018573647364974022,0.018573496490716934,0.018573645502328873,0.09228515625,3500,1.0,0.25,0.2500000596046448,0.25,0.2499999850988388
12.5,12.5,12.5,0.015895677730441093,0.015895571559667587,0.015895675867795944,0.15625,4000,1.0,0.2499999850988388,0.2500000596046448,0.25,0.25
18.5546875,18.5546875,18.5546875,0.014351986348628998,0.014351919293403625,0.014351986348628998,0.23193359375,4500,1.0,0.25,0.25,0.24999992549419403,0.25000008940696716
25.3125,25.3125,25.3125,0.015108330175280571,0.015108281746506691,0.015108330175280571,0.31640625,5000,1.0,0.2499999850988388,0.2499999850988388,0.25,0.2500000596046448
32.5390625,32.5390625,32.5390625,0.015799354761838913,0.01579931564629078,0.015799354761838913,0.40673828125,5500,1.0,0.2499999850988388,0.25,0.2499999701976776,0.2500000298023224
40.0,40.0,40.0,0.011994024738669395,0.011994000524282455,0.011994024738669395,0.5,6000,1.0,0.25,0.25,0.25,0.25
47.4609375,47.4609375,47.4609375,0.01795746199786663,0.017957434058189392,0.01795746013522148,0.59326171875,6500,1.0,0.2500000596046448,0.25,0.24999994039535522,0.2500000596046448
54.6875,54.6875,54.6875,0.011402860283851624,0.01140284352004528,0.011402859352529049,0.68359375,7000,1.0,0.2499999701976776,0.2500000298023224,0.2500000596046448,0.2499999850988388
61.4453125,61.4453125,61.4453125,0.015217806212604046,0.015217792242765427,0.015217806212604046,0.76806640625,7500,1.0,0.25,0.2499999701976776,0.2499999850988388,0.2500000596046448
67.5,67.5,67.5,0.015623999759554863,0.015623986721038818,0.015623999759554863,0.84375,8000,1.0,0.2500000298023224,0.2500000298023224,0.25,0.2499999701976776
72.6171875,72.6171875,72.6171875,0.014005618169903755,0.014005607925355434,0.014005616307258606,0.90771484375,8500,1.0,0.25,0.25,0.2500000596046448,0.2499999701976776
76.5625,76.5625,76.5625,0.01299418043345213,0.012994173914194107,0.01299418043345213,0.95703125,9000,1.0,0.2499999850988388,0.25,0.25,0.25
79.1015625,79.1015625,79.1015625,0.014776366762816906,0.014776360243558884,0.014776366762816906,0.98876953125,9500,1.0,0.25,0.25,0.2500000596046448,0.25
80.0,80.0,80.0,0.014281085692346096,0.014281079173088074,0.014281085692346096,1.0,10000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012436679564416409,0.01243667583912611,0.012436680495738983,1.0,10500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01432008296251297,0.014320079237222672,0.01432008296251297,1.0,11000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013167910277843475,0.013167908415198326,0.013167910277843475,1.0,11500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014363646507263184,0.014363645575940609,0.014363646507263184,1.0,12000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016268493607640266,0.016268489882349968,0.016268493607640266,1.0,12500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014990657567977905,0.014990655705332756,0.014990657567977905,1.0,13000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012252718210220337,0.012252716347575188,0.012252717278897762,1.0,13500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015112246386706829,0.015112246386706829,0.015112247318029404,1.0,14000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014035664498806,0.01403566263616085,0.014035664498806,1.0,14500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015091916546225548,0.015091913752257824,0.015091916546225548,1.0,15000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013306091539561749,0.013306091539561749,0.013306092470884323,1.0,15500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014476841315627098,0.014476839452981949,0.014476841315627098,1.0,16000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013312673196196556,0.013312673196196556,0.013312673196196556,1.0,16500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016871251165866852,0.016871249303221703,0.016871251165866852,1.0,17000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014578409492969513,0.014578407630324364,0.014578407630324364,1.0,17500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015641435980796814,0.015641435980796814,0.015641437843441963,1.0,18000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01447305642068386,0.014473054558038712,0.01447305642068386,1.0,18500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015787307173013687,0.015787307173013687,0.015787307173013687,1.0,19000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013003798201680183,0.013003798201680183,0.013003799133002758,1.0,19500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016807910054922104,0.016807908192276955,0.016807910054922104,1.0,20000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015477461740374565,0.015477461740374565,0.015477461740374565,1.0,20500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013416387140750885,0.013416387140750885,0.013416387140750885,1.0,21000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015623291954398155,0.015623291954398155,0.01562329288572073,1.0,21500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01316024363040924,0.01316024363040924,0.01316024363040924,1.0,22000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015195852145552635,0.015195852145552635,0.01519585307687521,1.0,22500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014395531266927719,0.014395530335605145,0.014395530335605145,1.0,23000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014489362016320229,0.014489362016320229,0.014489362947642803,1.0,23500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012930269353091717,0.012930269353091717,0.012930269353091717,1.0,24000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013834807090461254,0.013834807090461254,0.013834807090461254,1.0,24500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013282239437103271,0.013282239437103271,0.013282239437103271,1.0,25000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01377140637487173,0.013771405443549156,0.01377140637487173,1.0,25500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01439710333943367,0.014397102408111095,0.014397102408111095,1.0,26000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013517452403903008,0.013517450541257858,0.013517452403903008,1.0,26500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012881776317954063,0.012881776317954063,0.012881776317954063,1.0,27000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015250707045197487,0.015250707045197487,0.015250707976520061,1.0,27500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012169433757662773,0.012169433757662773,0.012169433757662773,1.0,28000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015142608433961868,0.015142607502639294,0.015142607502639294,1.0,28500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015550447627902031,0.015550447627902031,0.015550447627902031,1.0,29000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01415727473795414,0.01415727473795414,0.01415727473795414,1.0,29500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014226434752345085,0.014226434752345085,0.01422643568366766,1.0,30000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014828881248831749,0.014828881248831749,0.014828882180154324,1.0,30500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01315450668334961,0.013154505752027035,0.01315450668334961,1.0,31000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01217410247772932,0.01217410247772932,0.01217410247772932,1.0,31500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.010375600308179855,0.010375600308179855,0.010375600308179855,1.0,32000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01465555839240551,0.01465555839240551,0.014655559323728085,1.0,32500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016364505514502525,0.016364505514502525,0.016364507377147675,1.0,33000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01281714253127575,0.01281714253127575,0.01281714253127575,1.0,33500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01407257467508316,0.01407257467508316,0.014072573743760586,1.0,34000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014366187155246735,0.014366187155246735,0.014366187155246735,1.0,34500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01312214881181717,0.01312214881181717,0.01312214881181717,1.0,35000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013503298163414001,0.013503298163414001,0.013503298163414001,1.0,35500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013741439208388329,0.013741436414420605,0.013741439208388329,1.0,36000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013855822384357452,0.013855822384357452,0.013855822384357452,1.0,36500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015195394866168499,0.015195394866168499,0.015195394866168499,1.0,37000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013076922856271267,0.013076922856271267,0.013076923787593842,1.0,37500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014581950381398201,0.014581950381398201,0.014581951312720776,1.0,38000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015220376662909985,0.015220376662909985,0.01522037759423256,1.0,38500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.017205048352479935,0.017205048352479935,0.017205048352479935,1.0,39000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014809499494731426,0.014809499494731426,0.014809499494731426,1.0,39500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013754218816757202,0.013754218816757202,0.013754220679402351,1.0,40000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012990723364055157,0.012990723364055157,0.012990722432732582,1.0,40500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016048189252614975,0.016048187389969826,0.016048189252614975,1.0,41000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014673440717160702,0.014673440717160702,0.014673441648483276,1.0,41500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013010232709348202,0.013010231778025627,0.013010231778025627,1.0,42000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015284894034266472,0.015284894034266472,0.015284894034266472,1.0,42500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01301557943224907,0.013015578500926495,0.01301557943224907,1.0,43000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013756217435002327,0.013756217435002327,0.013756217435002327,1.0,43500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016202090308070183,0.016202090308070183,0.016202092170715332,1.0,44000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015328176319599152,0.015328174456954002,0.015328176319599152,1.0,44500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01637296751141548,0.01637296751141548,0.01637296937406063,1.0,45000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014101797714829445,0.014101797714829445,0.014101795852184296,1.0,45500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.015094095841050148,0.015094095841050148,0.015094095841050148,1.0,46000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01241406798362732,0.01241406798362732,0.01241406798362732,1.0,46500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.011905454099178314,0.011905454099178314,0.011905455961823463,1.0,47000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014072364196181297,0.014072364196181297,0.014072364196181297,1.0,47500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.014424705877900124,0.014424704015254974,0.014424705877900124,1.0,48000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013532730750739574,0.01353272795677185,0.01353272795677185,1.0,48500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01421467773616314,0.01421467773616314,0.014214678667485714,1.0,49000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012861406430602074,0.012861406430602074,0.012861406430602074,1.0,49500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01352132111787796,0.01352132111787796,0.01352132111787796,1.0,50000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.01884934864938259,0.01884934864938259,0.01884934864938259,1.0,50500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.013679200783371925,0.013679198920726776,0.0136792017146945,1.0,51000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016367275267839432,0.016367275267839432,0.016367275267839432,1.0,51500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016450881958007812,0.016450881958007812,0.016450881958007812,1.0,52000,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.012182896956801414,0.012182896956801414,0.012182897888123989,1.0,52500,1.0,0.25,0.25,0.25,0.25
80.0,80.0,80.0,0.016130972653627396,0.016130972653627396,0.016130972653627396,1.0,53000,1.0,0.25,0.25,0.25,0.25
